"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYearFour.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Name.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.PriorYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields",
"82d3518717255ccb53b35808ff1aa091","2015","2014-12-16T00:59:34+00:00","1418691574","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","42.865","43.347","42.102","44.305","28.4","43.001","44.305","57","427","55","81","36","59","81","24.419","31.733","34.135","23.507","7.379","7.379","33","44","255","31","14","14","Army Active","","14.019","18","27.983","39","17.633","25",
"82d3518717255ccb53b35808ff1aa091","2015","2014-12-16T00:59:34+00:00","1418691574","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","42.865","43.347","42.102","44.305","28.4","43.001","44.305","57","427","55","81","36","59","81","18.446","11.268","9.212","18.595","36.926","36.926","24","15","172","24","67","67","Army National Guard","Army","14.381","18","27.983","39","10.35","14",
"6a5c9f3887e12df423e9ead484f67a2d","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","10.5","","","","","","","145","","","","","","","","","","","","","","","Army Active","","1.826","45","3","","3","",
"6a5c9f3887e12df423e9ead484f67a2d","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","10.5","","","","","","","145","","","","","","","","","","","","","","","Army National Guard","","5.37","25","3","","","",
"6a5c9f3887e12df423e9ead484f67a2d","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","10.5","","","","","","","145","","","","","","","","","","","","","","","Army Reserve","Army","3.304","75","3","","","",
"04800c5e77ef5a1dc0847ded8e668cf6","2015","2014-12-16T00:59:39+00:00","1418691579","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","11.983","","","","","","","","","","","","","","","","","","","","","","Army Active","Army","11.983","","","","","",
"acb9943e37c54aa60f1275f3df52059f","2015","2014-12-16T00:59:40+00:00","1418691580","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","20.012","18.487","18.233","10.113","15.189","18.686","10.113","287","241","257","56","69","255","56","5.859","6.576","6.713","6.411","0.924","0.924","92","82","95","103","5","5","Army Active","","1.31","6","19.341","212","1.9","24",
"acb9943e37c54aa60f1275f3df52059f","2015","2014-12-16T00:59:40+00:00","1418691580","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","20.012","18.487","18.233","10.113","15.189","18.686","10.113","287","241","257","56","69","255","56","8.14","6.562","6.714","5.911","5.809","5.809","117","106","95","77","32","32","Army National Guard","","9.225","42","19.341","212","10.901","125",
"acb9943e37c54aa60f1275f3df52059f","2015","2014-12-16T00:59:40+00:00","1418691580","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","20.012","18.487","18.233","10.113","15.189","18.686","10.113","287","241","257","56","69","255","56","6.013","5.548","5.06","5.911","3.38","3.38","78","67","51","77","19","19","Army Reserve","Army","4.654","21","19.341","212","6.54","63",
"516d076bf088d82e2e60f7c4a9e214da","2015","2014-12-16T00:59:41+00:00","1418691581","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","13.362","10.249","9.255","9.015","8.854","8.604","9.015","","","","","","","","13.362","8.604","10.249","9.255","9.015","9.015","","","","","","","Army Active","Army","8.854","","8.518","","8.518","",
"1c31e1d646d39428aa639e0cf762f8c5","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","12.008","26.665","18.878","9.235","12.194","19.031","9.235","709","2035","1246","628","467","1492","628","5.877","9.941","13.115","9.227","5.198","5.198","346","784","998","608","355","355","Army Active","","8.292","318","6.269","","6.269","",
"1c31e1d646d39428aa639e0cf762f8c5","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","12.008","26.665","18.878","9.235","12.194","19.031","9.235","709","2035","1246","628","467","1492","628","3.636","6.046","8.075","5.714","3.115","3.115","215","477","618","378","213","213","Army National Guard","","0.244","9","6.269","","","",
"1c31e1d646d39428aa639e0cf762f8c5","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","12.008","26.665","18.878","9.235","12.194","19.031","9.235","709","2035","1246","628","467","1492","628","2.495","3.044","5.475","3.937","0.922","0.922","148","231","419","260","60","60","Army Reserve","Army","3.658","140","6.269","","","",
"01bac44e26f5569cff3023f285817ee5","2015","2014-12-16T00:59:32+00:00","1418691572","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","4.244","4.12","4.52","3.901","2.409","4.011","3.901","8","8","8","8","","8","8","4.244","4.011","4.12","4.52","3.901","3.901","8","8","8","8","8","8","Army Active","Army","2.409","","1.927","","1.927","",
"9893b7094ae3ef08eb8dab6f3f5a551b","2015","2014-12-16T00:59:42+00:00","1418691582","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","18.769","30.555","19.209","17.631","33.947","18.043","17.631","","","","","","","","18.769","18.043","30.555","19.209","17.631","17.631","","","","","","","Army Active","Army","33.947","","34.951","","34.951","",
"6d3d9f3149f21208388d3c799dfb182a","2015","2014-12-16T00:59:37+00:00","1418691577","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","51.102","84.113","56.379","27.45","","50.005","27.45","196","309","228","32","","118","32","27.461","50.005","84.113","30.617","16.45","16.45","105","118","309","124","19","19","Army Active","","","","","","","",
"6d3d9f3149f21208388d3c799dfb182a","2015","2014-12-16T00:59:37+00:00","1418691577","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","51.102","84.113","56.379","27.45","","50.005","27.45","196","309","228","32","","118","32","23.641","","","25.762","11","11","91","","","104","13","13","Army National Guard","Army","","","","","","",
"86349acfb1f0f230ca3e0533f9f8b2f2","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","2.423","","","","","","","","","","","","","","","","","","","","","","Army Active","Army","2.423","","","","","",
"b7c291294626b53894bf70df06cae218","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","30.196","","","","","","","133","","","","","","","","","","","","","","","Army Active","","10.035","21","","","","",
"b7c291294626b53894bf70df06cae218","2015","2014-12-16T00:59:38+00:00","1418691578","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","30.196","","","","","","","133","","","","","","","","","","","","","","","Army Reserve","Army","20.161","112","","","","",
"5ece9598b05ea51c3c461d45a0f7c89c","2015","2014-12-16T00:59:35+00:00","1418691575","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","0.863","","4.896","","1.924","4.896","","","","","","","","","1.14","0.863","","3.196","3.196","","","","","","","Army Active","","","","2.634","","1.834","",
"5ece9598b05ea51c3c461d45a0f7c89c","2015","2014-12-16T00:59:35+00:00","1418691575","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","0.863","","4.896","","1.924","4.896","","","","","","","","","0.784","","","1.7","1.7","","","","","","","Army National Guard","Army","","","2.634","","0.8","",
"5fdd1194f91b91b4c19eb3d90047c725","2015","2014-12-16T00:59:52+00:00","1418691592","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","106.763","77.616","52.427","65.062","104.511","83.273","65.062","20","36","15","1","509","158","1","106.763","83.273","77.616","52.427","65.062","65.062","20","158","36","15","1","1","Army Active","Army","104.511","509","121.71","116","121.71","116",
"2878fcc8235ef32250b0936305b5215e","2015","2014-12-16T00:59:53+00:00","1418691593","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","101.295","135.35","","101.295","","","","43","1325","","43","","","","","85.815","85.815","","","","","30","30","Army Active","","130.106","1259","163.433","813","134.979","779",
"2878fcc8235ef32250b0936305b5215e","2015","2014-12-16T00:59:53+00:00","1418691593","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","101.295","135.35","","101.295","","","","43","1325","","43","","","","","10.395","10.395","","","","","7","7","Army National Guard","","3.521","49","163.433","813","23.133","22",
"2878fcc8235ef32250b0936305b5215e","2015","2014-12-16T00:59:53+00:00","1418691593","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","101.295","135.35","","101.295","","","","43","1325","","43","","","","","5.085","5.085","","","","","6","6","Army Reserve","Army","1.723","17","163.433","813","5.321","12",
"246a8288293d1a15f8d2bd54f130f561","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","9.712","6.309","13.528","20.09","14.074","9.535","20.09","545","338","858","859","568","363","859","6.856","6.627","4.6","8.888","14.151","14.151","379","247","240","589","554","554","Army Active","","4.503","193","5.859","283","4.101","130",
"246a8288293d1a15f8d2bd54f130f561","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","9.712","6.309","13.528","20.09","14.074","9.535","20.09","545","338","858","859","568","363","859","2.856","2.908","1.709","4.64","5.939","5.939","166","116","98","269","305","305","Army National Guard","","3.388","142","5.859","283","1.758","153",
"246a8288293d1a15f8d2bd54f130f561","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","9.712","6.309","13.528","20.09","14.074","9.535","20.09","545","338","858","859","568","363","859","","","","","","","","","","","","","Army Reserve","Army","6.183","233","5.859","283","","",
"d8e7df0fcc6965c2056353e644936283","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","5.591","4.108","6.775","1.435","","5.369","1.435","4","3","5","1","","4","1","1.398","2.683","2.738","4.1","1.435","1.435","1","2","2","3","1","1","Army Active","","","","","","","",
"d8e7df0fcc6965c2056353e644936283","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","5.591","4.108","6.775","1.435","","5.369","1.435","4","3","5","1","","4","1","4.193","1.343","1.37","2.675","","","3","1","1","2","","","Army National Guard","","","","","","","",
"d8e7df0fcc6965c2056353e644936283","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","5.591","4.108","6.775","1.435","","5.369","1.435","4","3","5","1","","4","1","","1.343","","","","","","1","","","","","Army Reserve","Army","","","","","","",
"09058bfc676e106c8d39d9cf605eab18","2015","2014-12-16T00:59:51+00:00","1418691591","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","31.704","31.971","41.906","15.933","11.336","19.801","15.933","147","151","191","79","30","96","79","7.947","1.2","10.129","19.993","3.212","3.212","37","6","48","91","16","16","Army Active","","8.007","21","16.088","80","4.022","20",
"09058bfc676e106c8d39d9cf605eab18","2015","2014-12-16T00:59:51+00:00","1418691591","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","31.704","31.971","41.906","15.933","11.336","19.801","15.933","147","151","191","79","30","96","79","11.878","16.356","16.513","12.283","9.565","9.565","55","79","78","56","47","47","Army National Guard","","2.097","5","16.088","80","7.24","36",
"09058bfc676e106c8d39d9cf605eab18","2015","2014-12-16T00:59:51+00:00","1418691591","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","31.704","31.971","41.906","15.933","11.336","19.801","15.933","147","151","191","79","30","96","79","11.879","2.245","5.329","9.63","3.156","3.156","55","11","25","44","16","16","Army Reserve","Army","1.232","4","16.088","80","4.826","24",
"e3fc74a5e0977a342b4854730d9e80f0","2015","2014-12-16T00:59:51+00:00","1418691591","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","40.732","32.24","122.606","10.509","","39.778","10.509","4","4","9","1","","4","1","40.732","19.889","32.24","122.606","10.509","10.509","4","4","4","9","1","1","Army Active","","","","","","","",
"e3fc74a5e0977a342b4854730d9e80f0","2015","2014-12-16T00:59:51+00:00","1418691591","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","40.732","32.24","122.606","10.509","","39.778","10.509","4","4","9","1","","4","1","","19.889","","","","","","","","","","","Army Reserve","Army","","","","","","",
"f13d04d7162e8bf56a80e964c82ba14c","2015","2014-12-16T00:59:46+00:00","1418691586","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","46.96","48.857","53.008","84.761","93.194","87.706","84.761","3310","3612","4213","3581","5226","3381","3581","34.057","77.788","36.546","33.962","64.48","64.48","2407","2478","2709","2709","2678","2678","Army Active","","93.194","5226","61.859","3483","61.859","3483",
"f13d04d7162e8bf56a80e964c82ba14c","2015","2014-12-16T00:59:46+00:00","1418691586","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","46.96","48.857","53.008","84.761","93.194","87.706","84.761","3310","3612","4213","3581","5226","3381","3581","12.903","9.918","12.311","19.046","20.281","20.281","903","903","903","1504","903","903","Army National Guard","Army","","","61.859","3483","","",
"bde29b909a2b196cef8ae4cb9e999dcb","2015","2014-12-16T00:59:56+00:00","1418691596","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","49.057","50.373","63.318","25.394","12.903","51.735","25.394","12","10","17","5","","9","5","49.057","51.735","50.373","63.318","25.394","25.394","12","9","10","17","5","5","Army Active","Army","12.903","","9.854","19","9.854","19",
"222fcd2d5f9a342af61e91191e6adfa9","2015","2014-12-16T00:59:55+00:00","1418691595","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","43.113","38.628","52.1","30.686","46.24","33.062","30.686","","","","","","","","43.113","33.062","38.628","52.1","24.347","24.347","","","","","","","Army Active","","46.24","","45.621","","42.541","",
"222fcd2d5f9a342af61e91191e6adfa9","2015","2014-12-16T00:59:55+00:00","1418691595","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","43.113","38.628","52.1","30.686","46.24","33.062","30.686","","","","","","","","","","","","6.339","6.339","","","","","","","Army National Guard","Army","","","45.621","","3.08","",
"3cc9df636ebe80f08be7589ce36f6c1f","2015","2014-12-16T00:59:56+00:00","1418691596","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","2.316","1.565","2.371","1.697","2.443","1.538","1.697","","","","","","","","2.316","1.538","1.565","2.371","1.697","1.697","","","","","","","Army Active","Army","2.443","","0.177","","0.177","",
"16774affd75f8ccaa22930fe4d6f21bc","2015","2014-12-16T00:56:37+00:00","1418691397","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","178.871","201.939","187.458","180.207","270.875","164.404","180.207","","","","","","","","139.894","141.683","179.892","169.658","164.67","164.67","","","","","","","Air Force Active","","233.611","","232.156","","205.396","",
"16774affd75f8ccaa22930fe4d6f21bc","2015","2014-12-16T00:56:37+00:00","1418691397","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","178.871","201.939","187.458","180.207","270.875","164.404","180.207","","","","","","","","38.977","22.721","22.047","17.8","15.537","15.537","","","","","","","Air National Guard","Air Force","37.264","","232.156","","26.76","",
"a0ad2cc623c5c6398b1b8a3bc11db2f6","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","63.568","23.426","","63.568","","","","","","","","","","","","33.544","33.544","","","","","","","Air Force Active","","14.532","","29.556","","29.505","",
"a0ad2cc623c5c6398b1b8a3bc11db2f6","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","63.568","23.426","","63.568","","","","","","","","","","","","21.299","21.299","","","","","","","Air National Guard","","6.482","","29.556","","0.038","",
"a0ad2cc623c5c6398b1b8a3bc11db2f6","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","63.568","23.426","","63.568","","","","","","","","","","","","8.725","8.725","","","","","","","Air Force Reserve","Air Force","2.412","","29.556","","0.013","",
"a3552ab068cf565bff2eaae9e35bb455","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.152","21.604","0.000","10.152","","","","23","67","","23","0.000","0.000","0.000","0.000","10.152","10.152","","","","","23","23","Air Force Active","","18.231","49","23.794","53","23.794","53",
"a3552ab068cf565bff2eaae9e35bb455","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.152","21.604","0.000","10.152","","","","23","67","","23","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","Air National Guard","","3.186","17","23.794","53","0.000","",
"a3552ab068cf565bff2eaae9e35bb455","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.152","21.604","0.000","10.152","","","","23","67","","23","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","Air Force Reserve","Air Force","0.187","1","23.794","53","0.000","",
"2e099701806fd7c9d65ded0d8a4bec81","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.212","1.317","0.000","10.212","","","","32","8","","32","0.000","0.000","0.000","0.000","8.044","8.044","","","","","24","24","Air Force Active","","0.877","5","6.144","28","4.16","20",
"2e099701806fd7c9d65ded0d8a4bec81","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.212","1.317","0.000","10.212","","","","32","8","","32","0.000","0.000","0.000","0.000","1.874","1.874","","","","","6","6","Air National Guard","","0.351","2","6.144","28","1.708","5",
"2e099701806fd7c9d65ded0d8a4bec81","2015","2014-12-16T00:56:54+00:00","1418691414","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","10.212","1.317","0.000","10.212","","","","32","8","","32","0.000","0.000","0.000","0.000","0.294","0.294","","","","","2","2","Air Force Reserve","Air Force","0.089","1","6.144","28","0.276","3",
"ddc32cafc68d005125e96c6e5ce7ba9a","2015","2014-12-16T00:56:56+00:00","1418691416","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","50.034","23.452","0.000","50.034","","","","13","6","","13","0.000","0.000","0.000","0.000","22.522","22.522","","","","","","","Air Force Active","","13.822","","10.761","2","9.354","",
"ddc32cafc68d005125e96c6e5ce7ba9a","2015","2014-12-16T00:56:56+00:00","1418691416","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","50.034","23.452","0.000","50.034","","","","13","6","","13","0.000","0.000","0.000","0.000","27.512","27.512","","","","","13","13","Air National Guard","Air Force","9.63","6","10.761","2","1.407","2",
"ac4608fb12a05bb709e78d57045e2df7","2015","2014-12-16T00:56:43+00:00","1418691403","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","","48.811","","","","","","","","","","","","","","","","","","","","","","Air Force Active","","31.522","","48.078","","21.371","",
"ac4608fb12a05bb709e78d57045e2df7","2015","2014-12-16T00:56:43+00:00","1418691403","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","","48.811","","","","","","","","","","","","","","","","","","","","","","Air National Guard","Air Force","17.289","","48.078","","26.707","",
"2b585c19dd961e94548ecf880c6744b8","2015","2014-12-16T00:57:03+00:00","1418691423","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","12.577","4.624","0.000","12.577","","","","2830","662","","2830","0.000","0.000","0.000","0.000","8.695","8.695","","","","","1843","1843","Air Force Active","","4.156","562","3.639","284","3.126","240",
