"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYearFour.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Name.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.PriorYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields",
"dd3ebc8bdacc6f9c19e0e339198463f0","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.457","","4.485","8.033","8.352","4.485","","","","21","200","216","21","","3.69","1.457","","1.956","1.956","","96","","","9","9","Army Active","","8.033","200","0.1","","0.1","",
"dd3ebc8bdacc6f9c19e0e339198463f0","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.457","","4.485","8.033","8.352","4.485","","","","21","200","216","21","","3.102","","","0.819","0.819","","80","","","4","4","Army National Guard","","","","0.1","","","",
"dd3ebc8bdacc6f9c19e0e339198463f0","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.457","","4.485","8.033","8.352","4.485","","","","21","200","216","21","","1.56","","","1.71","1.71","","40","","","8","8","Army Reserve","Army","","","0.1","","","",
"64c8aadf54110bddb57f8dd5551e2164","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","4.004","4.001","1.173","4.938","3.693","4.96","4.938","64","66","3","92","26","90","92","1.694","1.605","1.719","0.47","2.557","2.557","27","29","28","1","48","48","Army Active","","3.693","26","2.271","31","1.437","19",
"64c8aadf54110bddb57f8dd5551e2164","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","4.004","4.001","1.173","4.938","3.693","4.96","4.938","64","66","3","92","26","90","92","1.543","1.414","1.525","0.47","2.381","2.381","25","26","25","1","44","44","Army National Guard","","","","2.271","31","0.637","9",
"64c8aadf54110bddb57f8dd5551e2164","2015","2014-12-16T00:59:45+00:00","1418691585","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","4.004","4.001","1.173","4.938","3.693","4.96","4.938","64","66","3","92","26","90","92","0.767","1.941","0.757","0.233","","","12","35","13","1","","","Army Reserve","Army","","","2.271","31","0.197","3",
"cf3caa711ed593c7a66b0fab9454a0e7","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","48.064","33.055","50.763","28.194","39.992","28.511","28.194","28","28","28","1064","2942","28","1064","47.664","28.171","32.715","50.363","27.965","27.965","26","26","26","26","1062","1062","Army Active","","39.992","2942","44.677","2187","43.147","1881",
"cf3caa711ed593c7a66b0fab9454a0e7","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","48.064","33.055","50.763","28.194","39.992","28.511","28.194","28","28","28","1064","2942","28","1064","0.4","0.34","0.34","0.4","0.229","0.229","2","2","2","2","2","2","Army National Guard","","","","44.677","2187","1.5","300",
"cf3caa711ed593c7a66b0fab9454a0e7","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","48.064","33.055","50.763","28.194","39.992","28.511","28.194","28","28","28","1064","2942","28","1064","","","","","","","","","","","","","Army Reserve","Army","","","44.677","2187","0.03","6",
"857021be4eede63112c348540c5befa5","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","27.617","28.474","19.496","41.967","31.531","34.828","41.967","180","176","158","336","277","231","336","10.159","13.062","10.309","7.638","16.269","16.269","71","94","68","68","139","139","Army Active","","6.788","61","38.141","305","13.61","134",
"857021be4eede63112c348540c5befa5","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","27.617","28.474","19.496","41.967","31.531","34.828","41.967","180","176","158","336","277","231","336","11.846","14.813","12.176","8.063","17.714","17.714","73","96","73","67","138","138","Army National Guard","","16.988","151","38.141","305","16.376","115",
"857021be4eede63112c348540c5befa5","2015","2014-12-16T00:59:47+00:00","1418691587","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","27.617","28.474","19.496","41.967","31.531","34.828","41.967","180","176","158","336","277","231","336","5.612","6.953","5.989","3.795","7.984","7.984","36","41","35","23","59","59","Army Reserve","Army","7.755","65","38.141","305","8.155","56",
"abe60c8e7484c3d8070cb5e325f5e446","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","28.001","38.875","26.631","40.692","36.218","38.518","40.692","351","534","339","599","191","546","599","13.977","8.254","14.467","15.947","17.889","17.889","145","72","161","181","263","263","Army Active","","14.573","64","42.288","362","19.404","109",
"abe60c8e7484c3d8070cb5e325f5e446","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","28.001","38.875","26.631","40.692","36.218","38.518","40.692","351","534","339","599","191","546","599","14.024","28.65","24.408","10.684","19.733","19.733","206","447","373","158","299","299","Army National Guard","","19.6","109","42.288","362","21.231","234",
"abe60c8e7484c3d8070cb5e325f5e446","2015","2014-12-16T00:59:48+00:00","1418691588","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","28.001","38.875","26.631","40.692","36.218","38.518","40.692","351","534","339","599","191","546","599","","1.614","","","3.07","3.07","","27","","","37","37","Army Reserve","Army","2.045","18","42.288","362","1.653","19",
"0222a6bfaa8d34d1f22e22a8d5e727ec","2015","2014-12-16T00:59:46+00:00","1418691586","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","Army Active","Army","","","0.2","","0.2","",
"e0eac09443c6c452e583ce93117d478c","2015","2014-12-16T00:59:46+00:00","1418691586","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","11.107","11.7","6.831","16.728","11.207","14.948","16.728","6509","5548","917","12273","5500","9226","12273","11.107","14.948","11.7","6.831","16.728","16.728","6509","9226","5548","917","12273","12273","Army Active","Army","11.207","5500","26.526","27794","26.526","27794",
"f494ea1f75d5a1c9e604687c3a0afbe2","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","34.071","25.007","27.38","34.071","","","","95","80","71","95","","15.224","","","18.477","18.477","","40","","","54","54","Army Active","","12.504","40","28.828","84","13.261","40",
"f494ea1f75d5a1c9e604687c3a0afbe2","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","34.071","25.007","27.38","34.071","","","","95","80","71","95","","","","","13.464","13.464","","","","","34","34","Army National Guard","","4.689","15","28.828","84","11.531","34",
"f494ea1f75d5a1c9e604687c3a0afbe2","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","34.071","25.007","27.38","34.071","","","","95","80","71","95","","12.156","","","2.13","2.13","","31","","","7","7","Army Reserve","Army","7.814","25","28.828","84","4.036","10",
"b08e7992068175468612b0037f6f7ab7","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.786","","","30.002","2.678","","","6","","","28","4","","","2.678","1.786","","","","","4","6","","","","Army Active","","30.002","28","21.465","35","9.255","16",
"b08e7992068175468612b0037f6f7ab7","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.786","","","30.002","2.678","","","6","","","28","4","","","","","","","","","","","","","","Army National Guard","","","","21.465","35","9.125","14",
"b08e7992068175468612b0037f6f7ab7","2015","2014-12-16T00:59:50+00:00","1418691590","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","1.786","","","30.002","2.678","","","6","","","28","4","","","","","","","","","","","","","","Army Reserve","Army","","","21.465","35","3.085","5",
"001c4e8a7f5894ad462b9de94b8fac27","2015","2014-12-16T00:59:52+00:00","1418691592","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","15.256","14.821","15.55","14.327","5.887","14.39","14.327","143","143","143","146","48","142","146","8.416","6.197","8.121","8.286","7.064","7.064","79","61","78","76","72","72","Army Active","","2.523","20","8.26","61","5.127","28",
"001c4e8a7f5894ad462b9de94b8fac27","2015","2014-12-16T00:59:52+00:00","1418691592","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","15.256","14.821","15.55","14.327","5.887","14.39","14.327","143","143","143","146","48","142","146","3.64","3.849","3.18","3.45","3.199","3.199","34","38","31","32","33","33","Army National Guard","","0.78","6","8.26","61","0.871","9",
"001c4e8a7f5894ad462b9de94b8fac27","2015","2014-12-16T00:59:52+00:00","1418691592","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","15.256","14.821","15.55","14.327","5.887","14.39","14.327","143","143","143","146","48","142","146","3.2","4.344","3.52","3.814","4.064","4.064","30","43","34","35","41","41","Army Reserve","Army","2.584","22","8.26","61","2.262","24",
"a873f7ae006652a9ce436751467a2964","2015","2014-12-16T00:59:49+00:00","1418691589","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","25.359","","","","","","","11","","","","","","","","","","","","","","","Army Active","","24.366","10","","","","",
"a873f7ae006652a9ce436751467a2964","2015","2014-12-16T00:59:49+00:00","1418691589","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","","","","","25.359","","","","","","","11","","","","","","","","","","","","","","","Army Reserve","Army","0.993","1","","","","",
"97252e2f4b61be9f9525f05b71b2e35d","2015","2014-12-16T00:59:55+00:00","1418691595","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","1.127","1.068","1.201","1.008","1.372","0.893","1.008","","","","","","","","1.127","0.893","1.068","1.201","1.008","1.008","","","","","","","Army Active","Army","1.372","","1.427","","1.427","",
"05911dcf80907d7ead005c9d8fa16d70","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","65.71","64.499","66.94","7.919","42.2","42.809","7.919","","","","","","","","65.71","42.809","64.499","66.94","7.919","7.919","","","","","","","Air Force Active","","42.139","","8.788","","8.788","",
"05911dcf80907d7ead005c9d8fa16d70","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","65.71","64.499","66.94","7.919","42.2","42.809","7.919","","","","","","","","","","","","","","","","","","","","Air National Guard","","0.039","","8.788","","0.000","",
"05911dcf80907d7ead005c9d8fa16d70","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","65.71","64.499","66.94","7.919","42.2","42.809","7.919","","","","","","","","","","","","","","","","","","","","Air Force Reserve","Air Force","0.022","","8.788","","0.000","",
"0ea85a5ebd543635be93dca4fb2b4172","2015","2014-12-16T00:56:41+00:00","1418691401","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","7.292","0.243","","7.292","","","","","","","","","","","","4.592","4.592","","","","","","","Air Force Active","","0.243","","6.119","","5.219","",
"0ea85a5ebd543635be93dca4fb2b4172","2015","2014-12-16T00:56:41+00:00","1418691401","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","7.292","0.243","","7.292","","","","","","","","","","","","1.5","1.5","","","","","","","Air National Guard","","","","6.119","","0.6","",
"0ea85a5ebd543635be93dca4fb2b4172","2015","2014-12-16T00:56:41+00:00","1418691401","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","","","","7.292","0.243","","7.292","","","","","","","","","","","","1.2","1.2","","","","","","","Air Force Reserve","Air Force","","","6.119","","0.3","",
"3d2f925d342732b62ffc6208b8849a8a","2015","2014-12-16T00:56:57+00:00","1418691417","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","5.678","7.3","0.000","5.678","","","","1","","","1","0.000","0.000","0.000","0.000","1.999","1.999","","","","","1","1","Air Force Active","","7.3","","3.428","5","1.511","1",
"3d2f925d342732b62ffc6208b8849a8a","2015","2014-12-16T00:56:57+00:00","1418691417","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","5.678","7.3","0.000","5.678","","","","1","","","1","0.000","0.000","0.000","0.000","3.679","3.679","","","","","","","Air National Guard","Air Force","0.000","","3.428","5","1.917","4",
"4df1bfd5961dd17ffcc9112640c67e93","2015","2014-12-16T00:56:58+00:00","1418691418","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","19.01","14.605","0.000","19.01","","","","","","","","0.000","0.000","0.000","0.000","8.891","8.891","","","","","","","Air Force Active","","14.045","","53.559","","13.159","",
"4df1bfd5961dd17ffcc9112640c67e93","2015","2014-12-16T00:56:58+00:00","1418691418","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","19.01","14.605","0.000","19.01","","","","","","","","0.000","0.000","0.000","0.000","10.022","10.022","","","","","","","Air National Guard","","0.56","","53.559","","40.4","",
"4df1bfd5961dd17ffcc9112640c67e93","2015","2014-12-16T00:56:58+00:00","1418691418","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","19.01","14.605","0.000","19.01","","","","","","","","0.000","0.000","0.000","0.000","0.097","0.097","","","","","","","Air Force Reserve","Air Force","","","53.559","","","",
"4adb7aeb08dde84cd30b7b37e5c4087d","2015","2014-12-16T00:56:55+00:00","1418691415","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","0.000","6.988","0.000","0.000","","","","","","","","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","Air National Guard","Air Force","6.988","","0.000","","0.000","",
"e93138c36c9b0c133ecd6778e83dd28c","2015","2014-12-16T00:56:53+00:00","1418691413","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","7.639","38.032","0.000","7.639","","","","78","134","","78","0.000","0.000","0.000","0.000","4.439","4.439","","","","","65","65","Air Force Active","","35.127","119","1","29","0.819","17",
"e93138c36c9b0c133ecd6778e83dd28c","2015","2014-12-16T00:56:53+00:00","1418691413","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","7.639","38.032","0.000","7.639","","","","78","134","","78","0.000","0.000","0.000","0.000","1.914","1.914","","","","","10","10","Air National Guard","","1.84","10","1","29","0.113","3",
"e93138c36c9b0c133ecd6778e83dd28c","2015","2014-12-16T00:56:53+00:00","1418691413","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0.000","0.000","0.000","7.639","38.032","0.000","7.639","","","","78","134","","78","0.000","0.000","0.000","0.000","1.286","1.286","","","","","3","3","Air Force Reserve","Air Force","1.065","5","1","29","0.068","9",
"56988cf81f06972b790b6107cff4360a","2015","2014-12-16T00:57:14+00:00","1418691434","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","procurement-base","2015","24.973","32.246","25.81","38.159","34.736","33.569","38.159","","","","","","","","13.055","15.398","17.405","13.645","17.516","17.516","","","","","","","Navy Active","","11.066","","60.581","","19.729","",
"56988cf81f06972b790b6107cff4360a","2015","2014-12-16T00:57:14+00:00","1418691434","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","procurement-base","2015","24.973","32.246","25.81","38.159","34.736","33.569","38.159","","","","","","","","11.918","18.171","14.841","12.165","20.643","20.643","","","","","","","Navy Reserve","Navy","23.67","","60.581","","40.852","",
"c8b75b449bca7fea59e51c855f1bf8e6","2015","2014-12-16T00:57:08+00:00","1418691428","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","","","","","74.569","94.619","","","","","","","","","","94.619","","","","","","1","","","","","Navy Active","","","","","","","",
"c8b75b449bca7fea59e51c855f1bf8e6","2015","2014-12-16T00:57:08+00:00","1418691428","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","","","","","74.569","94.619","","","","","","","","","","","","","","","","","","","","","Navy Reserve","Navy","74.569","1","","","","",
"f2fe31cfd636b13800af6c62e6ebac79","2015","2014-12-16T00:57:09+00:00","1418691429","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","95.902","152.022","137.741","92.29","230.329","121.313","92.29","","","","","","","","95.902","121.313","152.022","137.741","92.29","92.29","1","1","2","1","1","1","Navy Reserve","Navy","230.329","3","101.346","","101.346","1",
"fdf1d74110f3d037580389305ceedbf3","2015","2014-12-16T00:58:25+00:00","1418691505","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0.51","1.149","0.523","2.385","22.594","0.799","2.385","","","","","","","","0.51","0.799","1.149","0.523","2.385","2.385","","","","","","","Navy Active","","22.434","","2.93","","2.93","",
"fdf1d74110f3d037580389305ceedbf3","2015","2014-12-16T00:58:25+00:00","1418691505","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0.51","1.149","0.523","2.385","22.594","0.799","2.385","","","","","","","","","","","","","","","","","","","","Navy Reserve","Navy","0.16","","2.93","","","",
"07edb112ad33b842490faa861341cef7","2015","2014-12-16T00:58:29+00:00","1418691509","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","79.556","78.699","71.419","72.956","68.511","72.346","72.956","","","","","","","","75.024","69.107","74.503","66.793","66.024","66.024","","","","","","","Navy Active","","68.511","","47.613","","43.031","",
"07edb112ad33b842490faa861341cef7","2015","2014-12-16T00:58:29+00:00","1418691509","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","79.556","78.699","71.419","72.956","68.511","72.346","72.956","","","","","","","","4.532","3.239","4.196","4.626","6.932","6.932","","","","","","","Navy Reserve","Navy","","","47.613","","4.582","",
"d1a8e8f59f25806df30576b4211216f8","2015","2014-12-16T00:58:23+00:00","1418691503","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","39.932","36.082","36.632","19.474","84.829","19.512","19.474","","","","","","","","36.873","16.266","33.111","33.512","16.32","16.32","","","","","","","Navy Active","","84.829","","5.467","","3.574","",
"d1a8e8f59f25806df30576b4211216f8","2015","2014-12-16T00:58:23+00:00","1418691503","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","39.932","36.082","36.632","19.474","84.829","19.512","19.474","","","","","","","","3.059","3.246","2.971","3.12","3.154","3.154","","","","","","","Navy Reserve","Navy","","","5.467","","1.893","",
"94064677073c6861e167ce374a7a4c09","2015","2014-12-16T00:58:29+00:00","1418691509","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","36.921","29.505","37.641","38.186","32.713","31.879","38.186","","","","","","","","36.514","28.784","29.315","37.225","31.395","31.395","","","","","","","Navy Active","","31.11","","83.559","","79.724","",
"94064677073c6861e167ce374a7a4c09","2015","2014-12-16T00:58:29+00:00","1418691509","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","36.921","29.505","37.641","38.186","32.713","31.879","38.186","","","","","","","","0.407","3.095","0.19","0.416","6.791","6.791","","","","","","","Navy Reserve","Navy","1.603","","83.559","","3.835","",
"173f888818ebbe6781cfaa09fef5764f","2015","2014-12-16T00:58:50+00:00","1418691530","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","171.708","118.33","144.804","114.182","130.527","110.667","114.182","","","","","","","","153.865","98.811","100.613","132.97","101.27","101.27","","","","","","","Army Active","","116.722","","92.326","","92.326","",
"173f888818ebbe6781cfaa09fef5764f","2015","2014-12-16T00:58:50+00:00","1418691530","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","171.708","118.33","144.804","114.182","130.527","110.667","114.182","","","","","","","","16.144","10.727","16.03","10.707","11.682","11.682","","","","","","","Army National Guard","","12.49","","92.326","","","",
"173f888818ebbe6781cfaa09fef5764f","2015","2014-12-16T00:58:50+00:00","1418691530","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","171.708","118.33","144.804","114.182","130.527","110.667","114.182","","","","","","","","1.699","1.129","1.687","1.127","1.23","1.23","","","","","","","Army Reserve","Army","1.315","","92.326","","","",
"f29d666cde53657726246c58e66632e4","2015","2014-12-16T00:58:31+00:00","1418691511","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","3.242","18.867","4.514","10.179","27.844","17.038","10.179","","","","","","","","2.363","15.821","17.141","3.611","8.546","8.546","","","","","","","Navy Active","","27.844","","22.793","","14.47","",
