"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYearFour.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Name.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.BudgetYearOneBase.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Cost.PriorYearsDelta.record.partial.fields","value.BudgetYearOneOCO.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Quantity.PriorYearsDelta.record.partial.fields","value.BudgetYearFour.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields",
"eb87c5531ec678478afd018a15c6cbed","2016","2015-02-03T15:54:34+00:00","1422978874","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","48.511","","48.964","36.032","48.511","","","","12","","15","11","12","","","","","","","Army Active","Army","48.511","","48.964","36.032","48.511","12","","15","11","12","","","","","","","","","","","","","","",
"f865e6c1f877a655255daac1ed67f177","2016","2015-02-03T15:54:32+00:00","1422978872","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","4.32","4.242","4.402","18.995","4.209","7.614","16.581","18.995","","","","","","","","","4.32","4.242","4.402","","","","Army Active","Army","18.995","4.209","7.614","16.581","18.995","","","","","","","","","","","","","","","","","","","",
"7c150d0fb82abe39f5c0758e780b4a96","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","34.796","32.667","28.612","34.544","31.272","38.141","41.967","34.544","739","566","708","322","480","236","359","322","14.397","13.757","13.205","455","337","445","Army Active","Army","13.101","12.427","15.299","16.444","13.101","134","268","94","150","134","22.659","","","","","477","","","","","","","","",
"7c150d0fb82abe39f5c0758e780b4a96","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","34.796","32.667","28.612","34.544","31.272","38.141","41.967","34.544","739","566","708","322","480","236","359","322","14.381","13.395","11.338","248","193","235","Army National Guard","Army","14.647","13.012","12.542","17.689","14.647","132","168","81","147","132","22.659","","","","","477","","","","","","","","",
"7c150d0fb82abe39f5c0758e780b4a96","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","34.796","32.667","28.612","34.544","31.272","38.141","41.967","34.544","739","566","708","322","480","236","359","322","6.018","5.515","4.069","36","36","28","Army Reserve","Army","6.796","5.833","10.3","7.834","6.796","56","44","61","62","56","22.659","","","","","477","","","","","","","","",
"8ad6a3ab5fb0116cac7f9898a7e2ee4f","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","45.36","42.687","14.367","28.278","27.813","44.677","30.774","28.978","","","","","","","","","45.096","42.423","14.098","","","","Army Active","Army","28.278","27.549","43.284","29.242","28.978","","","","","","26.990","0.7","0.7","","","","","","","","","","","",
"8ad6a3ab5fb0116cac7f9898a7e2ee4f","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","45.36","42.687","14.367","28.278","27.813","44.677","30.774","28.978","","","","","","","","","0.264","0.264","0.269","","","","Army National Guard","Army","","0.264","0.992","1.4","","","","","","","26.990","0.7","","","","","","","","","","","","",
"8ad6a3ab5fb0116cac7f9898a7e2ee4f","2016","2015-02-11T02:08:17+00:00","1423620497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","45.36","42.687","14.367","28.278","27.813","44.677","30.774","28.978","","","","","","","","","","","","","","","Army Reserve","Army","","","0.401","0.132","","","","","","","26.990","0.7","","","","","","","","","","","","",
"a1676ab22d34aa85460a3ee45ddf68b5","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","5.127","4.762","5.005","5.459","2.988","2.725","2.938","5.459","115","108","109","132","60","","58","132","2.473","2.047","2.301","53","47","50","Army Active","Army","1.859","1.324","1.891","1.469","1.859","44","26","","29","44","","","","","","","","","","","","","","",
"a1676ab22d34aa85460a3ee45ddf68b5","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","5.127","4.762","5.005","5.459","2.988","2.725","2.938","5.459","115","108","109","132","60","","58","132","2.468","1.935","2.3","53","45","50","Army National Guard","Army","1.8","1.15","0.637","1.469","1.8","44","24","","29","44","","","","","","","","","","","","","","",
"a1676ab22d34aa85460a3ee45ddf68b5","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","5.127","4.762","5.005","5.459","2.988","2.725","2.938","5.459","115","108","109","132","60","","58","132","0.186","0.78","0.404","9","16","9","Army Reserve","Army","1.8","0.514","0.197","","1.8","44","10","","","44","","","","","","","","","","","","","","",
"9c4d213782c053c8be076bd7621c1671","2016","2015-02-11T02:08:13+00:00","1423620493","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","4.956","5.218","4.956","6.96","6.94","1.563","6.346","6.96","83","88","81","121","120","17","145","121","4.956","5.218","4.956","83","88","81","Army Active","Army","6.96","6.94","1.563","6.346","6.96","121","120","17","145","121","","","","","","","","","","","","","","",
"0e9193478b0d4209bcb9ffd20eaf0922","2016","2015-02-11T02:08:11+00:00","1423620491","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","21.516","","23.101","5.442","21.516","","","","","","","","","","","","","","","Army Active","Army","21.516","","23.101","5.442","21.516","","","","","","517.234","","","","","14","","","","","","","","",
"7aa461c03c96550def1472576168ad7a","2016","2015-02-11T02:08:10+00:00","1423620490","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.707","1.647","","0.248","1.761","","","0.248","10756","10154","","8","12715","","","8","0.62","0.6","","3699","3494","","Army Active","Army","0.248","0.63","","","0.248","8","4365","","","8","69.629","","","","","","","","","","","","","",
"7aa461c03c96550def1472576168ad7a","2016","2015-02-11T02:08:10+00:00","1423620490","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.707","1.647","","0.248","1.761","","","0.248","10756","10154","","8","12715","","","8","0.814","0.784","","5212","4919","","Army National Guard","Army","","0.844","","","","","6170","","","","69.629","","","","","","","","","","","","","",
"7aa461c03c96550def1472576168ad7a","2016","2015-02-11T02:08:10+00:00","1423620490","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.707","1.647","","0.248","1.761","","","0.248","10756","10154","","8","12715","","","8","0.273","0.263","","1845","1741","","Army Reserve","Army","","0.287","","","","","2180","","","","69.629","","","","","","","","","","","","","",
"f91822788c2e382f4914021474332815","2016","2015-02-11T02:08:11+00:00","1423620491","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.965","4.956","","4.959","3.965","","","4.959","4","5","","5","4","","","5","3.965","4.956","","4","5","","Army Active","Army","4.959","3.965","","","4.959","5","4","","","5","","","","","","","","","","","","","","",
"88c8745eb9c79619dca66671794228d2","2016","2015-02-11T02:08:15+00:00","1423620495","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","0.2","","","","","","","","","","","","","","","","","Army Active","Army","","","0.2","","","","","","","","","","","","","","","","","","","","","",
"59bf5aa65e2a66549e720d0d9015f5d4","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.729","6.979","","5.368","5.428","","1.435","5.368","5","5","","4","4","","1","4","4.097","2.785","","3","2","","Army Active","Army","2.662","2.715","","","2.662","2","2","","","2","","","","","","","","","","","","","","",
"59bf5aa65e2a66549e720d0d9015f5d4","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.729","6.979","","5.368","5.428","","1.435","5.368","5","5","","4","4","","1","4","2.632","4.194","","2","3","","Army National Guard","Army","1.353","2.713","","","1.353","1","2","","","1","","","","","","","","","","","","","","",
"59bf5aa65e2a66549e720d0d9015f5d4","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.729","6.979","","5.368","5.428","","1.435","5.368","5","5","","4","4","","1","4","","","","","","","Army Reserve","Army","1.353","","","1.435","1.353","1","","","1","1","","","","","","","","","","","","","","",
"465468443de7289972c83f77552fe93a","2016","2015-02-11T02:08:20+00:00","1423620500","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","17.001","4.938","","","","","","","25","14","","","","","","","","Army Active","Army","","","17.001","","","","","25","","","","","","","","","","","","","","","","",
"465468443de7289972c83f77552fe93a","2016","2015-02-11T02:08:20+00:00","1423620500","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","17.001","4.938","","","","","","","25","14","","","","","","","","Army Reserve","Army","","","","4.938","","","","","14","","","","","","","","","","","","","","","",
"2692d35391695ec7269b2d9950873a07","2016","2015-02-03T15:52:45+00:00","1422978765","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","112.87","122.094","111.628","54.879","96.776","5.981","72.736","54.879","","","","","","","","","111.767","121.01","110.503","","","","Navy Active","Navy","54.879","95.599","5.027","72.736","54.879","","","","","","","","","","","","","","","","","","","",
"2692d35391695ec7269b2d9950873a07","2016","2015-02-03T15:52:45+00:00","1422978765","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","112.87","122.094","111.628","54.879","96.776","5.981","72.736","54.879","","","","","","","","","1.103","1.084","1.125","","","","Navy Reserve","Navy","","1.177","0.954","","","","","","","","","","","","","","","","","","","","","",
"5e63048d4c08018dc301ed59d0363d72","2016","2015-02-03T15:52:48+00:00","1422978768","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","8.492","2.519","3.508","3.642","3.062","10.56","5.201","12.335","","","","","","","","","8.444","2.473","3.46","","","","Navy Active","Navy","3.595","3.015","10.521","5.162","12.288","","","","","","","8.693","8.693","","","","","","","","","","","",
"5e63048d4c08018dc301ed59d0363d72","2016","2015-02-03T15:52:48+00:00","1422978768","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","8.492","2.519","3.508","3.642","3.062","10.56","5.201","12.335","","","","","","","","","0.048","0.046","0.048","","","","Navy Reserve","Navy","0.047","0.047","0.039","0.039","0.047","","","","","","","8.693","","","","","","","","","","","","",
"757e9618ccb9d6f685500e71778b204c","2016","2015-02-03T15:52:49+00:00","1422978769","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","221.656","125.556","211.222","130.661","124.937","","89.23","130.661","","","","","","","","","100.875","125.556","88.087","2","3","2","Navy Active","Navy","130.661","124.937","","89.23","130.661","3","3","","2","3","","","","","","","","","","","","","","",
"757e9618ccb9d6f685500e71778b204c","2016","2015-02-03T15:52:49+00:00","1422978769","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","221.656","125.556","211.222","130.661","124.937","","89.23","130.661","","","","","","","","","120.781","","123.135","4","","4","Navy Reserve","Navy","","","","","","","","","","","","","","","","","","","","","","","","",
"3bb9c4fbe8ec7b65e4b56e4b0ec7e453","2016","2015-02-03T15:52:56+00:00","1422978776","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","12.999","9.217","13.36","6.545","7.169","36.221","15.669","6.545","","","","","","","","","11.686","7.935","12.02","","","","Navy Active","Navy","4.726","5.805","33.087","13.756","4.726","","","","","","","","","","","","","","","","","","","",
"3bb9c4fbe8ec7b65e4b56e4b0ec7e453","2016","2015-02-03T15:52:56+00:00","1422978776","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","12.999","9.217","13.36","6.545","7.169","36.221","15.669","6.545","","","","","","","","","1.313","1.282","1.34","","","","Navy Reserve","Navy","1.819","1.364","3.134","1.913","1.819","","","","","","","","","","","","","","","","","","","",
"33fcde702d49c21a6939bb04f71b410f","2016","2015-02-03T15:52:46+00:00","1422978766","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","1.263","1.238","1.289","1.091","1.118","65.147","17.443","8.77","","","","","","","","","1.082","1.062","1.104","","","","Navy Active","Navy","0.939","0.952","65.147","17.157","8.618","","","401","90","","","7.679","7.679","","","","","","","","","","","",
"33fcde702d49c21a6939bb04f71b410f","2016","2015-02-03T15:52:46+00:00","1422978766","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","1.263","1.238","1.289","1.091","1.118","65.147","17.443","8.77","","","","","","","","","0.181","0.176","0.185","","","","Navy Reserve","Navy","0.152","0.166","","0.286","0.152","","","","","","","7.679","","","","","","","","","","","","",
"25cf129f80860b08edc0279da285a62b","2016","2015-02-03T15:52:47+00:00","1422978767","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","","25.245","","4.872","24.907","0.105","4.867","4.872","","","","","","","","","","25.245","","","","","Navy Active","Navy","4.872","24.907","0.105","3.973","4.872","","","","","","","","","","","","","","","","","","","",
"25cf129f80860b08edc0279da285a62b","2016","2015-02-03T15:52:47+00:00","1422978767","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","","25.245","","4.872","24.907","0.105","4.867","4.872","","","","","","","","","","","","","","","Navy Reserve","Navy","","","","0.894","","","","","","","","","","","","","","","","","","","","",
"97cf06aa7724dd3d6709949909fc9e40","2016","2015-02-03T15:52:54+00:00","1422978774","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","17.775","17.346","18.433","7.666","14.157","82.158","12.094","7.666","","","","","","","","","17.775","17.346","18.433","","","","Navy Active","Navy","7.666","11.279","82.158","12.094","7.666","","","","","","","","","","","","","","","","","","","",
"97cf06aa7724dd3d6709949909fc9e40","2016","2015-02-03T15:52:54+00:00","1422978774","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","17.775","17.346","18.433","7.666","14.157","82.158","12.094","7.666","","","","","","","","","","","","","","","Navy Reserve","Navy","","2.878","","","","","","","","","","","","","","","","","","","","","","",
"c02370b299c1b459aac4a4ae81d8a8d9","2016","2015-02-03T15:52:47+00:00","1422978767","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","53.722","52.769","54.809","35.147","61.184","","12.272","35.147","","","","","","","","","53.722","52.769","54.809","","","","Navy Active","Navy","32.668","61.184","","12.272","32.668","","","","","","","","","","","","","","","","","","","",
"c02370b299c1b459aac4a4ae81d8a8d9","2016","2015-02-03T15:52:47+00:00","1422978767","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","53.722","52.769","54.809","35.147","61.184","","12.272","35.147","","","","","","","","","","","","","","","Navy Reserve","Navy","2.479","","","","2.479","","","","","","","","","","","","","","","","","","","",
"8ba5cbd80052b3f50b8298469d450bc0","2016","2015-02-03T15:52:52+00:00","1422978772","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","18.671","73.33","16.647","22.806","86.997","31.921","11.035","22.806","","","","","","","","","18.475","64.363","16.467","","","","Navy Active","Navy","22.806","86.997","31.921","11.035","22.806","","","","","","","","","","","","","","","","","","","",
"8ba5cbd80052b3f50b8298469d450bc0","2016","2015-02-03T15:52:52+00:00","1422978772","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","18.671","73.33","16.647","22.806","86.997","31.921","11.035","22.806","","","","","","","","","0.196","8.967","0.18","","","","Navy Reserve","Navy","","","","","","","","","","","","","","","","","","","","","","","","",
"b5486563b3e322e90d4f3e14474cf619","2016","2015-02-03T15:53:11+00:00","1422978791","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","31.717","44.854","28.105","32.458","53.146","17.019","21.865","32.458","","","","","","","","","31.717","44.854","28.105","","","","Air Force Active","Air Force","32.458","53.146","17.019","21.865","32.458","","","","","","","","","","","","","","","","","","","",
"b5486563b3e322e90d4f3e14474cf619","2016","2015-02-03T15:53:11+00:00","1422978791","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","31.717","44.854","28.105","32.458","53.146","17.019","21.865","32.458","","","","","","","","","","","","","","","Air National Guard","Air Force","","","","0","","","","","","","","","","","","","","","","","","","","",
"b5486563b3e322e90d4f3e14474cf619","2016","2015-02-03T15:53:11+00:00","1422978791","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","31.717","44.854","28.105","32.458","53.146","17.019","21.865","32.458","","","","","","","","","","","","","","","Air Force Reserve","Air Force","","","0","0","","","","","","","","","","","","","","","","","","","","",
"1b8680b24984159f94cc6ac020406605","2016","2015-02-03T15:53:12+00:00","1422978792","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0","0","0","84.335","0","160.247","13.159","84.335","","","","","","","","","0","0","0","","","","Air Force Active","Air Force","84.335","0","159.334","13.159","84.335","","","","","","","","","","","","","","","","","","","",
"1b8680b24984159f94cc6ac020406605","2016","2015-02-03T15:53:12+00:00","1422978792","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0","0","0","84.335","0","160.247","13.159","84.335","","","","","","","","","","","","","","","Air National Guard","Air Force","0","","","","0","","","","","","","","","","","","","","","","","","","",
"1b8680b24984159f94cc6ac020406605","2016","2015-02-03T15:53:12+00:00","1422978792","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0","0","0","84.335","0","160.247","13.159","84.335","","","","","","","","","","","","","","","Air Force Reserve","Air Force","0","","0.913","","0","","","","","","","","","","","","","","","","","","","",
"934e7331d928514368dbe80ec9c5b7df","2016","2015-02-03T15:53:00+00:00","1422978780","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","55.945","54.713","57.036","52.08","53.929","73.195","54.096","55.536","","","","","","","","","55.53","54.355","56.566","","","","Navy Active","Navy","51.719","53.498","73.132","54.032","55.175","","","","","","","3.456","3.456","","","","","","","","","","","",
"934e7331d928514368dbe80ec9c5b7df","2016","2015-02-03T15:53:00+00:00","1422978780","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","55.945","54.713","57.036","52.08","53.929","73.195","54.096","55.536","","","","","","","","","0.415","0.358","0.47","","","","Navy Reserve","Navy","0.361","0.431","0.063","0.064","0.361","","","","","","","3.456","","","","","","","","","","","","",
"df7e4f1a6f19a6519e8835aa9e348ac7","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","72.575","40.254","72.91","5.604","25.108","0.956","14.731","5.604","","","","","","","","","70.988","39.162","63.654","","","","Air Force Active","Air Force","3.816","23.935","0.956","12.451","3.816","","","","","","","","","","","","","","","","","","","",
"df7e4f1a6f19a6519e8835aa9e348ac7","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","72.575","40.254","72.91","5.604","25.108","0.956","14.731","5.604","","","","","","","","","","","","","","","Air National Guard","Air Force","","","","0","","","","","","","","","","","","","","","","","","","","",
"df7e4f1a6f19a6519e8835aa9e348ac7","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","72.575","40.254","72.91","5.604","25.108","0.956","14.731","5.604","","","","","","","","","1.587","1.092","9.256","","","","Air Force Reserve","Air Force","1.788","1.173","0","2.28","1.788","","","","","","","","","","","","","","","","","","","",
"8fe16485ecfc22d7073ab3eeb497e00e","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0","0","0","0","0","883.717","317.466","0","","","","","","","","","0","0","0","","","","Air Force Active","Air Force","0","0","62.765","118.919","0","","","","","","","","","","","","","","","","","","","",
