"Month_val","Amount_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2016-10","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-dcceb89e1d4e1f7f30670ebe7f64104c34c42477","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-a0419cee3b39ce4f85a703ff0cba294f22347113"
"2017-02","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-8104fd590ae5f041c62ba3bbd5f7cd4d82bc1dfc","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-3afee4fcbcf39d2724281b1f64d0e559a4ec60af"
"2017-03","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-945f11cfb951e6cc57ed2e4b7688e89a45159902","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-3afee4fcbcf39d2724281b1f64d0e559a4ec60af"
"2018-02","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-2b98b2df2e8a4e0d6b8f382d76474e90f900595c","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
"2018-03","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-7adb76ab839b395d63ae04b10d25989da10dd24e","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
"2018-04","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-a788ca531c17606708cf953fdccf2d946734c320","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
