"ServiceAgencyName_val","ServiceAgencyName_@footnote","ProcQuantity_@footnote","ProcQuantity_val","MonthlyDeliveryList_MonthlyDelivery","ServiceAgencySuffix_val","ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Navy","","Due to program efficiencies, an additional 200 units were placed on contract in FY2014 utilizing the FY2012 funding to procure BLU-111's to meet inventory objectives.","200","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-d34764fcd20546a04f17d785e789f8519b691285","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-adcc6cfe3752ee050712f6153f2e553b8ce39066","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-694eaaf545ee5d8a43bcae510100ba07e09c261a"
"Navy","","","934","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-8dc71b0f1a3ee2701fb5b433b4bda1aab9f39c55","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-d698e63853f997a671bacadba686d0daa0384e31","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-66299bdfe5f2798cdefa2bd73e5947a8553c921d"
"Navy","","","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-457a3c6611f4dbdeecd3fac11f352e0cc73e0cff","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-ebae7b42d40713245b77b09ddbcd52c88008f26f","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-dd6d57143abf816a3dd2161003d51094127b6551"
"Navy","","National Forge produces BLU-109 bombs for both Navy and Air Force. The production rate for bombs is based on the total number of bombs in production collectively across types and services.","301","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-5fc11f5571136e07d889e8d869aca670bfd2efac","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-a83711485de8518464c0e58e69473e32b789a5fb","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-88e94e46144a69c65a471df17aa5f5774b81c0ac"
"Navy","","Fluctuations and gaps in delivery schedules for the BLU-109 are due to Multi-Service deliveries.","106","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-6e6fa4593038c8b26fb8c17a7fc12b8f35e5672d","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-adc1fe8c3964c7e3e589ef500457f9c94546de93","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-fc3f2abccddfb643659b62e0eb8d2852014e8149"
"Navy","","","196","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-4499c91db01480ae170a6633c686edbdfed29923","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-dad9857597d347515fb9665cc4edc05424961a65","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-2-2cec12722c15e447f0103ef33ef8caf1e8408ec4"
"Navy","","","77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-ca820450cdbbe7701e1af2f0b94e5b32dd27b572","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-2c03ead9968be877c5515146de7c21abdf71c137","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-00537dd85e6e14fc2f09b6b0e0be5f706d974a49"
"Navy","","","46","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-f9d2d376d7835e031cd990e255d6fce45d68f1a8","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-38a6a6d2883dc3fecee576775bace775488b95e9","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-d9b65ed095017336ddd923b5e6cefd0294783a50"
"Navy","","","1677","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-f035a9ee04a94b108076a085f40068231170d394","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-a298df07d08f4d784a1bca275e03b88385fecd8a","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-4a724d1cede9908560cb16e69233f2be4e016dc4"
"Navy","","","960","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-1a45fce06b3616ebc7d86b940fa77f6d2ee33747","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-906b8a0a6173cbde584151da9a46f8b169f59eb8","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-3b37bf4a086474e1b76944aeef2ea23fa30ec1b2"
"Navy","","","742","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-c67573b9b2dc1f93fca30594134ff79073b22952","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-58adadd651999780ade27377d6435df65536cbaf","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-2-7c699edab6b59285557cf3beb968e2dc8fc9d0f0"
"Navy","","","259","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-7fa0c2c7b22376ec90146679160410434db60abd","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-ca871ac435ff156ec27dc3779312aaa72516188a","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-3-03b1c692be25a465a464043923acb4e7a986cc39"
"Navy","","","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-7c33a91c341bf596ba801be9b8108f386423650b","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-4df9654d361b3d12e02d7b94697c4ff20f68dde7","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-8a029f9243bd43be5b1a10ff2862e1dd49a8b0e6"
"Navy","","","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-dd9f9b8c9ff132797f05c207fe633c34a4ad0055","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-057713cf3cfd8dcbd6bbe7986fe98346f09dbfe5","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-32dfa85f4f8166e91aec7e9749e662b35f2437b1"
"Navy","","","44","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-202dd56b2a27b364ef9d61d153323b94ca85a4b4","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-c72ad5284d8e12b7b2d4b4befe5c1ad1412ed87a","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-7ce265cd253bdfe48c4ece45db268929083c5719"
"Navy","","Fluctuations and gaps in delivery schedules for the Tailkits are due to Multi-Service deliveries.","1348","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-4cba4991e7a0e348072130113729d77d265fc907","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-0a13116688d938954ddfb0088bcb23a7b6b376e8","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-05bf4c76c96e5d86f6aaadc01c7fb1a6876f1a75"
"Navy","","","579","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-20fd17db6cf0e0f3bafb2f040a009ceb85c90886","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-8fc73345502257021a085b24690b7775852f827d","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-40a098cbd1a5a2c4fec790e33a2f841d3eb6e529"
"Navy","","","297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-759e0e6b237ab940df018ada0c64335bd4dac553","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-c261c94bab3385c964919a1c4f8ef85718e57273","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-2-6bf1729b657c574564f2d5995dadbe2b25cfde0a"
"Navy","","","992","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-923380513e122c1c4c762dc9f18410a85e33c122","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-0d343e74b9bcfe2f3ca730169232a75f1a8a307b","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-3-b8af39a32fca6d5cc7e642aa00936f038ce556f0"
"Navy","","","445","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-5527b56118f2da3b7facb096f3f99bb354d8ff7b","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-185ed7956140315c7988611df9eb8e1c83893a15","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-4-76bcbc4bbffc62dd777c9561db624660b5b2288e"
"Navy","","","1696","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-a3a0c77df13d5202e061110175ba0339757312e7","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-602eebc1b2e4f3056a5a8bd3331e7e5569ad47d9","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-5-c224a22f045e0bb094c6a6812eb06854589b3262"
"Navy","","","1083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-485cd6102d77c5fa749d710b3e50951b1cbabd37","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-09fc5fc64cba280700a8d1b801465be5118e303f","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-6-f9cb7959d9116e253d68db74eea27652294036d5"
"Navy","","","3205","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-b0fc4b9774aed63fd39ef8628cbed57c19ece862","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-7144d91894d6fa3876c13e53f56fd2d8bac5eb81","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-6cf8b74d586a6c83ac132be21140f3a4b90127d8"
"Navy","","Fluctuations and gaps in delivery schedules for the FMU-139 FUZES are due to Multi-Service deliveries.","4970","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-5aeeaf0da2d6597976e4b09cbb6d9167a27bb58d","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-ca4124507151b9d6512140fed33e8b8bb387e49f","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-5847dcf8b65c72505f8929df32661a425f7bbd0f"
"Navy","","","2178","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-32ed08ccf0fb8a96f5f645b832b462e922e10b2a","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-e1eef1a57864798d660d4c43d52759115c36504b","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-e536b1f0bb47e30cd380513f20f2e0ce8fa02ab7"
"Navy","","","527","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-d110b7d040fa36fea6a10819874338ead98ba372","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-47a106c5ad28f3bea5a846a547d2296c6c323535","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-2-c840fd0295934471ea274c17d4300b95b8f82e05"
"Navy","","","3746","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-788964b8af85e5fa18eb0cc089bb0bb2e8c7d49b","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-24514f9d90c5828349133b9947911e08f53a5519","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-3-9bb77ed99456a8be56cf254f194080dec48293e8"
"Navy","","","4028","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-6569575fbdfa868ea6c9d05e364815bb216c25a1","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-f3911e72cf1c31e35fc68a18c8305627c7547fcb","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-4-3ef02f7d49c20c0450f2105542f0880a45ab58f4"
"Navy","","","5009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-4dbcfd4d9f8d9b2099e91101f2a16b1b9faa9e83","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-27138c6289a2149e853db48f8946d3ac13e8f45a","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-5-6669ad4aa8ce41c012761b0f2d82cba243b1c0fc"
"Navy","","","991","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-29e9f07987ffd9af4c44ff1a405dc24c8baf1758","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-e0ea2c4405347dda91a343513c80301600981247","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-6-18610bef0a896ba4227ba477539eacf6f658b3cb"
"Navy","","","50","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-6543932786d350be7469899052ca5fe4216ffd71","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-bdd494a1e99b111389ebaea845dd8f6667a5a3e7","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-0-140d0ebd53f96d0b03d78c6f83ced53c32607fcb"
"Navy","","","450","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-01a66471d57444735bcfe046df410bd9488b9810-0-63ff027f96683956bb4a5629bc5ae1b55ba4c849","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-7a08f135a3417170281b232aa3c971a6ad872974","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","01a66471d57444735bcfe046df410bd9488b9810-1-b12367f0e0dcb0efce2320355b767f3532ec09aa"
"Navy","","","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-05bac2dd8b3a3269236e0f9144fd90cb786c8252-0-f1d840440113480f6a531a08da0691b2352e1e54","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-0-574712b57eeb6b7cce692b64e485a9cbdf14f84f","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","05bac2dd8b3a3269236e0f9144fd90cb786c8252-0-988bc54ccb7772eedfae3570a272a1212d03e440"
