"Name_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Reserve","","","","","","0.944","2.392","2.229","","","","","","","","","","","a27f4e07c16205278ad45a6b847404e504ab766f-2-1c2bc83ec79835656b4e028eb1751591a8ac7ac3","a27f4e07c16205278ad45a6b847404e504ab766f","root.record.ItemExhibitList.P3AModificationItemGroup","a27f4e07c16205278ad45a6b847404e504ab766f-0-6ea16e126ea30d8a35adcbbd775ccf8cd13668ab"
"Air Force Active","3.815","11.99","9.855","9.855","9.066","0","","","","","","","","","","","","","a27f4e07c16205278ad45a6b847404e504ab766f-0-4ee47d315f498d12475712e589c8310b3f82e055","a27f4e07c16205278ad45a6b847404e504ab766f","root.record.ItemExhibitList.P3AModificationItemGroup","a27f4e07c16205278ad45a6b847404e504ab766f-1-271b67dbb0226be70575db92596e2fe2b9ab32e6"
"Army Active","","","13.669","13.669","13.366","3.305","21.294","4.451","","","","","","","","","","","a2b7c919ba5c41237ddc0e9ea992108290d19322-0-61fdb9e90dd07e5f366e622f907a20dcb62d6b49","a2b7c919ba5c41237ddc0e9ea992108290d19322","root.record.ItemExhibitList.P3AModificationItemGroup","a2b7c919ba5c41237ddc0e9ea992108290d19322-0-27daa5a72bc19d60b3accba680c8d5745a694d46"
"Air Force Active","","","1.35","1.35","1.217","3.184","3.326","","","","","","","","","","","","a5da9f672ab515531807b44ff4f470c8aafa2712-0-5efd852161a06619171600d08d35730f59a4a079","a5da9f672ab515531807b44ff4f470c8aafa2712","root.record.ItemExhibitList.P3AModificationItemGroup","a5da9f672ab515531807b44ff4f470c8aafa2712-0-93420938ab200c62fc6e162f3c8372d1f91d2e99"
"Air National Guard","","","0.65","0.65","2.434","","","","","","","","","","","","","","a5da9f672ab515531807b44ff4f470c8aafa2712-1-832f53b12d69196031ac990b1132b489ac33ea78","a5da9f672ab515531807b44ff4f470c8aafa2712","root.record.ItemExhibitList.P3AModificationItemGroup","a5da9f672ab515531807b44ff4f470c8aafa2712-0-93420938ab200c62fc6e162f3c8372d1f91d2e99"
"Air Force Active","","","7","7","","","","","","","","","","","","","","","a5da9f672ab515531807b44ff4f470c8aafa2712-0-86244217d01f1458c111944f1f3d880fc47c95eb","a5da9f672ab515531807b44ff4f470c8aafa2712","root.record.ItemExhibitList.P3AModificationItemGroup","a5da9f672ab515531807b44ff4f470c8aafa2712-1-973690ed7d7495d2ffd02fc8ffbd90aeeaa62504"
"Air Force Active","","","19.19","19.19","18.758","9.407","4.041","","","","","","","","","","","","adb277cb015590fdd6067659b432c1ca812bd6ea-0-07158e74d598a96b098405527ad17e68e39f5c13","adb277cb015590fdd6067659b432c1ca812bd6ea","root.record.ItemExhibitList.P3AModificationItemGroup","adb277cb015590fdd6067659b432c1ca812bd6ea-0-04045f2294b03e8dbb65985111d4772031dad7ce"
"Army Active","31.222","8.36","13.233","13.233","13.557","16.835","19.162","30.409","","","","","","","","","","","b4d18879007d7ab2478b9675efb392f28bf9284b-0-c9686cdaa24db5314bed0701a4e881961af71a57","b4d18879007d7ab2478b9675efb392f28bf9284b","root.record.ItemExhibitList.P3AModificationItemGroup","b4d18879007d7ab2478b9675efb392f28bf9284b-0-1ba179296bd4f4dc7da16a53af29e7dce1eed1ad"
"Army National Guard","6.815","5.725","9.081","9.081","9.306","11.552","12.784","19.906","","","","","","","","","","","b4d18879007d7ab2478b9675efb392f28bf9284b-1-c3dd545198d1598de25c21d6a25c5a98a6ed073a","b4d18879007d7ab2478b9675efb392f28bf9284b","root.record.ItemExhibitList.P3AModificationItemGroup","b4d18879007d7ab2478b9675efb392f28bf9284b-0-1ba179296bd4f4dc7da16a53af29e7dce1eed1ad"
"Air Force Active","3.86","44.282","21.937","21.937","40.538","12","","","","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-0-d23da56fe37d2adc895daa16c8af8b6f6430ab8c","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-0-1766226f98bb0b0446f11e7932a1aeaf8ba86410"
"Air Force Active","","","14.643","50.943","25.915","20.451","21.389","20.55","36.3","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-0-d932fa1d130fa9ef4857443c482a7cf87f0ea61c","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-1-471c8c95870e9e48f65b40e055548fc8f7213d18"
"Air National Guard","","","0.306","0.306","7.7","5.38","6.06","0.7","","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-1-3bd4ba961b2b2d9b4f54f527ada88e4518b07a9d","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-1-471c8c95870e9e48f65b40e055548fc8f7213d18"
"Air Force Reserve","","","0.27","0.27","5.5","4","3.69","0.42","","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-2-ee333670aa5bbf84d1b060ba16de15aaeda8a322","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-1-471c8c95870e9e48f65b40e055548fc8f7213d18"
"Air Force Active","","","","3","","","","","3","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-0-c6d0fa058c337fb8c4a05a05f5661df91096cb40","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-2-607efcb6f1948ea36132cd7a549f4b479179239e"
"Air Force Reserve","","","0","0","","","","","0","","","","","","","","","","b899bbf512008b477d2766328b2a6697fb35d35b-1-45834fc56970d86f125056945569bba5e3bcc0c2","b899bbf512008b477d2766328b2a6697fb35d35b","root.record.ItemExhibitList.P3AModificationItemGroup","b899bbf512008b477d2766328b2a6697fb35d35b-2-607efcb6f1948ea36132cd7a549f4b479179239e"
"Army Active","","","","","","","86.507","138.85","","","","","","","","","","","bde655fe15a3c219416a3d43adf9c4148df14514-0-3eaff21760f485348687322c12d158657d3f562f","bde655fe15a3c219416a3d43adf9c4148df14514","root.record.ItemExhibitList.P3AModificationItemGroup","bde655fe15a3c219416a3d43adf9c4148df14514-0-85fc969dee0ea7dd67c5fda5d922db8355658988"
"Army National Guard","","","46.641","46.641","46.588","75.714","81.797","71.982","","","","","","","","","","","bde655fe15a3c219416a3d43adf9c4148df14514-1-9b1f553116946fc95b352c41e8e1bed54d3a5ca8","bde655fe15a3c219416a3d43adf9c4148df14514","root.record.ItemExhibitList.P3AModificationItemGroup","bde655fe15a3c219416a3d43adf9c4148df14514-0-85fc969dee0ea7dd67c5fda5d922db8355658988"
"Army Active","11.5","5.702","8.809","8.809","5.127","7.467","2.989","5.517","","","","","","","","","","","bdfec77950300f384ce51dd26df3b0e2b75ff147-0-7f56f961c491f3a25843114defcb3164be029d7d","bdfec77950300f384ce51dd26df3b0e2b75ff147","root.record.ItemExhibitList.P3AModificationItemGroup","bdfec77950300f384ce51dd26df3b0e2b75ff147-0-1e909b960c7959ac8b0286f6d4ef34b53790d0b1"
"Army National Guard","","3.893","7.357","7.357","4.168","2.24","7.546","3.934","","","","","","","","","","","bdfec77950300f384ce51dd26df3b0e2b75ff147-1-a9029075c9d0ff3ae3b4ac83d98ba6754c8e64d8","bdfec77950300f384ce51dd26df3b0e2b75ff147","root.record.ItemExhibitList.P3AModificationItemGroup","bdfec77950300f384ce51dd26df3b0e2b75ff147-0-1e909b960c7959ac8b0286f6d4ef34b53790d0b1"
"Army Reserve","","5.434","","","8.388","6.818","6.027","6.322","","","","","","","","","","","bdfec77950300f384ce51dd26df3b0e2b75ff147-2-7fb274caa471784b0835f4fb41cd61e161d993cc","bdfec77950300f384ce51dd26df3b0e2b75ff147","root.record.ItemExhibitList.P3AModificationItemGroup","bdfec77950300f384ce51dd26df3b0e2b75ff147-0-1e909b960c7959ac8b0286f6d4ef34b53790d0b1"
"Army Active","37.252","1.355","2.216","2.216","","","","","","","","","","","","","","","c1b5defee6311dc30c45fa2f7428e388b593d957-0-810e78a61993f482481ac0a7c3b99ee00e046b0a","c1b5defee6311dc30c45fa2f7428e388b593d957","root.record.ItemExhibitList.P3AModificationItemGroup","c1b5defee6311dc30c45fa2f7428e388b593d957-0-9bfa157e02648c809de53d264c234cc8037aca4d"
"Army Active","15.566","1.806","14.878","14.878","14.865","14.863","16.594","","","","","","","","","","","","c4cd4446907edd332a8ddc99a936c06dd5058ae1-0-76d81607246b99f62af6481180ba01a99912188f","c4cd4446907edd332a8ddc99a936c06dd5058ae1","root.record.ItemExhibitList.P3AModificationItemGroup","c4cd4446907edd332a8ddc99a936c06dd5058ae1-0-5b1510f3b3c0bcc643ed1f78b78bba1272fb38dd"
"Army National Guard","12.903","0.169","","","","","","","","","","","","","","","","","c4cd4446907edd332a8ddc99a936c06dd5058ae1-1-8556aed425f40229da4117655f8fa7f487537330","c4cd4446907edd332a8ddc99a936c06dd5058ae1","root.record.ItemExhibitList.P3AModificationItemGroup","c4cd4446907edd332a8ddc99a936c06dd5058ae1-0-5b1510f3b3c0bcc643ed1f78b78bba1272fb38dd"
"Army Active","","","2.777","2.777","10.066","11.153","19.387","19.526","","","","","","","","","","","d00d9a8de76dd5f52c7680bf33847ba1f0d90fdd-0-b52e4257802193d8fea56f954bdcda994e5f5ecf","d00d9a8de76dd5f52c7680bf33847ba1f0d90fdd","root.record.ItemExhibitList.P3AModificationItemGroup","d00d9a8de76dd5f52c7680bf33847ba1f0d90fdd-0-4ffe6b3dee0ee3482997b2ec932518821b4bc9a0"
"Air Force Active","108.952","108.4","65.637","65.637","114.125","104.955","84.047","67.886","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-0-390789a4ca9bd07025bced71371ed1ec38f688b7","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-0-c2f3f184360d17b1a8ff93243d4edc16e045f88f"
"Air National Guard","17.171","10.812","11.3","11.3","17.194","16.178","14.568","15.035","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-1-f7f97831f20aaf41cad5a84aa8470fe4fe6c763a","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-0-c2f3f184360d17b1a8ff93243d4edc16e045f88f"
"Air Force Active","24.246","15.849","14.22","14.22","23.591","20.95","16.119","10.971","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-0-62722f24ba69a33918759ab19090faa78b86979d","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-1-b346be3711466bff5ed5321dc4252f7638a71a38"
"Air National Guard","3.136","0.905","2.393","2.393","6.788","5.47","1.765","1.353","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-1-8b5cf3f81f6b187bce6dcdfd7ed0e95e9dd96c28","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-1-b346be3711466bff5ed5321dc4252f7638a71a38"
"Air Force Active","25.011","29.347","21.249","21.249","36.009","13.617","0.889","3.358","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-0-1f07c7fc75fdfe21917191647b355f74795e0c42","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-2-d6b10d876e0360823e4d28a1252ae4ba0189ccfd"
"Air National Guard","5.727","","","","5.228","8.254","1.683","6.412","","","","","","","","","","","d09e7b34c05305b2386b886f8ccf1ea0195f2749-1-c7d878e5c04434305eda5c678920b2c0b9861eaf","d09e7b34c05305b2386b886f8ccf1ea0195f2749","root.record.ItemExhibitList.P3AModificationItemGroup","d09e7b34c05305b2386b886f8ccf1ea0195f2749-2-d6b10d876e0360823e4d28a1252ae4ba0189ccfd"
"Army Active","20.522","39.683","74.085","74.085","42.15","76.399","506.376","535.815","","","","","","","","","","","d2ffbf3f105bec90fb28b0df3092c959e54b1945-0-ae0e5c940aae455482beaf67b1d611ad695c2821","d2ffbf3f105bec90fb28b0df3092c959e54b1945","root.record.ItemExhibitList.P3AModificationItemGroup","d2ffbf3f105bec90fb28b0df3092c959e54b1945-0-88bbd673b608cf1baaaaa20859807c44be5bf07d"
"Army Active","7.608","5.546","1.19","1.19","1.189","1.189","1.189","1.19","","","","","","","","","","","d858480d55f440ef1e8a33ebb50bb2d71adf3136-0-ef2b5c507e61c5e08aea2bf4213cd15d2f5156a9","d858480d55f440ef1e8a33ebb50bb2d71adf3136","root.record.ItemExhibitList.P3AModificationItemGroup","d858480d55f440ef1e8a33ebb50bb2d71adf3136-0-6e143bd94b5d5901ec7e52ee1c74b477e3fe51ce"
"Air Force Active","5","7.865","7.744","7.744","7.264","8.834","8.641","8.893","","","","","","","","","","","d91a877abc1cc862b9a8d683a15489bc3fdc68fc-0-13ab4d98b971a4f57ee2b0a5de9b78d0fde519d9","d91a877abc1cc862b9a8d683a15489bc3fdc68fc","root.record.ItemExhibitList.P3AModificationItemGroup","d91a877abc1cc862b9a8d683a15489bc3fdc68fc-0-3cd70fd743be4ed4e6e06bbf6be391cc7453af4a"
"Army Active","5.475","12.456","","","","","","","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-0-a776fb1a9522a0f9bc9dc55d909352026a143bb7","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-0-0b2f5aa637bd06011c1a8a9f78004ccdc5628c66"
"Army National Guard","4.614","","","","","","","","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-1-ae7f97b5f0e53fdef2c50576c8040bd4b9f826be","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-0-0b2f5aa637bd06011c1a8a9f78004ccdc5628c66"
"Army Reserve","1.983","","","","","","","","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-2-5e6535824a8a80e9ff6b6859f053beefe3bf2ef7","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-0-0b2f5aa637bd06011c1a8a9f78004ccdc5628c66"
"Army Active","38.31","41.821","18.64","18.64","31.075","33.641","33.29","33.475","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-0-19ba842ee1289b5eb4fa44e7a236c0fcaf3b167e","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-1-1804fead0f87b9ec0241f262cb35ed4e275761b0"
"Army National Guard","","","13.556","13.556","22.6","24.466","24.211","24.346","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-1-6f7e72224c39aef2accd021b3f1291f346a71e26","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-1-1804fead0f87b9ec0241f262cb35ed4e275761b0"
"Army Reserve","","","1.694","1.694","2.825","3.059","3.027","3.044","","","","","","","","","","","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-2-5213093c771470a83e0ecdda24d8b8dd6c777c51","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522","root.record.ItemExhibitList.P3AModificationItemGroup","dc6a7575d0218fc75f824a349d3bdd4c4d8bd522-1-1804fead0f87b9ec0241f262cb35ed4e275761b0"
"Air Force Active","62.765","118.919","0","0","0","0","0","0","","","","","","","","","","","dfbf9536ec77b03bef4a1fb96f0b979e1390674f-0-dd9e9aa63a36f2c2b0908929a86a913e91323e53","dfbf9536ec77b03bef4a1fb96f0b979e1390674f","root.record.ItemExhibitList.P3AModificationItemGroup","dfbf9536ec77b03bef4a1fb96f0b979e1390674f-0-a7714ee68ef9b04de1843f4ed0b6b38840562aed"
"Air Force Reserve","820.952","198.547","","","","","","","","","","","","","","","","","dfbf9536ec77b03bef4a1fb96f0b979e1390674f-1-9041dffe554f729435506185b699f4da8fef86ec","dfbf9536ec77b03bef4a1fb96f0b979e1390674f","root.record.ItemExhibitList.P3AModificationItemGroup","dfbf9536ec77b03bef4a1fb96f0b979e1390674f-0-a7714ee68ef9b04de1843f4ed0b6b38840562aed"
"Army Active","326.438","183.838","241.883","241.883","207.692","321.879","354.907","197.147","","","","","","","","","","","dffbeded48037dd81e1c02121584fc94eec65dfb-0-62c1b41667b99dadcfa9a81b1884f27a75f3f02c","dffbeded48037dd81e1c02121584fc94eec65dfb","root.record.ItemExhibitList.P3AModificationItemGroup","dffbeded48037dd81e1c02121584fc94eec65dfb-0-da31a110c7d6e06eabd0333cd4c8b85c84266fa6"
"Army Active","441.021","560.622","766.111","766.111","735.775","307.254","233.343","242.331","","6","10","27","16","22","27","27","4","","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-0-d97e68a3477b157b0d032ad6a5e66f25f5a89dc8","e7320f9e9bbbcfe3cb0320544d75a96bd159507c","root.record.ItemExhibitList.P3AModificationItemGroup","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-0-52fa98d51c18eb3fcdebc6c1ad1f263ea5b42d98"
"Army National Guard","198","","","","","","","","","","","","6","","","","","","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-1-c28745508e56588ad6dd8716c0c88cd549d23e0e","e7320f9e9bbbcfe3cb0320544d75a96bd159507c","root.record.ItemExhibitList.P3AModificationItemGroup","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-0-52fa98d51c18eb3fcdebc6c1ad1f263ea5b42d98"
"Army Reserve","","198","","","","","","","","","","","","6","","","","","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-2-5262b1dc523cb17d008a1e3f56de412c1f6b742f","e7320f9e9bbbcfe3cb0320544d75a96bd159507c","root.record.ItemExhibitList.P3AModificationItemGroup","e7320f9e9bbbcfe3cb0320544d75a96bd159507c-0-52fa98d51c18eb3fcdebc6c1ad1f263ea5b42d98"
"Army Active","48.487","181.869","116.153","116.153","133.846","177.919","145.955","134.063","","","","","","","","","","","e9a1de5bf53e48e134405b5f5c04321fa3aec443-0-c1fe03f6f103684864d8dfa0d1ba30d9eb8e26fa","e9a1de5bf53e48e134405b5f5c04321fa3aec443","root.record.ItemExhibitList.P3AModificationItemGroup","e9a1de5bf53e48e134405b5f5c04321fa3aec443-0-74ef60243a1cc575237fb9eb81cfd19641d15bc2"
"Air Force Active","189.995","240.947","255.042","255.042","152.137","181.742","226.577","329.318","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-5392fd2413004e571adde01d7e1faa9a690b19c0","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-a53bdebb659cf3bd8e03fdf11832aaddc00e7c19"
"Air Force Active","","","4","4","55.223","47.633","47.07","56.855","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-ac4aaabab3aa587e7203d4dc86eb306b4813c368","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-1-3937b4a48dd27d718c3f72a5f5bca3b0f3db7e3a"
"Air Force Active","","","6","6","31.413","37.099","55.765","81.244","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-4a5fa7538a255709523a49fb23ce5add3cd79778","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-2-1d78fc3ed04a352687aaf228da6dd417609f12a6"
"Air National Guard","","","","","5.696","28.68","34.837","49.086","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-1-49b02b5d96a5ad208e6aa4fe67c0aa7e01250163","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-2-1d78fc3ed04a352687aaf228da6dd417609f12a6"
"Air Force Active","75.189","0.2","20.881","20.881","69.101","77.253","43.51","14","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-c6e4a67f532175b9c52577dd3e210fbf5ca254e2","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-3-411f44628a4a230c9aa849537bc8f5acc0608f5b"
"Air National Guard","35.102","232.26","161.219","161.219","18.514","9.628","40.425","27.971","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-1-bbc3bba6d8f3fcb578ed37de303a71c21956c9af","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-3-411f44628a4a230c9aa849537bc8f5acc0608f5b"
"Air Force Active","","","6.387","6.387","12.226","48.6","48.6","49.6","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-d8e00ca480568aed1e2a84b8b3af0d2d436e2766","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-4-e0d2803463df109623b9d2d485f3a6fb17f7a43c"
"Air Force Active","","","6.409","6.409","11.91","47.5","47.208","48.408","","","","","","","","","","","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-0-2cd2378f4e2575df36fc6e3e59a5da01544026d0","eaaee2b40009797b434bdbae5cb7ce0b6348fb60","root.record.ItemExhibitList.P3AModificationItemGroup","eaaee2b40009797b434bdbae5cb7ce0b6348fb60-5-4c14d51efed9c7cc254d80dbf8d3f3508c146dde"
"Air Force Active","","","2.246","2.246","1.325","1.233","1.239","1.26","","","","","","","","","","","f14015c3f638beedb75606b686b0a5df05b7a373-0-b24ada1bc2f28dd3d125691f9fe3cb79556de058","f14015c3f638beedb75606b686b0a5df05b7a373","root.record.ItemExhibitList.P3AModificationItemGroup","f14015c3f638beedb75606b686b0a5df05b7a373-0-5bcb54ecb88fbadfd4a00d836542c6682b05c6f2"
"Air Force Active","","0","110","110","","","","","","","","","","","","","","","f14015c3f638beedb75606b686b0a5df05b7a373-0-a94b659674843fbb64dba65af1754a68fc577775","f14015c3f638beedb75606b686b0a5df05b7a373","root.record.ItemExhibitList.P3AModificationItemGroup","f14015c3f638beedb75606b686b0a5df05b7a373-1-661e826517a33d0057f2ddd1ad147aed7c87d87a"
"Air Force Active","14.798","8.525","84.335","84.335","0","0","0","0","","","","","","","","","","","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-0-b31d810b35cc54e9713b7a5789e9c1fe000175ec","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0","root.record.ItemExhibitList.P3AModificationItemGroup","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-0-a7ce37bd8108ced5b55491e3f61f2dd920ba92b0"
"Air National Guard","","","0","0","","","","","","","","","","","","","","","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-1-a3251bdc0c040bb4ce8e5212e17753e4427682d8","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0","root.record.ItemExhibitList.P3AModificationItemGroup","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-0-a7ce37bd8108ced5b55491e3f61f2dd920ba92b0"
"Air Force Reserve","0.913","","0","0","","","","","","","","","","","","","","","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-2-4b68086e152a2d061118c1774fe384a5144ba9f9","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0","root.record.ItemExhibitList.P3AModificationItemGroup","f6042d6d8682e2d6b7c205eaef0f822ebc7a18c0-0-a7ce37bd8108ced5b55491e3f61f2dd920ba92b0"
"Army Active","","","30.119","30.119","67.544","63.456","17.032","","","","","","","","","","","","fca04f71dc6bfa8b84b3767b14cf97080a57e0de-0-bd8035545c63663cfbe4ad5b0522be793b1b46f7","fca04f71dc6bfa8b84b3767b14cf97080a57e0de","root.record.ItemExhibitList.P3AModificationItemGroup","fca04f71dc6bfa8b84b3767b14cf97080a57e0de-0-271e0ee6c8745f47da7bfc7c5923a7a7c49cecc6"
