"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army","","BASE","53","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-74a918d4035e7376467f590f10f3cca45e821d7f","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-f2cf1724fcdb80d7842b57eb254d8029c7a28478","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-0f52d274b86bcfe74c6baf8abc7773cf586fe650"
"Army","","","70","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-7bb39f420c0103a55587b6470d4a040e8838fc19","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-e01c40fc3197b98e4d6bb69bb84d78d41ebbf6ab","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-284a4c35af1042fd97e6c3fa3a153570196689e9"
"Army","","BASE","125","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-62588b54cd2b5d95487588ac66bb0b428fcf6377","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-a8bc891dba08e97694152bcc81c65f4fd63a449f","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-a4a0681a4f982f9fa1e811e0010e6f129f63e0ae"
"Army","","","45","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-e8ad99fd2e176cacd0b7e101cf3422b00e0795a9","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-1bf1d0eddc9928708f1dc99aa9763480c96f134a","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-75cb2161fb0fcc7fcee23adc14ad8d5e663ffbd0"
"Army","","","80","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-d71cf3bd0fcd475b394d25fedd441f3fe290d3e1","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-bc9f7a59c1a25d24d8f9b32a17f3913075cb34ad","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-5918f0fc0a0253d0a10df5609ac4388c6d8bfac9"
"Army","","BASE","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-e55230e9db0b95ff862dc6bfc8e6835b129ee719","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-e3e62466a5ab9656577188eecb8a82e733bf596f","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-388eced9248618f7b658d368e65a2352a858bbac"
"Army","","BASE","75","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-b85a8f0442327d2603ba68f08b7c00f0b88d7aea","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-c1a7620f9b6ca993a4711dea986a5cba2eb2c5a3","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-1e220e2b593f75f0cb048b343f8643b318c17609"
"Army","","","80","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-9f41b5564419b5a150613460a610008fa419d6f2","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-cb5362c6c67aec695e43432178f99d16d9f0b74f","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-15c4adf51f4eb8b99dd115474160605868695472"
"Army","","","80","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-fea23b2d22e6da003c61195e992ef1a794c4960d","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-85537a8b3808564c600e7dab42b8af461c35896c","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-3527118afba13816d670237515a4406de7a3604a"
"Army","","BASE","104","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-8bcb53c7a17964749c425656911cb10244f70b93","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-638fcd46ee29ed84351e4786ea056d03be0cc3f2","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-f1ab6c8b28e876b7bec6d351884e44692692dbdf"
"Army","","","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-bee0f1702bc535cfc3dd3491742dff55a310df52","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-c32964419fb3fc662c2f385e09e513d3fc65f5e5","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-1f76c18d728969fe8febb04844e993dda98002ab"
"Army","","","300","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-5d5f3924d9c62848d0a10434a5cc16734da82b8d","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-bdec47aa626ea49f27aac239dd31aeb671029bb0","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-eb5b51d94e7fb0514fdae96ec00fafc8fb283397"
"Army","","","337","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-90e398dfeeb9a7454cb41c12a1734d48c579d806","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6528f876704dfb1174c6d93b01da17eef6bccd52","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-7cafd73153d0da237157ed0d4a525b02044e7e37"
"Army","","","300","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-444c58ed591d858767ca23d9468aedc6032be121","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-d47a02fb2b52166f7f80c22425c1160361981b79","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-eb540aae785e6fed3f952b2f29f2769260b90d00"
"Army","","","277","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-6654f2b15b1c07238d34f8a0fe3330a027a9ad6f","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6da9a87cbe4b24aa89a54d8a5150c58e1c5d2253","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-3260f9f9d785346af7957595ab3c071071df081b"
"Army","","","691","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-12a48f49650e018bdd987af44119011733d10120","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-9596438fb81fb28510ceb29dcbbca7571582ee44","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-dc6679104a04d5e2c645f44d8562f5dad3c7e312"
"Army","","","950","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-9fef281627400e66d4386f9e80db3c62ce826d2b","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6f368dcd03a08383f04f2986a4622401fcc3a309","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-753667aca2fc6e90ec9551b1136c528b6b2b8aae"
"Army","","","107","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-f547e3a51abb195d4d22eca758ced5c745f5ee1c","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-f3e87d8179b78380bc3985f210f4791430595156","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-deebc562fee47bd94962b069de304de058e162f1"
"Army","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-0defd374436eab1c131fd9b99371e532e52d21a7","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-0c3979ec39031caca7bc5398172779bcff4231f9","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-d15fb5154e77c8f9526c6553113fbcc84b9a6bed"
"Army","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-4dee480d8573a36e1360d4aa648867595d4515ad","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-484e6e8294b4d02c26905d19bb6d91ebb45d9994","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-332d080116ceb21eb849f237829551beb67f9dfa"
"Army","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-8d9160111e624969828f5b9dbd427b915cc848ba","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-c244c069996c5f49e369bc0fa130cca204f3eb1a","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-2ba918261c043ec200543754f2c63b3b353b95bc"
"Army","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-73a566dcb1307af2957ae40805ec1bfb074e0636","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-48b5881bb888775bc1dccedf9f148566eee4d675","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-970051650ea15dd0399759f2c5fee4e6bbf8e4c4"
"Army","","","95","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-fc879a240bfb293e3e52917ef8d2b7cf8e6c62e4","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6b870745656eed520c4290e81895d88ac1d6314f","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-89ae1b7cb206ce25e8a0d794d6c7107bf5ea2c79"
"Army","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-996370a9f974d3b02afded6fc1565f2d84f7a355","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-500e17f13f5ffab464177633a5b3866fd34cd8d4","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-87ec4b34a6754c73bed36980794f44e5f007096f"
"Army","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-5a21decc05dec39ea6b2db9fe4609f0dea4ba2cd","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-e75a625abf985df2c2f144537a639e5670871441","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-78f2fd6e91e4680f1673c36285ed7b6373ba4440"
"Army","","","45","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-59507346d21bdd872ce56c72bd11eed7fd44c9ca","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-3ba2c9a297dd7968abb095036511abe27fd201f8","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6b0248959a88434c771d98b69949c48ad9cb95aa"
"Army","","","53","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-d035c4c4a7973d98c9fcbb79539d8a7129876028","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-96be3bfe55647cc5764092882a16587f886db493","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-bc297e20feabfb8af1ca632751a7d72df5c51b2f"
"Army","","","286","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-620a1632f166fd018f9a36b7c9f9028c6a7b6ab3","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-c82b0a09cbc43c50b0cb1d8542af1f48bf2042ed","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-dce969be4cbbd68a42480d621090cec0b1afb20b"
"Army","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-9769c2a972b4b333c8f1804a3082401fe02c9062","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-548b9ee5e6fa084c0401c31777e1c1d800a82b60","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-c7bfbc8be1a6e0cf69c66abb69e13aa64c8f625c"
"Army","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-4edd35f934c6af578c4f782b98da63ae69d3f9dc","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-e5e06f05fd3ed16f5e94acf1ebef09dc8c7a276f","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-0f8593078458ffb6160ddf72250eb2078e8b9186"
"Army","","","41","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-5a403935dcb2675c844496bcdd990c36fb256776","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-6c248b2560fd8537622ce9a6fbe16728f09b76b1","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-d47d29ff58df763457f2ddb17625fb01e9006ceb"
"Army","","","75","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-b435631a729080738a2fee84359edbfee2992068","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-da6d07043ae60b3fe1b894c25f19cc118a4c90c1","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-74afe04180dd141ca8ee8731394a6ae2e9755a59"
"Army","","","289","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-36cc620859380881a3b936eda1d179f04e8dd8e4-0-1f252d7fbb6d4b6901547821152a7a9ac7864f31","","","36cc620859380881a3b936eda1d179f04e8dd8e4-0-4fad994663f228c0d2282b94dbcb608e84b02c85","36cc620859380881a3b936eda1d179f04e8dd8e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","36cc620859380881a3b936eda1d179f04e8dd8e4-0-a690b7dee37705aba66f72cb7824765428b01987"
