"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army","","BASE","1008","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-2734cbb92d9ce1a9e9ec4dbb7e69650804d61249","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-ecb124273dafa671b3abb65e87b6701a46e3793d","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-de7af938d2055ac1adff690f8b4e9282b5760c8e"
"Marine Corps","","Base","136","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-6ebf76edce63ded38f1002a79a3fac9ac3896590","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-07c61b7febb0aa3bdb60c0ad10400c97d5b5e8c5","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-de7af938d2055ac1adff690f8b4e9282b5760c8e"
"Army","","BASE","1704","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-71d27aea13595a8ad8e5ec8713a7e655f560154d","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-009444603919b009768eb7bd2b4ff8b2f086b3dd","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-28108104e2ffb2bdf210501ac67018f8986a55c7"
"Marine Corps","","BASE","1114","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-544ab5d1cecef4e7a5d7c4861a2e4d64aa207d01","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-5fe5ab17bc205a185fd6b7094f7ecf98eae53423","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-28108104e2ffb2bdf210501ac67018f8986a55c7"
"Army","","Base","595","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-882d7903c466bb4ad706bd9eb364cf41d250eefb","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-834e85e45e6ba29ffdef44d9a96197a8c7b56198","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-2-a6ce9c69a97759b7489b745d93a4e42f2f7b6f5a"
"Marine Corps","","BASE","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-05794757d575889f52f13683fc4339ac24c38d10","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-1-6c40af1edeb00f0805f8c138e7b6fff7e91624dd","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-2-a6ce9c69a97759b7489b745d93a4e42f2f7b6f5a"
"Army","","OCO","815","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-82330dc92cfe7096429ddc6281268adcc0492bc9","","","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-4a125bcc055129c676e59ac15562794562ee3aa8","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0099dc6c4d5fc0e18f8a144e6d4cf2c9fca70374-0-4d3baf2e40912f6be6dbdcb6ddc7e1fea42a010b"
"Navy","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-00d80ab471aa62b1c9c271e06b7efa51714173df-0-ae93ff3640023a6b206602d9a0bf9a63b8c9a755","","","00d80ab471aa62b1c9c271e06b7efa51714173df-0-ac5302219651ec818ecaad9fa06ab7a3682dd085","00d80ab471aa62b1c9c271e06b7efa51714173df","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","00d80ab471aa62b1c9c271e06b7efa51714173df-0-08f2a9256f27c38041fa9aae34565a1f4acfac75"
"Navy","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-00d80ab471aa62b1c9c271e06b7efa51714173df-0-cc2cc73dce1de0aa96757d532222e14b5c0bd3eb","","","00d80ab471aa62b1c9c271e06b7efa51714173df-0-b1f760ed44e70b5b09405a9e5c165a8b585a0633","00d80ab471aa62b1c9c271e06b7efa51714173df","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","00d80ab471aa62b1c9c271e06b7efa51714173df-1-deaccfe5b3c5a9e6560b65b687ca3c690249e118"
"Navy","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-00d80ab471aa62b1c9c271e06b7efa51714173df-0-79e1c46f96bc30fd7d4adc544b47226422844975","","","00d80ab471aa62b1c9c271e06b7efa51714173df-0-55bf830730be751f70d7ea52e25237baa72007a4","00d80ab471aa62b1c9c271e06b7efa51714173df","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","00d80ab471aa62b1c9c271e06b7efa51714173df-2-2017ee90fbd61c051bc8fc55d4527b33d3071fde"
"Navy","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-00d80ab471aa62b1c9c271e06b7efa51714173df-0-0d81edfae7da06cb418ec4eeb6413c948e063db9","","","00d80ab471aa62b1c9c271e06b7efa51714173df-0-cab7c8f66518d7b545c07a61bdace807ce2a9ad1","00d80ab471aa62b1c9c271e06b7efa51714173df","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","00d80ab471aa62b1c9c271e06b7efa51714173df-3-819ea13733edb7faddb84a9db0d8ae2d96f70100"
"Navy","","","68","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-e38fd324d2dccef8ff7fa56a1b81b526f8e3a89a","","","019d84bd4db720f14c846053dd510d024bc79131-0-444f5a4f423022884eef434348bc285e706758b1","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-0-2bde56a7302d02617c64a864915eb79d0ef8338c"
"Air Force","","","75","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-adaed2b7e2b8335954e2137afaa8c1ab64e8faeb","","","019d84bd4db720f14c846053dd510d024bc79131-1-be261106a496f90cad7b46eb3d2db037140877c8","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-0-2bde56a7302d02617c64a864915eb79d0ef8338c"
"Foreign Military Sales","","","168","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-2-5a26f00fcd76303f42fbb20a0f43a8e4513181e8","","","019d84bd4db720f14c846053dd510d024bc79131-2-12d14430d2f52bd4047a926896b88db82f9156c7","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-0-2bde56a7302d02617c64a864915eb79d0ef8338c"
"Navy","","","17","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-a9341b33d7525746cce663cf16860c1c33f39022","","","019d84bd4db720f14c846053dd510d024bc79131-0-5e537b5170082d82c421a0dc336c39bfc238628b","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-1-455dccff9833b4c1d9b8942e13810e03904f9d65"
"Air Force","","","7","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-8b28c3e2b5f29d9c27bbed47925bf247ca520fe0","","","019d84bd4db720f14c846053dd510d024bc79131-1-042be288b985c370a732f686b1a0570092766329","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-1-455dccff9833b4c1d9b8942e13810e03904f9d65"
"Foreign Military Sales","","","206","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-2-56c537a7f1f677d69d7f3f270082987236bb8b3f","","","019d84bd4db720f14c846053dd510d024bc79131-2-4937e6e6be178131e9dd937415fbff099c16ca38","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-1-455dccff9833b4c1d9b8942e13810e03904f9d65"
"Navy","","","7","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-515b0a068c6a67b7874810e7a6a8de29536396de","","","019d84bd4db720f14c846053dd510d024bc79131-0-4b44895ca469d0131b8f1d38252bac93509a944c","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-2-4b51d07a67e9ff129d9d16bc7679030053d4b9bc"
"Air Force","","","166","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-4d558a6a77f4c611a51da95c089a52b1921c77ee","","","019d84bd4db720f14c846053dd510d024bc79131-1-1115371f61a632e7be8c250b501337549178391a","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-2-4b51d07a67e9ff129d9d16bc7679030053d4b9bc"
"Foreign Military Sales","","","200","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-2-2aa85a22e3342722d0295c975685107f99035e86","","","019d84bd4db720f14c846053dd510d024bc79131-2-124f8480b36c9194f7dd53312d54e0ef8b93febf","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-2-4b51d07a67e9ff129d9d16bc7679030053d4b9bc"
"Navy","","","138","Due to the AF & FMS deliveries in FY 2015, there is not a break in production or an impact to the program.","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-ee236fcbd890ddc0d7f3ead4597d7106e3d00fae","","","019d84bd4db720f14c846053dd510d024bc79131-0-a7001ae495f975c879cc3c5ca04017c0b300940a","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-3-559a92217049874c07f82a56e7a18b25cb77cb2f"
"Air Force","","","262","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-43869570accefa76311ae7c5f042aa94eec71c89","","","019d84bd4db720f14c846053dd510d024bc79131-1-78732f49002aba99808227acee1aed82b72ab1a1","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-3-559a92217049874c07f82a56e7a18b25cb77cb2f"
"Foreign Military Sales","","","314","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-2-a339de68cd1de9d992a1e7a6c506cd5e12ac8c46","","","019d84bd4db720f14c846053dd510d024bc79131-2-3832712aa33829ec1ef6cf0b2f194f08c73e15ea","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-3-559a92217049874c07f82a56e7a18b25cb77cb2f"
"Navy","","","163","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-deaeeafeae4cdc9533c9851f6bd9761f54ae58ec","","","019d84bd4db720f14c846053dd510d024bc79131-0-97449154afbfc2dd0842bdc33765f3b65cca7936","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-4-ffb7a2b1d45ad58b1e72cc48ae035e2c2f6f546b"
"Air Force","","","253","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-73a7cf6b266ad5ebfcd082e4537a9f3109c1da39","","","019d84bd4db720f14c846053dd510d024bc79131-1-d7fcf6e44da4fdb155ec2893c8c46560ac844c55","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-4-ffb7a2b1d45ad58b1e72cc48ae035e2c2f6f546b"
"Foreign Military Sales","","","250","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-2-989c88140e18f5a5d15b8381e4670fd0c2c7126d","","","019d84bd4db720f14c846053dd510d024bc79131-2-80b4ca434b4f8f680aaa4f1a75b4704d3ffde786","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-4-ffb7a2b1d45ad58b1e72cc48ae035e2c2f6f546b"
"Navy","","","50","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-c4808ca70900c532958ae86e6f766a401d537ff8","","","019d84bd4db720f14c846053dd510d024bc79131-0-0c00dfb8fe5e0e17503b0154f75ce78a707ee276","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-0-cfb93f62ae5fb17df054f70144401fe23d4a7cd4"
"Air Force","","","69","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-388e675cae5a0757a1e7c8170e675ad951ce036d","","","019d84bd4db720f14c846053dd510d024bc79131-1-9e99cb14109cbd7ba1992edcc7368740e5ad980b","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-0-cfb93f62ae5fb17df054f70144401fe23d4a7cd4"
"Navy","","","67","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-513ebdede5df45671b028b4a717fb1a19a7c0639","","","019d84bd4db720f14c846053dd510d024bc79131-0-335a02b5d84c01537b99317f6b1df6461bbd95f4","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-1-2562cac773d61af8cac82842356355abe219d7fe"
"Air Force","","","84","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-1-2975334b5599792eba860d1e1c03a9ae948cdfce","","","019d84bd4db720f14c846053dd510d024bc79131-1-f07d2c52d54053124f2c7f32a70662126c406c6f","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-1-2562cac773d61af8cac82842356355abe219d7fe"
"Navy","","","54","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-8a0a8712bdb79e29b4c9668b25ce642c5c90148a","","","019d84bd4db720f14c846053dd510d024bc79131-0-d68d8086663f11811f835b9e377ec71d6bd6f61d","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-2-808cac414129ac408389da03eff71d17af6c4b1b"
"Navy","","","41","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-019d84bd4db720f14c846053dd510d024bc79131-0-52a97a9e4f00d9f5dcf509be31d98f47d95c7bf8","","","019d84bd4db720f14c846053dd510d024bc79131-0-31abbcc028527381e26da317c9acd2b4c256b946","019d84bd4db720f14c846053dd510d024bc79131","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","019d84bd4db720f14c846053dd510d024bc79131-3-df4714c6e9985eed7bdc52ea2025b645c0f29560"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-6105491ddac7d40fb28a2b0d88926d8ee054b0fb","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-23f55b4fb310feeeaae0576ed19b6c3f604bed86","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-0e199542bbd329efdd10829da7e3ab77b37a102a"
