"ItemList_Item","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_Quantity","CategorySubtotal_UnitCost","Name_val","Name_@footnote","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-91b442f5345fe00a0e93837f91f0c6a5035f2fc2-0-2225dcc38901f292a79938e6aecdf7ec3e27d841","","","","","","","","","","","","","","","","1) HARDWARE","","","91b442f5345fe00a0e93837f91f0c6a5035f2fc2-0-cfb13eb8c0dbc9d1e024e2bad0e417f7f1ace9be","91b442f5345fe00a0e93837f91f0c6a5035f2fc2","root.record.ItemExhibitList.P40AItemGroup","91b442f5345fe00a0e93837f91f0c6a5035f2fc2-0-8e3e1e549194ab0a187f117b834d5aab9c1b2cdc"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-91b442f5345fe00a0e93837f91f0c6a5035f2fc2-1-7885bb69ae15c4c18f337c1fb234337325fcdfb7","","","","","","","","","","","","","","","","2) PRODUCTION SUPPORT","","","91b442f5345fe00a0e93837f91f0c6a5035f2fc2-1-b3347d61e450649dcc84156820693d51cd213b05","91b442f5345fe00a0e93837f91f0c6a5035f2fc2","root.record.ItemExhibitList.P40AItemGroup","91b442f5345fe00a0e93837f91f0c6a5035f2fc2-0-8e3e1e549194ab0a187f117b834d5aab9c1b2cdc"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-93dc4dbea03c611d6629ce8d2aa30f5a8ed5ab03-0-81fad9d5099358e1e550d7d756c6ff1e600c81d7","","","","","","","","","","","","","","","","1) Ground Based Air Defense (GBAD)","","","93dc4dbea03c611d6629ce8d2aa30f5a8ed5ab03-0-b8a52b8c16e56c5b5a852e477227a73125eaf2d9","93dc4dbea03c611d6629ce8d2aa30f5a8ed5ab03","root.record.ItemExhibitList.P40AItemGroup","93dc4dbea03c611d6629ce8d2aa30f5a8ed5ab03-0-a4153405da61dbb848c821c321247cbed910e8e9"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-63eeed76cc5143efff26f5763dfbb094e45e9040","","","","","","","","","","","","","","","","1) Glocal Combat Support System-Marine Corps (GCSS-MC)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-2e25e8460a6adde9189b55ce321c7593da3c2168","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-1-8ac835db2d0a4f00a71f3f9c90546192f9dbf8a4","","","","","","","","","","","","","","","","2) Automatic Information Technology (AIT)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-1-23cdbd9d7dfe9fc93af30640945252c1e7d40b3b","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-2-b2e3ebace1d5a6433baac893d026b7abe6548457","","","","","","","","","","","","","","","","3) Theater Medical Information Program (TMIP)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-2-736d7c319774d4df81efa1fc08f10633896052f0","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-3-d2194d4361c81edb1965b7c60dd9f77a7e1b6c79","","","","","","","","","","","","","","","","4) Manpower Operations Systems (MOS)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-3-2de3f708d3493e9716143a34d1215f3f85ec80e1","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-4-6c95c4f852eae28633fdfde5e102061d31c3da95","","","","","","","","","","","","","","","","5) Manpower Planning Systems (MPS)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-4-e68b2c69cd2ec4788d3c137ff0ef49ed51147a54","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-5-20c0440908f357614941a5ff287e1da4ad0d06af","","","","","","","","","","","","","","","","6) Total Force Structure Management Systems (TFSMS)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-5-2614c1a1923e0f040ba3ddbf1de20fb7fa18dadd","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-6-ddea0d363db781ef1d430582d43cd6a08bf09ecb","","","","","","","","","","","","","","","","7) Defense Readiness Reporting System (DRRS)","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-6-ef3c1bbb6edb6f451c2b237c6e5bf08a8e6a9a54","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-7-075f13ab33f9f77efc3429ac1158be3da8890239","","","","","","","","","","","","","","","","8) Theater Medical Information Program (TMIP) Reserves","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-7-d92f82173c37dabcc90511960f3bab70bf41346e","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-8-129d79f02d69c459ad2fe7d75d15fa0f15c3d5bd","","","","","","","","","","","","","","","","9) Manpower Operations Systems (MOS) Reserves","","","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-8-4bc8466d9922fb142e798d118efa3dabd87da676","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6","root.record.ItemExhibitList.P40AItemGroup","946c5be5ea1da84a8a26a434b4edcca0bf6f97e6-0-1ee461edbf01d4a85fdfe85d0084e9f3af7710c7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9481fc31124d83d07d204f124c13ca9ba5c22f6d-0-efad5b9ca873b6e908897f260bff7a5230c44bf2","","","","","","","","","","","","","","","","Uncategorized","","","9481fc31124d83d07d204f124c13ca9ba5c22f6d-0-6b6f3a9ca118f0e0f4eb8730d8f204b01e3805ca","9481fc31124d83d07d204f124c13ca9ba5c22f6d","root.record.ItemExhibitList.P40AItemGroup","9481fc31124d83d07d204f124c13ca9ba5c22f6d-0-9684843764a79d61f8c9145ff3d3f3da5b4fd396"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-94b98a3f95d78aaf9a2bed7e48de1dba432f7374-0-e7e38ef6a5fc1dd795216cbe71eccd7cb72f4106","","","","","","","","","","","","","","","","1) Rapid Deployable Kitchen","","","94b98a3f95d78aaf9a2bed7e48de1dba432f7374-0-91472153f3c223d7aa399026e6a780497e6c14d5","94b98a3f95d78aaf9a2bed7e48de1dba432f7374","root.record.ItemExhibitList.P40AItemGroup","94b98a3f95d78aaf9a2bed7e48de1dba432f7374-0-cc1da1ebab687c90f0bab6b7f705b1198a1acf22"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-8b30d3f612f277bb7fa505404da38d2d33450de0","","","","","","","","","","","","","","","","","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-f1d3354780144a3196cb2973d9b80008db153929","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P40AItemGroup","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-27fca64c1d593c755e045a9fdb7f801a8208a2a3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-96132e94ceea0c30b2c94df47a26eb0123ad7710-0-ae8e6b0d758e34ba4792dfdcca5c5a8ef9183397","","","","","","","","","","","","","","","","","","","96132e94ceea0c30b2c94df47a26eb0123ad7710-0-fbeee4595663171d0652eb1da1b816940fd23a95","96132e94ceea0c30b2c94df47a26eb0123ad7710","root.record.ItemExhibitList.P40AItemGroup","96132e94ceea0c30b2c94df47a26eb0123ad7710-0-762c8bc94d3c4c858f0773c796f055c4b6f53316"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-96f3288102486784181c2c1ed575f5f5d5ece36a-0-f8dc221f42c02ef90d8f0cee196df41437ec8a5b","","","","","","","","","","","","","","","","1) Common Avionics Decentralized","","","96f3288102486784181c2c1ed575f5f5d5ece36a-0-f26de82a4240993fd65e5a4f59d7949c5d4f8c42","96f3288102486784181c2c1ed575f5f5d5ece36a","root.record.ItemExhibitList.P40AItemGroup","96f3288102486784181c2c1ed575f5f5d5ece36a-0-715ef692d8509516cec859392b7318b61e56245e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-96f3288102486784181c2c1ed575f5f5d5ece36a-1-0cda8158eadb690a8fcd1641a186d575b25c916b","","","","","","","","","","","","","","","","2) Tactical Combat Training System","","","96f3288102486784181c2c1ed575f5f5d5ece36a-1-c9c6035d22c69a0b88fe6f7d1a98b1621fa188b4","96f3288102486784181c2c1ed575f5f5d5ece36a","root.record.ItemExhibitList.P40AItemGroup","96f3288102486784181c2c1ed575f5f5d5ece36a-0-715ef692d8509516cec859392b7318b61e56245e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-96f3288102486784181c2c1ed575f5f5d5ece36a-2-ff4a4dfa455a86d76d0fc5ebb54cc60a15ca3213","","","","","","","","","","","","","","","","3) F/A-18 Squadrons","","","96f3288102486784181c2c1ed575f5f5d5ece36a-2-31a63287dbc5b74c1a0effe0c0c4e2b4b0ecf135","96f3288102486784181c2c1ed575f5f5d5ece36a","root.record.ItemExhibitList.P40AItemGroup","96f3288102486784181c2c1ed575f5f5d5ece36a-0-715ef692d8509516cec859392b7318b61e56245e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97092ba11b429a6f7046ccc267083d82ef7c2035-0-955955c3bb21a64cfac58a96ea86403491f2b720","","","","","","","","","","","","","","","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-5780249f9a016cb2626b8565ec0d67040452f54b","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P40AItemGroup","97092ba11b429a6f7046ccc267083d82ef7c2035-0-cae63440c0560f25394af3f2ca1504969cc3332d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9753e84f1207f2603de9a941b3e585d62269fe59-0-ceade97a67548e04d0fb9d0b7c1a1312b48260a2","","","","","","","","","","","","","","","","1) 6B001 - ASW FIRE CONTROL ORDALTS, MK54 SURFACE SHIP USW FCS MODS","","","9753e84f1207f2603de9a941b3e585d62269fe59-0-3afa8bea50e6084ad516561862a6ec8c8dccd9a0","9753e84f1207f2603de9a941b3e585d62269fe59","root.record.ItemExhibitList.P40AItemGroup","9753e84f1207f2603de9a941b3e585d62269fe59-0-5ca86c4228ec732ff189592d75a517a2cd7c844e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9753e84f1207f2603de9a941b3e585d62269fe59-1-0a3eff3497c06d83ca47b226a9b598d26bbfc530","","","","","","","","","","","","","","","","2) 6B004 - TORPEDO TUBE ORDALTS","","","9753e84f1207f2603de9a941b3e585d62269fe59-1-bdaf5cb477a3cee1cfd514c4e334230fe32d3f91","9753e84f1207f2603de9a941b3e585d62269fe59","root.record.ItemExhibitList.P40AItemGroup","9753e84f1207f2603de9a941b3e585d62269fe59-0-5ca86c4228ec732ff189592d75a517a2cd7c844e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9753e84f1207f2603de9a941b3e585d62269fe59-2-f3fe50b6980cf6a6b594226ee31e8d289d643686","","","","","","","","","","","","","","","","3) 6B900 - CONSULTING SERVICES","","","9753e84f1207f2603de9a941b3e585d62269fe59-2-4d053aa5607e7d4948c0b7fad1551dc3dd9c4361","9753e84f1207f2603de9a941b3e585d62269fe59","root.record.ItemExhibitList.P40AItemGroup","9753e84f1207f2603de9a941b3e585d62269fe59-0-5ca86c4228ec732ff189592d75a517a2cd7c844e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9753e84f1207f2603de9a941b3e585d62269fe59-3-764cd55f6b4fa943025ce8e2c0439c11aa39e32c","","","","","","","","","","","","","","","","4) 6B6IN - INSTALLATION OF EQUIPMENT - N86","","","9753e84f1207f2603de9a941b3e585d62269fe59-3-d2d0c131df5dab015d025cc4f9c23cd29bf78e18","9753e84f1207f2603de9a941b3e585d62269fe59","root.record.ItemExhibitList.P40AItemGroup","9753e84f1207f2603de9a941b3e585d62269fe59-0-5ca86c4228ec732ff189592d75a517a2cd7c844e"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97a92017cca9c7609128ad2a40861a36cf371265-0-fed035f81b11b9860577a3d2e21415d665ee56c3","","","","","","","","","","","","","","","","","","","97a92017cca9c7609128ad2a40861a36cf371265-0-ac30d0da722cb3357045b66bf91a5ed44ea91fb0","97a92017cca9c7609128ad2a40861a36cf371265","root.record.ItemExhibitList.P40AItemGroup","97a92017cca9c7609128ad2a40861a36cf371265-0-2c0886fe06eaf1696a176957b1488d8f09e4b5ab"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97ba37a9acdbc09cf14864ef1758eb0894658cb8-0-870933fa286a5dd49f54542d5b1a16c6f2fd2075","","","","","","","","","","","","","","","","1) MTVR","","","97ba37a9acdbc09cf14864ef1758eb0894658cb8-0-015a8da5ea99ed3470c39a2c2a46ca48578fc9f0","97ba37a9acdbc09cf14864ef1758eb0894658cb8","root.record.ItemExhibitList.P40AItemGroup","97ba37a9acdbc09cf14864ef1758eb0894658cb8-0-1c804fb9640832294631e34a465b89b6e7460d04"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-b4c1f637881c80f7353aa3030f08d884994faf6d","","","","","","","","","","","","","","","","Joint Threat Warning System","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-981893572d41483a11ca41ec55378fe415ba627e","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-1-2cfcd15266b57252353fa2767f669776f887f325","","","","","","","","","","","","","","","","Special Operations Tactical Video System (SOTVS)","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-1-78e03f29f744392cd426caebf1bd61120b57c14f","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-2-b30bad01f789b06382467f9e7dd3f6f2ff2a6cd4","","","","","","","","","","","","","","","","Tactical Area Local Network","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-2-6bb573b29bb2b25b5682141bdda9ef4cae496a86","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-3-71adfe3bb9894e9d27f53717f6236bfc0df32b49","","","","","","","","","","","","","","","","Special Operations Command Research, Analysis and Threat Evaluation System (SOCRATES)","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-3-317a7e2887bb73a1539e01b0beee0fb3e7733f20","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-4-1d3ece548a484866ca04fac80c91eecb5db5e069","","","","","","","","","","","","","","","","Hostile Forces Tagging, Tracking, and Locating","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-4-6dd649fbc2a76a8e0f45636332dcb43ef1643f0f","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-5-50c2560277025c58680007e42253670be5ecedfd","","","","","","","","","","","","","","","","Sensitive Site Exploitation (SSE) - Sensor","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-5-f19c4b7519ceb6e533ebe1e2a3a03d8e99a3962d","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-6-3d6b0e0993dc7766f33d45c78f080d87e23bd6a0","","","","","","","","","","","","","","","","Aircraft Intelligence Surveillance and Reconnaisance (ISR)","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-6-fe3d6f57a5d913cc3bb3d95df9696ae32062343f","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-7-bf9544428787a559d8578f665144d90f7bb62fa7","","","","","","","","","","","","","","","","Fire Scout","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-7-30e1b841f95b64b58179f8ce55e8861d397d1eec","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-8-12fba91c98ebc7984c385b98ac2d597fd3f7f36e","","","","","","","","","","","","","","","","Prior Year","","","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-8-322ff98d069e8f052803ea3a3130b5876b801d54","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root.record.ItemExhibitList.P40AItemGroup","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-53171841406e1553ddc41a384cf7d6cc4302ebb1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-980beb5de9d0d3d06639c001bc531a0e302e9a02-0-cafa363a341528e813710c5cbe215e4c8a08a631","","","","","","","","","","","","","","","","","","","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-1052cb49a469d4b305bc0f9a64cfd5063001b001","980beb5de9d0d3d06639c001bc531a0e302e9a02","root.record.ItemExhibitList.P40AItemGroup","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-7c9ed953bddd1812da10c5e7f617565a8a1ae244"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9ad301368fccd86e7dcc21ad21fa7f6cf78eba4a-0-b5026e1827c79b9bbef32af86946e9f4aa97af84","","","","","","","","","","","","","","","","1) Joint Communication Support Element Modernization","","","9ad301368fccd86e7dcc21ad21fa7f6cf78eba4a-0-306d5aa4056844329d8e60b659dbe20ae93e9b95","9ad301368fccd86e7dcc21ad21fa7f6cf78eba4a","root.record.ItemExhibitList.P40AItemGroup","9ad301368fccd86e7dcc21ad21fa7f6cf78eba4a-0-d48f73e34abec6aec3b7e74bc62cf7111d4a6f7f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9aea40c98d6f0055fbee65e817c2827357cff7ed-0-97c19ab0c1cec7be737f43a2947419c23d821be8","","","","","","","","","","","","","","","","Subtotal LMPC","","","9aea40c98d6f0055fbee65e817c2827357cff7ed-0-0b7f11e09dc73eef81e94e349bf12d2d44e48194","9aea40c98d6f0055fbee65e817c2827357cff7ed","root.record.ItemExhibitList.P40AItemGroup","9aea40c98d6f0055fbee65e817c2827357cff7ed-0-e64b9e0ad0c4d5efdee1a05f230ec1fa245e8171"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9aea40c98d6f0055fbee65e817c2827357cff7ed-1-f1328cab35be50eba884e66f0384da916b6ba473","","","","","","","","","","","","","","","","Subtotal PADS","","","9aea40c98d6f0055fbee65e817c2827357cff7ed-1-70052eaa034d3e03234be447b9488b30b5a37d4e","9aea40c98d6f0055fbee65e817c2827357cff7ed","root.record.ItemExhibitList.P40AItemGroup","9aea40c98d6f0055fbee65e817c2827357cff7ed-0-e64b9e0ad0c4d5efdee1a05f230ec1fa245e8171"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9aea40c98d6f0055fbee65e817c2827357cff7ed-2-4388e6bd9de72464c74cb58f56e1c352476d798d","","","","","","","","","","","","","","","","Uncategorized","","","9aea40c98d6f0055fbee65e817c2827357cff7ed-2-6146dd8c253da65887bc9bf243ded775aadb9fa1","9aea40c98d6f0055fbee65e817c2827357cff7ed","root.record.ItemExhibitList.P40AItemGroup","9aea40c98d6f0055fbee65e817c2827357cff7ed-0-e64b9e0ad0c4d5efdee1a05f230ec1fa245e8171"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c3be48ff198fcf232effc4349cd641023f92307-0-fc082f2c96d7ba9b8e432562ca54a5de5ccb7296","","","","","","","","","","","","","","","","1) LN001 LCS Battle Spares","","","9c3be48ff198fcf232effc4349cd641023f92307-0-ab68b175a160209b5c95e4c26429d749e8a2713a","9c3be48ff198fcf232effc4349cd641023f92307","root.record.ItemExhibitList.P40AItemGroup","9c3be48ff198fcf232effc4349cd641023f92307-0-6a21109ef96bd72e9dd5a6b14d5320054d76a5fc"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c3be48ff198fcf232effc4349cd641023f92307-1-b3c10c3b7976d559299e53a6faebbf16886e84f3","","","","","","","","","","","","","","","","2) LN002 LCS Water jet Spares","","","9c3be48ff198fcf232effc4349cd641023f92307-1-3ddcde47be192c7c9fa211481e8fb4d3482de7fa","9c3be48ff198fcf232effc4349cd641023f92307","root.record.ItemExhibitList.P40AItemGroup","9c3be48ff198fcf232effc4349cd641023f92307-0-6a21109ef96bd72e9dd5a6b14d5320054d76a5fc"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-2593fdc34b170ea936fcf287249e1c21c8ced61e","","","","","","","","","","","","","","","","Joint Operational Stocks","","","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-aa54e6332861394e197414d1d92baa4ca073cc85","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961","root.record.ItemExhibitList.P40AItemGroup","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-aa75e5d02cd6b25b852f14817f1215c26e385dd4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-1-9093aa5610231a3a3bc75617ae843e8bc69b4617","","","","","","","","","","","","","","","","Overseas Contingency Operations","","","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-1-f6ae3dd32cad055374d6d9c14d4c042fbb1a77c8","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961","root.record.ItemExhibitList.P40AItemGroup","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-aa75e5d02cd6b25b852f14817f1215c26e385dd4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-2-02d11378bed929a73e002fe5ce18069e66281946","","","","","","","","","","","","","","","","SOF-Peculiar Weapons Sustainment","","","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-2-fece695ff8bd1960c16acf3a9079593bf034d1e3","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961","root.record.ItemExhibitList.P40AItemGroup","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-aa75e5d02cd6b25b852f14817f1215c26e385dd4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-3-4ffcea9ed8ed8aa7b473b0f05548bba4cc38c929","","","","","","","","","","","","","","","","Range Support","","","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-3-a9f7ffc1f9529ae02614a32c1ded5b9ffa53ac78","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961","root.record.ItemExhibitList.P40AItemGroup","9c5e29d9a7da633dbc5b81f3f59a5fbdf031a961-0-aa75e5d02cd6b25b852f14817f1215c26e385dd4"
