"ItemList_Item","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_Quantity","CategorySubtotal_UnitCost","Name_val","Name_@footnote","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-00a7ac30601f89dbd482dd9b3d95bc21c4349755-0-ca0a10bea09235f51524b40aee37f98dc517f6c4","14.486","40.127","20.768","9.952","0","9.952","37.579","51.446","67.382","68.987","0","310.727","","","","","","","00a7ac30601f89dbd482dd9b3d95bc21c4349755-0-51c7890244a82a920c739582fd6f5367fdc5998f","00a7ac30601f89dbd482dd9b3d95bc21c4349755","root.record.ItemExhibitList.P40AItemGroup","00a7ac30601f89dbd482dd9b3d95bc21c4349755-0-c1ad2a81f8238f62dbc621c31fc570ea681410b0"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-014b05d1720fd7a436a2ed311b91d4a028e9144d-0-8c262bd967536f50f03605aa0186adcd2edd10df","0","6.925","5.612","5.714","0","5.714","","","","","","","","","","Uncategorized","","","014b05d1720fd7a436a2ed311b91d4a028e9144d-0-3214c46559927f1d0102ee833ef6f6fcf0a7d9a9","014b05d1720fd7a436a2ed311b91d4a028e9144d","root.record.ItemExhibitList.P40AItemGroup","014b05d1720fd7a436a2ed311b91d4a028e9144d-0-3119b886a16b4ba2d998f593b424aa17ff7ab564"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-031b56bfcc107318fb3bdd586c3ca132e6f56fe6-0-0089d4d5017ba4502e7ec7435aac5f17de002ef8","0","0.027","0","0","0","0","","","","","","","","","","Uncategorized","","","031b56bfcc107318fb3bdd586c3ca132e6f56fe6-0-5ca83f62b72984a78a1b643e9de13735552b7c2c","031b56bfcc107318fb3bdd586c3ca132e6f56fe6","root.record.ItemExhibitList.P40AItemGroup","031b56bfcc107318fb3bdd586c3ca132e6f56fe6-0-1d889da8d6b0289eb45ad837417c9fa6b1169d88"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-037a4fc3482e176bf869d16b6f76de7520a05ab4-0-91540ef56ce60a0f183238617bef11d29ab43644","","29.989","58.266","38.89","0","38.89","","","","","","","","","","Uncategorized","","","037a4fc3482e176bf869d16b6f76de7520a05ab4-0-bed09efc7e42cdf8d83a95827106ee668ef2d46b","037a4fc3482e176bf869d16b6f76de7520a05ab4","root.record.ItemExhibitList.P40AItemGroup","037a4fc3482e176bf869d16b6f76de7520a05ab4-0-4dfe28f354a83f7e4b925beabd728f50ee7c4ab2"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-7a2e13d9ef911e414edee1fc5233725d11f19e18","","0","6.06","0","0","0","","","","","","","","","","Uncategorized","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-b587f0816963e9cce52d77c35468730268a43d1e","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-0-bb661902c859b4c1b7700b5f942d157650ae6850"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-4df26c1c33da437ad318c4f039ddba5c40ae744d","","0","2.499","0","0","0","","","","","","","","","","Uncategorized","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-a3ef586c9a5ba05b0594ad44fda7c31b7bb44b47","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-1-3d58a133918a91176a07f87aad5c6102e3b826a3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-d28331039f32eb640e2c0b57bb17c33785d3e709","","0","3.439","41.817","0","41.817","","","","","","","","","","USCYBER COMMAND","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-9805d09e6df9376eb82b8288ef35096deb434eb5","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-2-fe5634c2e497d00ee972b9b5187d93782f1801fa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-7ce2f3a81c6df6c823d393024a7df42544e6f420","","0","0","5.812","0","5.812","","","","","","","","","","AFSPC","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-cd6501af0d61b90c31f25620e04307c640efb99c","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-3-aae12b6bc016c7e256938b53ee941fbb12122c5b"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-f25df1b3dc84bb2597ee458a4e81ffaa7a47f10c","","1.072","0.814","0.971","0","0.971","","","","","","","","","","Uncategorized","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-06768b66c44ff5a6bbe70fb12292930509581eab","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-4-79c0ce04d3edc30184a526656ee2c25231893060"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-43d7d00497cafb1053d7ec6fc29682dc0b236bde","","0.846","0","0","0","0","","","","","","","","","","Air Force Network Operations (AFNETOPS)","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-73e34ab7fa341b93b9b7017df415b9ba48b8daab","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-5-b96035aeefb9180bd7bf34cdbbbe197bb1ba6c90"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-f4fab0ef732a10eb50af1da6359b44d9c98aa328","","36.884","15.574","0","0","0","","","","","","","","","","AFSPC E&I","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-05bf779ed9b35a000d58f4c7ab1c47030b539ef6","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-6-1f0736e9e9b799cc09ac61e748de43d35aff8caa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-8cfcec5f7a4e0c324319c0bb1bfb3dfd8dfbfe0c","","12.702","18.374","36.578","0","36.578","","","","","","","","","","ITSM - Tactical AF's","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-df1f43753ab0ea1e4eab5ecf2c4811b804b5e402","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-7-aec963f7f8bbf2265ceafdef0b2f1bdebb3b73d1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-5f0afc762673129a92882da30d91fd400a040bfb","","0.648","0.077","0","0","0","","","","","","","","","","USAFE Tech Control","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-7ef0b78d41d03c2cd4b4ec4df9e871e1499c7933","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-8-1286e03d1d7bb5bdce11c168902eb1df866fb7d7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-41894a430e5aa4c6a0e3168d4d03c3554d82c725","","","7.163","6.159","0","6.159","","","","","","","","","","Theater Nuclear WS3","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-1202e7972583666e529f43cbe5ba70738f6b21fd","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-9-f2c9130948d83b88b472b5a7d409a846f6b0567b"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-b7482cd1d0ed9e45d6a6d4bf17082d865c875786","","14.59","23.297","3.082","0","3.082","","","","","","","","","","ITSM - Other","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-c8739b6e563617f1843a91bb74126b03a45be0fe","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-10-de62998496a89ae6286cd5da7baf326c241d9a5a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-852624aa82fa15f8d4ac31c47d1b0b5f4c284eca","","0.853","0.638","0.738","0","0.738","","","","","","","","","","ITSM - Mobility AF's","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-7b0b740fa911026e7ed0d882d998172e29979271","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-11-e9e1ad3db8b1b5ebe75174176ab29b479de18298"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-e66a54c87b592d64b8da45813e4aad4f6f35c766","","0.319","0.282","0.327","0","0.327","","","","","","","","","","ITSM - AFR","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-34efd3dbde57e412e21468f04e538d5045761c07","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-12-8792936cfa5684a6bff5199bffe1c0e6becf6fa4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-a646bb7a49b5d19b8648ceea34b6dbec94ab48b8","","23.129","1.993","10.781","0","10.781","","","","","","","","","","ITSM - ANG","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-13b17bcc77df7edb43e560288ec51c588376a5df","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-13-19b2b116fd2df59af09f8a2f61f2685b09eff111"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-fb2a6139a60e7abb34701c324e1fd82375b7414b","","2.263","1.54","1.785","0","1.785","","","","","","","","","","ITSM - Logistics","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-d3391c7f187eee898580cc50c3c6e8bdc3af1869","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-14-dc3d6dc5de7ca0b6d0da77b03e0bb8fa60f1c1c1"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03b29a7857f1e54db06f9825b28d4eed204735b6-0-9766d00439968b9ac85cc4c619b8c35c35c8468f","","2.453","0.66","1.165","0","1.165","","","","","","","","","","ITSM - Training","","","03b29a7857f1e54db06f9825b28d4eed204735b6-0-b5c03064860b3bfb1859b1951df0152bd33a3f0f","03b29a7857f1e54db06f9825b28d4eed204735b6","root.record.ItemExhibitList.P40AItemGroup","03b29a7857f1e54db06f9825b28d4eed204735b6-15-ab386e514c787addf9a4adab400c60f4f7df08d8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-03f8e8bfc7d123974bf811b66730b57a76e0a8f4-0-0b6c4c46417d976887fe5a8c84d1cb2db2d256ca","11.093","0.861","6.79","0.006","0","0.006","0.596","2.005","130.271","134.544","0","286.166","","","","","","","03f8e8bfc7d123974bf811b66730b57a76e0a8f4-0-4ca1f4b45495ab18262e61cc893cb50cdfa9d524","03f8e8bfc7d123974bf811b66730b57a76e0a8f4","root.record.ItemExhibitList.P40AItemGroup","03f8e8bfc7d123974bf811b66730b57a76e0a8f4-0-d5de5dea4fb0aff24c7ccacfc4022afaf1e85e88"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-04c96860ad14227b344c6404d1082f7d57a1ff96-0-a530d91412a7ee55d0753b5b7f0ffaef48a522d5","1.717","0.05","0.1","0.2","0","0.2","0.204","0.207","0.211","0.215","","","true","","","Commercial Mission Support Vehicles","","","04c96860ad14227b344c6404d1082f7d57a1ff96-0-16b7b4a0189323421ebd59094ffa7ad787a5431c","04c96860ad14227b344c6404d1082f7d57a1ff96","root.record.ItemExhibitList.P40AItemGroup","04c96860ad14227b344c6404d1082f7d57a1ff96-0-1fd7ea3af872ea3e515718f5143858d180ecb5e2"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-06ad1fef6d8654fde1dfe4444bd06c21514eaab3-0-0b5ef864f2e91815c400dc49c0898a2b94b2a4a8","111.881","5.744","5.681","8.113","","8.113","","","","","","","","","","Special Training Ammo:","","","06ad1fef6d8654fde1dfe4444bd06c21514eaab3-0-ec94ffea766f148d3db17027eb60066d3d7cf3d7","06ad1fef6d8654fde1dfe4444bd06c21514eaab3","root.record.ItemExhibitList.P40AItemGroup","06ad1fef6d8654fde1dfe4444bd06c21514eaab3-0-258122294930abeadce20728b0bc0d57799e1f49"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-074cdab7d36ef8235bf9295346660947bc5b4af8-0-26db78048ba647f1e4a9ce736fef9e40c9f0d932","0","0.25","0.414","0.439","","0.439","","","","","","","","","","1) HEAVY ARMORED VEHICLES","","","074cdab7d36ef8235bf9295346660947bc5b4af8-0-32c9bf6413aadc8d3c7a1caabfacc65b9f7ef557","074cdab7d36ef8235bf9295346660947bc5b4af8","root.record.ItemExhibitList.P40AItemGroup","074cdab7d36ef8235bf9295346660947bc5b4af8-0-0433be5dc120e7b3404c7c85f5dd3a68a1243af3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-074cdab7d36ef8235bf9295346660947bc5b4af8-1-a940e308556a77a2ee2d39100e550cc487eaf0bf","0","0.927","0.772","0.656","","0.656","","","","","","","","","","2) LIGHT ARMORED VEHICLES","","","074cdab7d36ef8235bf9295346660947bc5b4af8-1-19fbac2a6881c5e83781dea2ba52dac893e08675","074cdab7d36ef8235bf9295346660947bc5b4af8","root.record.ItemExhibitList.P40AItemGroup","074cdab7d36ef8235bf9295346660947bc5b4af8-0-0433be5dc120e7b3404c7c85f5dd3a68a1243af3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0824eb2f9c768f84c2fdc42ec0a431221a4d6249-0-d666d12ebd6cef0fa6e43c089f5534a738c183c7","164.661","0.769","0.011","0.011","0","0.011","0.011","0.011","0.011","0.011","0","165.496","","","","","","","0824eb2f9c768f84c2fdc42ec0a431221a4d6249-0-083879a4a679e1cc29f543a0df6429e3f32c1af0","0824eb2f9c768f84c2fdc42ec0a431221a4d6249","root.record.ItemExhibitList.P40AItemGroup","0824eb2f9c768f84c2fdc42ec0a431221a4d6249-0-2d4f1bc0d9e216d56dc9edb559180bef20ee796c"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-08fc6122e52280452817136a8e3b1c9f34085ae5-0-ed7d81fc75604caced8d3aeb31483e19f73eb833","","16.931","3.353","0","0","0","","","","","","","","","","Support","","","08fc6122e52280452817136a8e3b1c9f34085ae5-0-1b1ed22e41cfa45e2dc2a536dbde66a6aaa882bc","08fc6122e52280452817136a8e3b1c9f34085ae5","root.record.ItemExhibitList.P40AItemGroup","08fc6122e52280452817136a8e3b1c9f34085ae5-0-5e747442229430e75c15695be434998a04f39872"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-feb4058d3b3f076a03c8c19734c8af1a0b6848b5","23.27","3.733","3.722","3.111","","3.111","","","","","","","","","","1) GW013: CONVENTIONAL NAVIGATION FIELD CHANGE KITS","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-3f0e7ef947babbbda2b704185b8c55ad08ea8621","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-1-abf5f6259c7f4873b58f90956d4c4e7e523a4db7","58.086","9.423","9.175","7.447","","7.447","","","","","","","","","","2) GW029: INERTIAL NAVIGATION SYSTEMS FIELD CHANGE KITS","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-1-47b8e8882954c44e4562e137b343c18c28880f4f","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-2-ea50f3bb7880c9278254ca052e54a77c193f4d96","41.397","2.995","","","","","","","","","","","","","","3) GW038: BPS ECDIS-N/VMS FC KITS:","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-2-a37c7c8d203114abc7236961cae4fc5f7fb510b8","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-3-7ccca8c220823c9cc12e48fae6817ebdebb3de47","25.901","12.257","19.297","12.024","","12.024","","","","","","","","","","4) GW051:  SCALABLE ECDIS-N ECP/FIELD CHANGE KITS:","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-3-a397f4f7f08f57c7dfd3198208b686b31fcddce7","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-4-2a3fcc5aa1f43413292af8c6465a3653b1109b22","1.807","0.601","0.598","0.601","","0.601","","","","","","","","","","5) GW054: NAVIGATION TRAINING EQUIPMENT","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-4-445c2bcd0704f09b08389f0612381d381f97e0d5","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-5-1230ca17d6b9f19c1243623cd6715a43f0296e75","0","3.97","1.792","4.169","","4.169","","","","","","","","","","6) GW056 ECDIS-N MODERNIZATION","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-5-20eb84564fb08ae96db2079948f1effcf79b8b34","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-6-1ed50fe41d845b464e8b2a03d3251321f771080f","16.07","1.626","1.57","1.599","","1.599","","","","","","","","","","8) GW830:  PRODUCTION ENGINEERING","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-6-e0b737bd1486647d9e74d988dd50605b4408e183","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-7-8370c81d7365ef60ca603809f4be25a39dbdb0d0","0","","15.734","6.644","","6.644","","","","","","","","","","9) GW063:  NAVIGATION CERTIFICATION","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-7-1218a55c21bcd5c49a9ba628e53182443cc2a1c0","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-8-740384df1ae41ff5f7fc44a2c1aeda542220de95","0","","0.2","0.135","","0.135","","","","","","","","","","10) GW064: OWN SHIP SPEED (OSS) AND COURSE REPEATERS","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-8-49ab2f6ba4d1bdb824a780bcad139e93f0e9a1ac","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-9-e06fa30066ea3586cc05d0e98262faaa22af8da1","0","","4.344","","","","","","","","","","","","","11) GW065: NAVIGATION SHORESITE EQUIPMENT","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-9-495a434c67ab02963edbc3a5e33907afbaf2b75e","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-10-18e5f47960700d45d47fad46d928247d4102e6fe","0","","","1.3","","1.3","","","","","","","","","","12) GW066: SSBN NAVIGATION SENSOR OBSOLESCENCE","","","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-10-8286386c2def9f6640db850d4c3bc14edf52a3da","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5","root.record.ItemExhibitList.P40AItemGroup","0986980bc1f0cd4cc22b2eb8bb49a83cf0b889f5-0-ec7e6fc79a16e9cc96e0a96be8b8709aa27853c8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0989a56b20ac2bbaec61f72a12dd4289276b0790-0-0c5467bbc4949f6a8974d35ad4d5884f3a2ad246","2468.403","44.35","12.263","3.645","0","3.645","26.701","52.358","48.558","50.332","139.861","2846.471","","","","","","","0989a56b20ac2bbaec61f72a12dd4289276b0790-0-88e0997c82be788038e81c2583a4b430c826672e","0989a56b20ac2bbaec61f72a12dd4289276b0790","root.record.ItemExhibitList.P40AItemGroup","0989a56b20ac2bbaec61f72a12dd4289276b0790-0-d1f5da248ed087d25813bf894ce53d4289fdc8b8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-434118a352198d975dd1c60069749b848ad4fb03","2.248","0.874","3.18","","","","","","","","","","","","","1) U.S. Naval Academy (USNA)","","","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-bed3742286a5729e3bfde2fa70c9ee8ab52782b3","0a4c534a58d1236be0fa742e4dd399dc1ad46767","root.record.ItemExhibitList.P40AItemGroup","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-b188c8dc716cd9b4504e8df3eda533826db666ba"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0abc7360a396ccafa71435b2a4d71cc0fba103f9-0-59a5d9acae9e326c07bc4db49cedb5b0d5cae8b7","","1.594","1.488","2.964","","2.964","1.475","1.475","1.475","1.475","","11.946","","","","DCAA Major Equipment, items less than $5 million","","","0abc7360a396ccafa71435b2a4d71cc0fba103f9-0-d305daeaec35d813ef0ae8276962f008d0166bb4","0abc7360a396ccafa71435b2a4d71cc0fba103f9","root.record.ItemExhibitList.P40AItemGroup","0abc7360a396ccafa71435b2a4d71cc0fba103f9-0-febba8d26dc7bc288c335a26bdb0056706767c5a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0c7706780b04655dba8b2c3cd1b6151cff6c31a8-0-1daca7498bab247388c00ed907697de0c27821ae","61.09","10.48","15.08","21.347","","21.347","8.11","8.115","9.189","30.215","","","true","","","PCs","","","0c7706780b04655dba8b2c3cd1b6151cff6c31a8-0-5133ac63ec93186f49a4a346ce2ca2892d32c15c","0c7706780b04655dba8b2c3cd1b6151cff6c31a8","root.record.ItemExhibitList.P40AItemGroup","0c7706780b04655dba8b2c3cd1b6151cff6c31a8-0-4f94c833e92c5585059683147151b87da3d5a4cf"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0cd9720f137a1629fede2ebdfb2dc4fe3d702152-0-0b7a774f0b56e231274deda89fbb9b1edd208d67","1991.544","145.619","136.162","4.028","0","4.028","61.307","56.801","121.757","181.627","1399.898","4098.743","","","","","","","0cd9720f137a1629fede2ebdfb2dc4fe3d702152-0-8793007522af22fe0cd4d8bc1fe10cdf6cd1fc52","0cd9720f137a1629fede2ebdfb2dc4fe3d702152","root.record.ItemExhibitList.P40AItemGroup","0cd9720f137a1629fede2ebdfb2dc4fe3d702152-0-2e194f34531d28d610975dffb040814e0ca052cf"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ce061608e991ea9bb4f145a14edfb9c37fd42f8-0-537d0d312a9032a92c1adb06a4017b34c5d969ca","","11.012","4.427","4.46","","4.46","","","","","","","","","","Uncategorized","","","0ce061608e991ea9bb4f145a14edfb9c37fd42f8-0-2170148721d97f6925157aeae37a78baeb89577e","0ce061608e991ea9bb4f145a14edfb9c37fd42f8","root.record.ItemExhibitList.P40AItemGroup","0ce061608e991ea9bb4f145a14edfb9c37fd42f8-0-8d279f427a4e7d58b870b3e407d130d19992c20c"
