"ServiceAgencyName_val","ServiceAgencyName_@footnote","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-e662350c45331433d84e25b1e3aee8c23d05497d","","","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-cbc6ff0a65933708641593142e6264a47d464ec1","0a4c534a58d1236be0fa742e4dd399dc1ad46767","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-3d8f0a232bc2d625e29a03fbef0748d0b511d3cd"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-431cb120a0e5a43866854d9b245c35541a10ca5b","","","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-4d7d8871a4244dfa4e5a94b9cc40be3dca8aecf8","0a4c534a58d1236be0fa742e4dd399dc1ad46767","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0a4c534a58d1236be0fa742e4dd399dc1ad46767-0-a6c95788233a7bce616b6890ccc9a7891ef0057c"
"Navy","","42242260","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-d08c839cde6dc0e98ddf4a8454318285838b016d","","","17b24919638874d509d4dadfb2873b3873e43863-0-a6f9cc1308852445f79c0e4a030fd176c72bc245","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-0-cd0972919b81c84415788fa88632a148f9662ec7"
"Navy","","4606797","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-aaf4b49ede77986e3a87ca7866eeec63cefa6689","","","17b24919638874d509d4dadfb2873b3873e43863-0-6646d08c5c3557d639a3e1fffdfd7314cb378a3e","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-1-3c653763f123870ba2c21d692469e8b971681f08"
"Navy","","23843860","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-e9fa4bc7e64895514c3163c470cda9f3cab2b2e6","","","17b24919638874d509d4dadfb2873b3873e43863-0-6a51f5bfb7db0c2cd879bf051332c50fbc946d42","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-0-fdad55264b0c7e9fa53e0a570662c5431fea9dcf"
"Navy","","5651440","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-4b6d59f04188a394a601f4bdfee88accee3c24c8","","","17b24919638874d509d4dadfb2873b3873e43863-0-4310961484f81a2eb41e39a993c4cd92f0fd00bc","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-1-aa97f88902f2a9a6f2a4f920de7c68dd93428ed9"
"Navy","","28500000","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-6ccb80cbb2a91c2c5d9b83f71ea03e9d3635d0e2","","","17b24919638874d509d4dadfb2873b3873e43863-0-7b3d196954d46023bc564b272772cfd4cc9aa549","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-2-0867ce2a7d78b55579353a92042aa58177d85893"
"Navy","","4693574","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-17b24919638874d509d4dadfb2873b3873e43863-0-da612b812e306e21a56fcda36859043407b61f71","","","17b24919638874d509d4dadfb2873b3873e43863-0-acf9306d1fac54c63a1154c2f66ff8b30ce61899","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","17b24919638874d509d4dadfb2873b3873e43863-0-60252f2c067f482a6799881f77b63971d70d57bb"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e637b22db16df80b558bbaf4b53b6bd23fd2a18-0-b95a5c73ccf17a4a23bfd13e657e2014d4ed6447","","","1e637b22db16df80b558bbaf4b53b6bd23fd2a18-0-ff1e6b7266c94712397240eb821aed12324d9047","1e637b22db16df80b558bbaf4b53b6bd23fd2a18","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","1e637b22db16df80b558bbaf4b53b6bd23fd2a18-0-0f381222f875813b0a318be8a536f7e3aa8f31b2"
"Navy","","4","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-d67990dba5b6beb01255cc6afc3e6cdbf9b658be","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-cb0f20820eee8c7f6af4c534030105f36600d922","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-0882450cd542ba751c23f221e9e1a956c7c93755"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-d8300bb87f6bc9952bd5fc7a76d4f6558b8cef96","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-b0d1943e64a7bde644d5e81981eaaea5d0cc2db2","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-1-cf05b30c58f0a17715610a9fe5818d5d5c52ecfc"
"Navy","","4","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-161e01d51eea2f3d56378af46597eeed022e408c","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-22e0cab7ffe599af7599fdd240d6c30fc53dcef3","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-2-0d5370318fbdfe7ce02dbf430e4c881bea1fedca"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-427b0305300be599f1c7421fa5d65e50e05ff446","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-cb658dfe5d043ad1893dfe61a36c6860862087b4","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-41cc1e53b474ca9ad05d88a87a1434cf119da497"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-1511223743e994e5e6e712ad6ffa2569f768bcad","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-87e47e9e7d861c8b4cd30e39a0f03cef0ce0bfeb","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-b942d7341b1d5359b654d33d7f8633b11bf751f3"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-00a0c6a8f500ab866f63c453608cc45e36b86dee","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-8193ce6b5f29856b4e4e3c5144808db4e29b5d7a","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-1-23e89d771074b59b1432935589f7ccd4df163481"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-3588a8541d306b5a358576d297366cbf0668fc86","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-88e96173ec1c1781faf42458303536954940b873","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-2-d0072f5adb25f0a4a79857f99dc7deef76ce6b50"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-9430931826749b31be77073fca64cf19b3a56742","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-f68c0853de0918afb9a4e980690603f10f557261","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-3-82edb4bb6785e54043315a88f6984ccf97af1c3c"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-09874b2ecfb51e2247cac7906c3ab2b55dd5b516","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-0f3c5f1cd9c23d5b35bc752120533ae1aa2a908e","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-41374649ff2128077b7583710a844769a702d100"
"Navy","","2","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-a5b1d41fdc0fdb87663fb135ffdac7b9cd12641a","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-29982d5b3b9332059878f79229f3f4b42aaa0577","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-1-d50d65ed2dc1cdadc9d999d73e9e9945f324d1ed"
"Navy","","153","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-a5fe7a8b836709a92fdb2d9c1d90ba331b431ac5","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-27a0b27667b97d24962004ee0d88271b87030851","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-0-2e6df880895018f24577ade0d86047b3d856c33a"
"Navy","","157","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-7b7799413f2599b363b18a2d2abc611c6b5cd0a4","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-15253f7888bcc7dbde4187299518c031e5b6406f","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-1-7bd58473a522dc0516969443accc2f3bcaa2924b"
"Navy","","62","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-8995177a20cc2037affd92eba3325de0d7fa9562","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-1141b1648948ca1218e789989160174c1a72b98e","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-0-712b725a5dd6fad70d8c1ca9af9032fffca1c17d"
"Navy","","54","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-adcd1ac72d51b0002cd474fd26084f9f555c611c","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-b12a31cbd422f8887ec822460f1f328f940f1e40","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-1-b00a2a351a31aaacfc43b02c04d90df14b5178a9"
"Navy","","56","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-f95fb2df793c5a3d8ade5d3c94ad1f2543634704","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-f8cbbe54b968203fa356d2d6b0bf2bd7d27b31c4","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-0-5fdf23adc349a61ea556141ad4670eb206d270a8"
"Navy","","139","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-0340e1fe0ce7ac44e3dbf7c824d51c80dfae1c8a","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-a7e1d711d8014b34faca33f7824ad1959a8e79f3","2638fac2058836624e00dc9ec8e2d367c60df41c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2638fac2058836624e00dc9ec8e2d367c60df41c-1-09a7a52e120a3e685922d500b8155fc9c5d159a8"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2acf82628c03d87d8c9b31b9551751c73c9fa79c-0-7027b1738d7676b8517ba90948e9fdf15b050735","","","2acf82628c03d87d8c9b31b9551751c73c9fa79c-0-6fe5ef5cb9939e4fb57839e8ab3793a7723d4199","2acf82628c03d87d8c9b31b9551751c73c9fa79c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2acf82628c03d87d8c9b31b9551751c73c9fa79c-0-231da729f824a54048b7c747a26b258faab65d1d"
"Navy","","10","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-ef7b209eab22a36996102ebf70ae4a576a111e71","","","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-9f849c192bf7faaf98ae1afb55382e285dd32600","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-af00f26244f0017d8806dc011517c7a684f68168"
"Navy","","23","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-96aa82bfb76af90e21ade1be878f6228cdeb15d7","","","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-39abe80e2d9a23775d4c43df87a1ea08c6fc10b1","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-1-c503a2b906598b4ed10e83a04665b9689e86c79a"
"Navy","","1","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-329c08fde7e863bafe6afc94750040e1bb939c5b","","","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-8d28a1f09252eed934beb41b66d059a3b1491812","2e23c18b55b3c7f409b6af655ec186a46d05d5ab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-2fd7393c470437b9b8b7d4cb785acc0601fdf1c6"
"Navy","","80","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-b74617cea1e7a7ce21275b847aea23f6fe83bf9d","","","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-c99acd324fa1bc1358864d77b99f62480afc86ea","2e23c18b55b3c7f409b6af655ec186a46d05d5ab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-80c926c2c52c9d0e34a24703fb51ab49601b1df8"
"Navy","","80","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-3f14f4a5c118930de0d3759fe57e456e196d9a77","","","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-0-a3984c9d431ec9d439a0551ecec30ac041eafe1d","2e23c18b55b3c7f409b6af655ec186a46d05d5ab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","2e23c18b55b3c7f409b6af655ec186a46d05d5ab-1-619cf284fd1fcc2c5dd8d6c58d66127626cd84e9"
"Navy","","40000","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-53653e5609b95c55aab0ba552407142bc53b9857","","","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-d14f85f196c051aea9dc444fdbcb2f7d1bed5e4a","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-32494c014e08cc4b6e4a2dd2bbc4dd0833bb222f"
"Navy","","83000","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-1a711542220ad66a8c1a54e3636a93780ad14707","","","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-d5dceccf3fbcd9ac7c7f1bdbe1ff89c87f0c7f89","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-1-4e24567526b878da3c5440dbab764a37514cba64"
"Navy","","40000","","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-8272294910f8d579e9a22505a8adb274a38a28cf","","","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-0-8c5eaaa455a5d6dc0eeb6aa0aaba5893ca24f21c","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","3ee002cd1f51c5e4b5df290f8b42882a0d6035ac-2-1dabc370f355569e0f23a855760fb14958503867"
