"Name_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_ToComplete_TotalCost_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearOneOCO_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"GEO 3-4 Launch Ops & Checkout","105.035","30.612","0","135.647","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-0-8ea95973d41958e1673e2f1f58907b948a148dca","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-0-d308204f9a637abc59be1cd174bd7801de80c991"
"Interim Contractor Support (ICS)","21.753","","0","21.753","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-1-41551786ad5231121cf46496417cc5f5487405c8","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-0-d308204f9a637abc59be1cd174bd7801de80c991"
"GEO 5-6 Launch Ops & Checkout","290.585","","0","290.585","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-0-8e0eea40200833d393ae930bad8f0590c94c0782","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-1-f4701c7f296d1f1ee06b80cc11b8bb62f180984a"
"FY17 Incremental Funding (3021)","-3.271","","0","-3.271","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-1-20697d863ce795a200e4572a913f380fdce2c675","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-1-f4701c7f296d1f1ee06b80cc11b8bb62f180984a"
"FY18 Incremental Funding (3021)","-287.314","","0","-287.314","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-2-fe200e24b7ee2b0d59ff95d23831a18b6116e390","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-1-f4701c7f296d1f1ee06b80cc11b8bb62f180984a"
"HEO Host Accommodation","234.367","2.855","0","237.222","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-0-7a77710ee1fbb0f08bb97fd6c59ce6421ec3bf3c","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-2-1a2ec7ae9d734715893a95a26c15e510ea8dcb24"
"HEO 3-4 Launch Ops & Checkout","42.141","12.567","0","54.708","","","","","","","","","","","","","","","","","","","","","","","","","01cb48bdd8dbef542f320b0ec82544b015318621-1-b19de4fd0816344ce1e969167938a1d4149ade3d","01cb48bdd8dbef542f320b0ec82544b015318621","root.record.ItemExhibitList.P5Item","01cb48bdd8dbef542f320b0ec82544b015318621-2-1a2ec7ae9d734715893a95a26c15e510ea8dcb24"
"WGS SV 1-5 Checkout & Launch/Launch Readiness","235.679","","0","235.679","","","","","","","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-ba3cd10e3fa0f5bcdec3e8821b93ba38017cc13e","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-daf529daad976ae3aae64218fb0f0c2c6c517c7a"
"WGS SV 4-5 Storage Reactivation and Transport","4.022","","0","4.022","","","","","","","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-0e7f0f7bb13717e6f92748c0c1c8e432c9510102","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-daf529daad976ae3aae64218fb0f0c2c6c517c7a"
"WGS B2FO Checkout & Launch/Launch Readiness","19.051","21.647","0","40.698","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-53f4fa9981540bebba9a62b723b5a8a70b687a77","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-7f519268af7d58251db540207d76ce37ef9d7322"
"Command & Control System - Consolidated (CCS-C) WGS B2FO support","2.589","2.071","0","4.66","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-4c28370e764d839afd2c7ba9342fd1cc5c03bcd6","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-7f519268af7d58251db540207d76ce37ef9d7322"
"Technical Mission Analysis","","5.803","0","5.803","","","","","","","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-2-d168398cd403a6beaef8f3ee7d66d22e6d82aec8","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-7f519268af7d58251db540207d76ce37ef9d7322"
"WGS Enterprise SE&I","1.7","1","0","2.7","","","","","","","","","","","","","","","","","","","","","","","","","0c9c39a029d1aef8067fd70604b5ab193280a35a-3-15d553f5a78dcd8b7c620aa9d5ed6227c880e5c1","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-7f519268af7d58251db540207d76ce37ef9d7322"
"WGS B2FO Checkout & Launch/Launch Readiness","0","0","0","67.965","31.345","17.792","17.792","14.651","4.177","0","","","","","","","","","","","","","","","","","","","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-c11a4e40507ef3be998f4e78232b78b07e70577a","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"WGS B2FO Storage, Reactivation and Transport","0","0","0","50.37","","25","25","25.37","","","","","","","","","","","","","","","","","","","","","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-1-e5044f0e525164694bace6f9eabb723114a475a6","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"Command & Control System - Consolidated (CCS-C) WGS B2FO support","0","0","0","4.374","2.083","2.083","2.083","0.208","","","","","","","","","","","","","","","","","","","","","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-2-765266610f3ee480c3b50031828fe83fe66e4b22","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"Technical Mission Analysis","","","0","23.512","7.027","6.458","6.458","5.339","4.688","","","","","","","","","","","","","","","","","","","","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-3-7ec824ef920ddfc6dc8d15537df530ab291f0541","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"WGS Enterprise SE&I","","","0","3.194","0.956","0.922","0.922","0.881","0.435","","","","","","","","","","","","","","","","","","","","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-4-3e1a5b2bfe3dbf6bd4cbeb4522cc56e1b6847820","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"GPS IIF Launch Vehicle Integration","0","0","0","0.01","0.01","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-2aa83f11f412f12ad1baeb649ac4cd5ff065af96","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF Launch Services Planning","","","0","11.865","11.865","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-1-1f271e0e7c50f89a2412f0ef3eea704b662fdf57","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF Propellants","","","0","0.5","0.5","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-2-3c6b08b7662b267a4bc8de4654eb891ce9680724","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF GSA Vehicles","","","0","0.02","0.02","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-3-ad8e959b3c9afce5647028b4ed9b8fec79ced890","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF Technical Mission Analysis","","","0","1.133","1.133","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-4-3294352b7ce4c349a2f60a1d9461ad4e6db72afb","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF Enterprise SE&I","","","0","2.6","1.464","1.136","1.136","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-5-0ab5663fec35bab1c9b453aedc69d470fd9a8810","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS IIF Storage Reactivation & Transport","","","0","4.771","4.771","","","","","","","","","","","","","","","","","","","","","","","","24b82fd52542f468799e4648ad2b9e79fd8205d5-6-b897d8dccf8f82b3b22c52a9624748f020c62d16","24b82fd52542f468799e4648ad2b9e79fd8205d5","root.record.ItemExhibitList.P5Item","24b82fd52542f468799e4648ad2b9e79fd8205d5-0-29c53376e70305cb289441d5cb8e6400c46f80d8"
"GPS III SV 03-10 Launch Services","","","137.7","227.8","1.9","","","7.8","18.7","31.5","30.2","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-701dfbe113e9f858094eb085d961449db5cab23b","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"GPS III SV 03-10 On-Orbit Incentive","","","63","72","","","","","1","3","5","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-1-12125837449654745fc99098d2e32ed464af96a7","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"GPS III SV 03-10 Storage and MRT","","","14.9","42.157","","","","3.7","6.4","8.6","8.557","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-2-c3bc1d96aa0a0a5325fddaf034e4bdca563fbc72","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"GPS III SV 11+ Launch Services","","","486.2","495.5","","","","","","1.9","7.4","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-3-5d68230b2917d518cab2a720583b08e0b7565d04","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"AEHF SV 3 Launch Support Services","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-0-f159c8c1439c8aabc75cb6fe1f6d17498a48649b","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"Integration of AEHF SV 3 with Launch Vehicle","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-1-ff10f5611f743784d38ffdd99fd180c009cec28f","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 3 Propellant","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-2-80700e9c031bd9eca0e9655261146620c8eb50c5","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF Spectrum Management Support","0","0","0","0.176","0.176","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-3-8527ca970520bc0dd841c7c6c56540be9c774895","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 4 Launch Support Services/Launch Readiness","0","0","0","86.267","81.372","4.895","4.895","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-4-a85e2720ab0cc28e16c470ce3bd935a9bbfff34c","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 4 Propellant","0","","0","3.705","3.705","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-5-494fbe2a6949fb306f2cd2850ad7ab867c0b1134","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 3-4 Satellite Transportation for Launch","0","","0","1.394","1.394","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-6-9e6fc9f121f120cbffeac88016ac693aad4e4eaf","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"Command & Control System - Consolidated (CCS-C) Launch Support AEHF SV 4","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-7-c3bf447f8c4bd391eec511049f781f9ef3030fa4","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 5-6 Propellent","","","0","7.862","","3.854","3.854","4.008","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-0-b717e68ccc46fb67ac2b951999c215487da3e238","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"AEHF Spectrum Management","","","0","0.982","","0.244","0.244","0.386","0.176","0.176","0","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-1-2a5df2baa4e577ba5b0b4dd387c5a3fc53a9fd76","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"AEHF SV 5-6 Launch Support Services/Launch Readiness","","","0","10.238","1.036","2.459","2.459","3.333","1.141","1.129","1.14","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-2-36934ba9205eb4e68dad18ffb9127493aeb883c8","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"Command & Control System-Consolidated (CCS-C) Launch Support AEHF 5-6","","0","0","1.906","1.906","0","0","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-3-d7cde194070b3482c980300e07d7765bda2f7ab0","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"AEHF SV 5-6 Satellite Transportation for Launch","","","0","3.218","","1.533","1.533","1.685","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-4-61573c9daa7b8351a8f72455109f628f8a628e73","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"AEHF SV 3 Launch Support Services","58.581","","0","58.581","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-efbe87dfa01f1a997c54e18e006db7f7110e4ce1","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"Integration of AEHF SV 3 with Launch Vehicle","2.128","","0","2.128","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-a3f7785f488d316e97c7a8c7e9080e4b128900ea","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 3 Propellant","1.498","","0","1.498","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-2-6beb48544143853a069740a420e501436808cde8","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF Spectrum Management Support","0.244","0.176","0","0.42","0","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-3-fc9a5feb1fd153fc65aea9d3d7a91a62d78ffffe","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 4 Launch Support Services/Launch Readiness","5.446","39.725","0","45.171","0","0","0","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-4-252685d707e647c0edf1dd4bfdc857ee50fde68a","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 4 Propellant","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-5-35da352cbf8105e18cc354c4ccec812e5d4ebc40","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 3-4 Satellite Transportation for Launch","0.339","","0","0.339","0","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-6-ecc44fe295209a41ecda0e26b94bad8f2f4368cc","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"Command & Control System - Consolidated (CCS-C) Launch Support AEHF SV 4","0.004","1.836","0","1.84","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-7-6d6c172d0bce9bcaa15214abe6d2cc4ed9474b16","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 5-6 Propellent","","","0","0","","0","0","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-a1fbfd1006e90769d46b01bcadd2d1bc502b32c8","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"AEHF Spectrum Management","","","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-5d6e24fd2bc5b8cafcd4eab3db4a142fce0e6ed3","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"AEHF SV 5-6 Launch Support Services/Launch Readiness","","","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-2-805d0e532e1059cbbf9a12600405bf9754b91c9b","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"Command & Control System-Consolidated (CCS-C) Launch Support AEHF 5-6","","1.843","0","1.843","","0","0","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-3-255cc23a1965fbbb559e08c74d91eb48c805b202","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"AEHF SV 5-6 Satellite Transportation for Launch","","","0","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-4-73f9bc5c0a516a0b669a6ccaa959d152c446fd7a","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"GPS IIF Integration","5.94","0.05","0","5.99","0","0","0","","0","0","0","0","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-9cdc8be29d6362fd91f423b7d47894cc6d0bf252","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS IIF Launch Services Planning","243.186","2.714","0","245.9","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-1-37fded891b9174fc40b27dd8e3cb8c93e8cd5980","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS IIF Propellants","5.759","0.165","0","5.924","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-2-af219322c6b177c91301a570523e56456ea64eed","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS IIF Storage Reactivation & Transport","22.092","6.416","0","28.508","","","","0","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-3-ba99fa60b4a26f68584cd579b1c076d8857376af","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS IIF Technical Mission Analysis","","5.678","0","5.678","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-4-bead7207f25498cb6eb9428b213cad8764610ca0","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS IIF Enterprise SE&I","364.512","0.117","0","364.629","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-5-06f0620f32c201bebc403b3723f122baa259d16e","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
