"Name_@footnote","Name_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_Total_val","Cost_UnitCost_BudgetYearOneOCO_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_Continuing_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","IdCode_val","SubCostElementList_SubCostElement","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","1.2.3) GEOINT H/W - Reserves","","0.363","0.363","","","","","","","","","","","","","","8","8","","","","","","","","","","45375","45375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146148c520477c894d8b11d61f35959d13c05fb7-2-d4b1183956dc8b2493aeb3d5b555a4aa09073ed8","146148c520477c894d8b11d61f35959d13c05fb7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","146148c520477c894d8b11d61f35959d13c05fb7-0-66463259ede78f41a6f07834a46ca692654974a6"
"","1.2.4) VIP-MC H/W","","4.448","4.448","","","","","","","","","","","","","","5","5","","","","","","","","","","889600","889600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146148c520477c894d8b11d61f35959d13c05fb7-3-36a4958e723a0bc6b775ad604f71063c76f72a6e","146148c520477c894d8b11d61f35959d13c05fb7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","146148c520477c894d8b11d61f35959d13c05fb7-0-66463259ede78f41a6f07834a46ca692654974a6"
"","1.2.5) GEOINT H/W","","9.62","9.62","","","","","","","","","","","","","","212","212","","","","","","","","","","45375","45375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146148c520477c894d8b11d61f35959d13c05fb7-4-7436a14deebde28c8c6e58fe7892494ba5d81ebd","146148c520477c894d8b11d61f35959d13c05fb7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","146148c520477c894d8b11d61f35959d13c05fb7-0-66463259ede78f41a6f07834a46ca692654974a6"
"","2.1.1) Digital Fire Control Components","","","","9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175667988b08e024136cd06c22ae39aabab20536-0-7bf0eddd30d7bde1b38224e584effa25a612e58b","175667988b08e024136cd06c22ae39aabab20536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","175667988b08e024136cd06c22ae39aabab20536-0-c370f48b96e198fc699a5efc02a90c451d0b8ab3"
"","2.1.2) Improved Platform Integration Kit","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175667988b08e024136cd06c22ae39aabab20536-1-c51a7cee9868a948bc9972daddccc1f7bbf75b68","175667988b08e024136cd06c22ae39aabab20536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","175667988b08e024136cd06c22ae39aabab20536-0-c370f48b96e198fc699a5efc02a90c451d0b8ab3"
"","2.1.3) Power and MACS Solution ECP","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175667988b08e024136cd06c22ae39aabab20536-2-989fdc42d508343b92f5056898a4537cbc6fe05b","175667988b08e024136cd06c22ae39aabab20536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","175667988b08e024136cd06c22ae39aabab20536-0-c370f48b96e198fc699a5efc02a90c451d0b8ab3"
"","2.1.4) TAD Refresh/Upgrades","","","","","10.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175667988b08e024136cd06c22ae39aabab20536-3-ec4fb767bce64b51368a928e973eaeefb7d5d796","175667988b08e024136cd06c22ae39aabab20536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","175667988b08e024136cd06c22ae39aabab20536-0-c370f48b96e198fc699a5efc02a90c451d0b8ab3"
"","Production Engineering - M303 BDK","1.058","1.2","1.2","0.7","0.526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-d1c4ea47ed49f0c49cb6abde98dbc4cedb7caea6","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-7116f6b3757b124f9392affa7ce68220ac958a63"
"","Production Engineering - FMWD","","","","0.171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18f3d61679bb8106fcf937aa381b71e17c9c34d5-1-7644a9f6e84b3ad7a7db55e35175446f6d1fefe9","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-7116f6b3757b124f9392affa7ce68220ac958a63"
"","Program Management Kennels","","","","0.191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18f3d61679bb8106fcf937aa381b71e17c9c34d5-2-4a25380d2f77e49d66492b5220349978af1907f8","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-7116f6b3757b124f9392affa7ce68220ac958a63"
"","Logistics Kennels","","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18f3d61679bb8106fcf937aa381b71e17c9c34d5-3-b8ecb11ddf5603f2bbf5061e9b045ba8b9a3d03c","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-7116f6b3757b124f9392affa7ce68220ac958a63"
"","FAT - Military Working Dog","","","","0.403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18f3d61679bb8106fcf937aa381b71e17c9c34d5-4-681d423c6755b06734e22d2bef78f888813c2c9d","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-7116f6b3757b124f9392affa7ce68220ac958a63"
"","1.1.1) Cooperative Maritime Forces Pacific (CMFP)","0.000","0.000","0.000","0.000","1.05","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19724e2002ad360f7f0353a77dee9abc3a0a0752-0-c9172220d0cfab1ed812fffbb90b79fc88eeedd0","19724e2002ad360f7f0353a77dee9abc3a0a0752","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","19724e2002ad360f7f0353a77dee9abc3a0a0752-0-901a65551bf8a1142f0eaa49ab1dcbcf2b7e6d75"
"","2.2 S2E2 Software Integration Facility (SIF)","","","","","5.2","","0.000","5.2","","","","","","1","","","","","1","","","","","","5.2","","","","","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-33231cb1ed2336397ae0cd3b99dea280de0889fb","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-87d0da36839d3ef307a45bebdc10ebc395baf04f"
"","2.3 S2E2 System Test Environment (STE)","","","","","8","","0.000","8","","","","","","1","","","","","1","","","","","","8","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","","19b2906e6a3b9bbc1b28c4632864bf387c585b02-1-b47038e41f2c16a8542eb67e14ce0f7362f2297c","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-87d0da36839d3ef307a45bebdc10ebc395baf04f"
"","2.4 S2E2 Maintenance Ops Support Suite (MOSS)","","","","6.9","0.000","","0.000","6.9","","","","","","","1","","","","1","","","","","","","6.9","","","","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","","19b2906e6a3b9bbc1b28c4632864bf387c585b02-2-83db4515bb0822c2f9191915ce2d939d44f7e3b4","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-87d0da36839d3ef307a45bebdc10ebc395baf04f"
"","ISR Transport - Transrating/Transcoding","","2","2","","","","","2","","","","","","","","","2","2","2","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e8fc33a3a7600f4b95500f0c3b9e4d7ddecd51df","","","1a9bf304d88dd249583f9e79530180116f9ec357-0-1200f06224a661d6bca39ae6663b974bd56dcb8f","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1a9bf304d88dd249583f9e79530180116f9ec357-0-c630a9b4aa58a339c1416187a00425815903d9ff"
"","ISR Transport - Kuss MB Hub; idirect","","","","","","","","7.14","","3.57","3.57","","","","","","","","4","","2","2","","","","","","","","1.785","","1.785","1.785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-1a9bf304d88dd249583f9e79530180116f9ec357-1-6e5b02d17897913011c077be4c8c9a12ecc787aa","","","1a9bf304d88dd249583f9e79530180116f9ec357-1-454e5030cd9ad0a79f74e162b7f63665986121b0","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1a9bf304d88dd249583f9e79530180116f9ec357-0-c630a9b4aa58a339c1416187a00425815903d9ff"
"","ISR Transport – Ka/Ku Terminals","","","","","","","","10.86","","5.43","5.43","","","","","","","","4","","2","2","","","","","","","","2.715","","2.715","2.715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-1a9bf304d88dd249583f9e79530180116f9ec357-2-5d33e72b4a54c2125529d2526ba9de8e12558863","","","1a9bf304d88dd249583f9e79530180116f9ec357-2-12dc2f661898eb3dc4f75974f58c67a0c90acac2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1a9bf304d88dd249583f9e79530180116f9ec357-0-c630a9b4aa58a339c1416187a00425815903d9ff"
"","Optical Transport Network","0.000","4.4","4.4","0.000","0.000","","","","","","","","","0","0","0","11","11","","","","","","","0.000","0.000","0.000","0.4","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-0-acf3794f07b6ce7133a85927d173f7019c72fce4","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-0-13917b03c1a104162447215bb5a8ae531881a15a"
"","Enterprise Classified VoIP","0.000","4.8","4.8","0.000","0.000","0.000","","","","","","","","0","0","0","8","8","","0","","","","","0.000","0.000","0.000","0.6","0.6","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-1-12875587bb5c403c35fbbb3687d1c8441a9fa056","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-0-13917b03c1a104162447215bb5a8ae531881a15a"
"","Enterprise DoD Call Help Desk","0.000","2","2","0.000","0.000","0.000","","","","","","","","0","0","0","2","2","","0","","","","","0.000","0.000","0.000","1","1","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-2-8ad3973353b1f57fce1f02f821ef2ef6b1b76649","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-0-13917b03c1a104162447215bb5a8ae531881a15a"
"","MilCloud","0.000","2.1","2.1","0.000","0.000","0.000","","","","","","","","0","0","0","1","1","","0","","","","","0.000","0.000","0.000","2.1","2.1","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-3-81f4dcba83f5d9b80f93ac80e123c0625c63aca5","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c43a0cb088c169b8c4fa54cb34e41f2ce80ed89-0-13917b03c1a104162447215bb5a8ae531881a15a"
"","2.1.1) A976 LOAD, ASSEMBLE, AND PACK","","","","1.351","","","","","","","","","","","71568","","","","","","","","","","","18.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1d57d97c37d685212ba04ee5775100eb38fcb98e-0-6aaefd493034cd213087abd5dddd7760a2ed4595","1d57d97c37d685212ba04ee5775100eb38fcb98e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1d57d97c37d685212ba04ee5775100eb38fcb98e-1-71e06de21487fff4062a9b3c5bc2f6f2c831db9a"
"","2.1.2) A976 CONTAINER PA125","","","","0.149","","","","","","","","","","","2452","","","","","","","","","","","60.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1d57d97c37d685212ba04ee5775100eb38fcb98e-1-c4ca6198071889588533bff895d358854a146016","1d57d97c37d685212ba04ee5775100eb38fcb98e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1d57d97c37d685212ba04ee5775100eb38fcb98e-1-71e06de21487fff4062a9b3c5bc2f6f2c831db9a"
"","2.1.3) A976 PRODUCTION ENGINEERING","","","","0.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1d57d97c37d685212ba04ee5775100eb38fcb98e-2-4bbccb4a0499cf349a831b70f77df70ef77c673a","1d57d97c37d685212ba04ee5775100eb38fcb98e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1d57d97c37d685212ba04ee5775100eb38fcb98e-1-71e06de21487fff4062a9b3c5bc2f6f2c831db9a"
"","2.1.4) A976 QUALITY ASSURANCE","","","","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1d57d97c37d685212ba04ee5775100eb38fcb98e-3-097be9199fee29bb3eff7dbf766f8ee1a3be4dba","1d57d97c37d685212ba04ee5775100eb38fcb98e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1d57d97c37d685212ba04ee5775100eb38fcb98e-1-71e06de21487fff4062a9b3c5bc2f6f2c831db9a"
"","3.1.1) PRIOR YEARS CUMULATIVE FUNDING","","","","","8.299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1d57d97c37d685212ba04ee5775100eb38fcb98e-0-cd10615a9f426da6cb4fcae16f3d3ee2ffc5e7af","1d57d97c37d685212ba04ee5775100eb38fcb98e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1d57d97c37d685212ba04ee5775100eb38fcb98e-2-d03710d93028eef0cc16bdb027c26970f97645ea"
"","14.1.1) OVERSEAS CONTINGENCY OPERATIONS (OCO)","0.000","0.000","0.000","0.000","0.001","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21bc5e926dd9b6c9225b3a6f45367a9e198a4972-0-0bbc6c46bcbcf0e540182bc6e067f3cd4e928104","21bc5e926dd9b6c9225b3a6f45367a9e198a4972","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","21bc5e926dd9b6c9225b3a6f45367a9e198a4972-13-22c35ba95b51fb6b3be43aeb52d00a42cbc161e7"
"","System Infrastructure Hardware","","19.74","19.74","","","","","","","","","","","","","","1","1","","","","","","","","","","19740","19740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-27efb633d44db50d353aed406380ba540150a17b-0-cc1d440a1a6ec10228c6f668d4e7122a8bfe650f","","","27efb633d44db50d353aed406380ba540150a17b-0-e34a57067f044143f6d5bb91b6c5601973b78d08","27efb633d44db50d353aed406380ba540150a17b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","27efb633d44db50d353aed406380ba540150a17b-0-acf424ec846ca9b386c18bddc2037fa4f36a7910"
"","1.2.1) MK54 NRE","2.571","2.553","2.553","2.303","0.886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-4d500e2b9fded8cc4e1180d8b10bd5b9efb93572","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-0-a457c5356ea98d14b8936fa46b9c521de26201e2"
"","2.2.1) MK 54 NRE","5.908","6.217","6.217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-81c6b22e97d1ba79c3e51a194e6355a5b442aafb","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-1-0be0958a12515f046aa7d14da6e6d6e28e92d73c"
"","7.1.1) CONGRESSIONAL ADDS - TECHNOLOGY INSERTIONS","","","","","4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-e6ee0eca80299ef8f44c231ce1f03266dbbbfd97","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-6-8eea42e4be43d46f0382edcf436d6cd9b1bb3f0e"
"","8.1.1) CONGRESSIONAL ADDS - TORPEDO TEST HARDWARE","","","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-69e233a6c5ac43b5c6cd963d01fface20b3abf4f","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-7-b244dc14ccc4cdbb9aee013fcb620b86549ec25d"
"","9.1.1) INTELLIGENT GRAPHICS TORPEDO TEST SET TROUBLESHOOTING MAINTENERS AID","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-741aa690ce4fb798ea2b517f49fa861e43ab0550","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-8-84669a7737c362ad68f32461439970943d7bc906"
"","10.1.1) LIGHTWEIGHT TORPEDO PSU TEST EQUIPMENT MODERNIZATION","","","","","3.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fada45df19ffe8f41525d5c4303247becac5686-0-2f7cfe7cc99deb0cc40bf20fbcf2150d7c2df6d9","2fada45df19ffe8f41525d5c4303247becac5686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fada45df19ffe8f41525d5c4303247becac5686-9-66492f20c399cc27788cebe94fc4ac9a4d971f9e"
"","2.1.1) Logistics Support","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-0-e5e58dc91fe90c062687e2198261298bf061f9f7","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-0-1122297b5186af400cc55ec781e9e4238d56688e"
"","2.1.2) G/ATOR Radomes","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-1-5305b4e4ec87829cc9f8e6803f4745f2002144c5","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-0-1122297b5186af400cc55ec781e9e4238d56688e"
"","2.1.3) G/ATOR Shelters","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-2-ef6922baa573bc812aeb14a9e161851360488c38","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2fe72ca48f1d2926e36ac6bc86a4942d6ef25076-0-1122297b5186af400cc55ec781e9e4238d56688e"
"","Fort Buchanan Matrix Switch","1.88","","","","","","","","","","","","","","","1","","","","","","","","","","","1880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-0-391c7b497d5f2b76fc9430a3660ac34a20365898","","","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-0-f5ee6ebdd450a66a67dd6495c5c8174e033d15a2","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-0-4444eb7d28842d140deb428b652cfbdb529e1732"
"","Fort Detrick TCF ECP","","","","3.143","","","","","","","","","","","1","","","","","","","","","","","3143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-1-bcd693ba03fb9e5b56cc39f03b71271281a6a089","","","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-1-dc1a8d050169d068530a05b192db51c56c8ecdb5","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","31a837b6b044f8d6fe1c9ee7c5553d7b2c814b61-0-4444eb7d28842d140deb428b652cfbdb529e1732"
