"Name_@footnote","Name_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_Total_val","Cost_UnitCost_BudgetYearOneOCO_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_Continuing_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","IdCode_val","SubCostElementList_SubCostElement","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Q2895 BLU-109 Laser Capability Non-recurring effort is required to modify, produce and certify the BLU-109 Precision Laser Guidance Set (PLGS) configuration.","2.2.1) Q2895 BLU-109 Laser Capability Non Recurring","20.98","23.701","23.701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-b27f3c0d1de4c127524a342b2372c67c79a44661","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","01a66471d57444735bcfe046df410bd9488b9810-1-08c1572fb3457a6311724d2c4ded5ae5de81201a"
"","3.2.1) Q2896 FUZE Non Recurring","7.066","","","24.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-ba40373176a06595a99752b97cc95f249212311b","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","01a66471d57444735bcfe046df410bd9488b9810-2-9b3912c173eaf3116aa42761662fe2eeb6abf164"
"Q2861 Production Acceptance Test & Evaluation FUZE HTVSF Production Acceptance Test and Evaluation (PAT&E) is required for deliveries that will occur in FY2016.","3.2.2) Q2861 Production Acceptance Test & Evaluation FUZE","3.363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01a66471d57444735bcfe046df410bd9488b9810-1-1ec563e31b32535a9cee8d3e52d2b1ef2e11044b","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","01a66471d57444735bcfe046df410bd9488b9810-2-9b3912c173eaf3116aa42761662fe2eeb6abf164"
"","5.1.1) Prior Years Cumulative Funding","","","","","1679.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01a66471d57444735bcfe046df410bd9488b9810-0-30ffb2ef3214d08ead95582e22d6f0579650093b","01a66471d57444735bcfe046df410bd9488b9810","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","01a66471d57444735bcfe046df410bd9488b9810-4-348558ba48b43f94b8ec3fc6f7c0bcade20e1dd4"
"","2.1.1) FK830 SM-2 PRODUCTION ENGINEERING/SUPPORT","","0.927","0.927","","11.404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-0-71f13ed6ebbcc78e5b4f04981030fd43677037ef","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.2) FK850 SM-2 COMPONENT IMPROVEMENT","","","","","1.737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-484893533269e0e4ce6be7d6410b3f6202ab9998","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.3) FK950 SM-2 TOOLS AND TEST EQUIPMENT","","0.965","0.965","","8.309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-2-309737e9eb0d8df7a28f05ea87567450efee4160","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.4) FK957 SM-2 CONTAINERS","","","","","0.297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-3-cf88af9800de4bb7e59d139da14d7a64e918953f","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.5) FK970 SM-2 INSTALLATION/CHECKOUT EQUIP/TRAINING MATERIAL","","","","","2.377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-4-e204d5fca78dc2497ca62981f6dc6a8dc7247bad","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.6) FK980 SM-2 ILS/FLEET DOCUMENTATION","","","","","3.018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-5-d029c5cf1427c1ee252b10ea0d9ab1cd16f04037","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","2.1.7) FKCA1 MK-104 ROCKET MOTOR UPGRADE","","","","","7.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05bac2dd8b3a3269236e0f9144fd90cb786c8252-6-530f8ca32e66fd6d0cecf0249b4a5ea370f0a478","05bac2dd8b3a3269236e0f9144fd90cb786c8252","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","05bac2dd8b3a3269236e0f9144fd90cb786c8252-1-780c37041fb270268989589ce79eabded86b02cc"
"","NonRecurring Engineering","","2.151","2.151","1.754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","07dc99995f7ad9dc25cf3f0335d23daf034a0d38-0-fc001bc6cb47c860f35b3476a8a25eaf653cf706","07dc99995f7ad9dc25cf3f0335d23daf034a0d38","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","07dc99995f7ad9dc25cf3f0335d23daf034a0d38-0-8321d3a50ba30813db6107efea4017e319ecccbd"
"","1.1.1) Cooperative Maritime Forces Pacific (CMFP)","0","0","0","0","1.05","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0856e8d1049ce4094573476f378103b2d0c7c16f-0-ea68a9494ae6cf399cfd69a75621c7f479d22db0","0856e8d1049ce4094573476f378103b2d0c7c16f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0856e8d1049ce4094573476f378103b2d0c7c16f-0-1a8337e6abda0a3a0da283ecf900f543f526676b"
"","4.1.1) PRIOR YEAR CUMULATIVE FUNDING","","","","","122.007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08c99788914618110a36f5ab4ca27fe1253aedb8-0-4df71c8f690d74bffe5a7b870e99a9516253566c","08c99788914618110a36f5ab4ca27fe1253aedb8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","08c99788914618110a36f5ab4ca27fe1253aedb8-3-6182a5a511060a1f0f4a51047163b248cdb486d1"
"","Long Lead Materials","","","","","24.836","","0","24.836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0d4377f9ab964d53dc0d9413bc4abff231d61463-0-5331bc8e727faa852a70381a94328de18b3294c1","0d4377f9ab964d53dc0d9413bc4abff231d61463","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0d4377f9ab964d53dc0d9413bc4abff231d61463-0-bf82682211a3e4e83bb55cd06be3f7f5685aea11"
"","Dedicated HPC Project Investments","2.319","4.558","4.558","2.514","4.1","","","","","","","","","3","2","2","3","3","","","","","","","1366.7","1257.1","1159.5","1519.3","1519.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-0eeb201d434d2955fb31a40759d2911ddc6973e2-0-993d274dacbeada3cacd0bd9b36218375e3fa194","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-0023a33d0ca60e0c620e5ac24d432643fc8dd245","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-053f052d245bf47b33686f9d68f88fb481663cad"
"","Defense Supercomputing Resource Centers","60","54.056","54.056","62.738","58.583","","","","","","","","","2","2","2","2","2","","","","","","","29291.5","31368.9","30000","27028","27028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-0eeb201d434d2955fb31a40759d2911ddc6973e2-1-484752fe3e2d197d5e449281f09d73aa43e5a7ff","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-f011e48ef51bd40137e64fada9d5cba70b4da613","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-053f052d245bf47b33686f9d68f88fb481663cad"
"","4.1.3) Ordnance Loading","0.394","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-1eb0474c1f75a2cca42c65d06c73d057ccf3ddd3","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-3-366591034ecc0f4ffa102c2773518c4867a85140"
"","2.1.1) Information Systems - NRE","4.641","4.497","4.497","2.509","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-b40a68babddc2e155faa419b4d9068850989c2d2","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-f5fa699f1b45dbf03100718e3ca4dc6f3e3319eb"
"CE 2.1.2 (VLA) - Fiscal year cost increases from FY16 to FY17 due to Aviation Lighting System - Control Panel Set (ALS-CPS), Multi-Functional Display, and Deck Status Display Engineering Change Proposals (ECP) that replace obsolete and unsupportable systems on Air Capable Ships, and provide Night Vision Device (NVD) capability for helicopter recovery.  The increase is also due to the receipt of additional funding for F-35B required Optical Lighting System upgrades.","2.1.2) Visual Landing Aids","4.721","5.525","5.525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-3016d8a5e7f59fb95775a73179030720026ad197","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-f5fa699f1b45dbf03100718e3ca4dc6f3e3319eb"
"","2.1.3) Launcher","1.656","1.047","1.047","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-21de40054e9b7f64bb309a5e1a611852d0ccab8d","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-f5fa699f1b45dbf03100718e3ca4dc6f3e3319eb"
"CE 2.1.4 (Recovery) - Funding increased between FY16 and FY17 due to development of several safety-driven ECPs to a variety of recovery systems including the Advanced Recovery Control (ARC) system on CVNs and the Recovery Assist Secure and Traverse (RAST) system on Air Capable Ships.","2.1.4) Recovery","2.964","7.158","7.158","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-3-74822aa0b64b696d17fae4b786ce9dcf96533086","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-f5fa699f1b45dbf03100718e3ca4dc6f3e3319eb"
"","3.1.1) Cumulative PY Funding","","","","","12.389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13358a8af49bf2193d8c1fcbff91f4af8f182c5e-0-5730bfada10ac822d886e62b21dc13592d4d219a","13358a8af49bf2193d8c1fcbff91f4af8f182c5e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","13358a8af49bf2193d8c1fcbff91f4af8f182c5e-2-5accaa1b6d7cc8588a99deb4fa40dbfb0f83b17d"
"","PMA contractor services","","1.5","1.5","","","","0","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480dd01679979cbefb064943c42cb87f8750350-0-2b1a085cc59620b89577a2c1c1fbb6063a084ba8","1480dd01679979cbefb064943c42cb87f8750350","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1480dd01679979cbefb064943c42cb87f8750350-0-f8fce470cc0336db01d9af715873a3b419c47a46"
"","David's Sling Weapon System Components","150","","","","","","","150","","","","","","","","1","","","1","","","","","","","","150","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192eca8bdea495206d3efa5cfeaca2d1d7413767-0-b115353e7377b7dd42c5d83d67662081fb46e8da","192eca8bdea495206d3efa5cfeaca2d1d7413767","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","192eca8bdea495206d3efa5cfeaca2d1d7413767-0-ca46f06356406873651319c3c5b2acbe6c32fabd"
"","2.2 S2E2 Software Integration Facility (SIF)","","","","","5.2","","0","5.2","","","","","","1","","","","","1","","","","","","5.2","","","","","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-f26ef571e34984ed602c03bdd88960a50b67946e","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-886a058d0bdbd5922a7716034f83da5ead234365"
"","2.3 S2E2 System Test Environment (STE)","","","","","8","","0","8","","","","","","1","","","","","1","","","","","","8","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-1-4729bd5cb660f21ea9bfc8def8507580de6a09de","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-886a058d0bdbd5922a7716034f83da5ead234365"
"","2.4 S2E2 SMGT 1-3 DSP/GEO Stereo Capability Modification","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-2-db08dc273feffb53b4fb261b76722f29a74aa7c2","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-886a058d0bdbd5922a7716034f83da5ead234365"
"","2.6 S2E2 Integration","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-3-597b553132e662a8adb78c1ab08f85b5d7fb6600","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-886a058d0bdbd5922a7716034f83da5ead234365"
"Requirement derived from Change 4 of G/ATOR Block 2 Capabilities Development Document signed 22 October 2014","2.1.1) G/ATOR Shelters","","0.525","0.525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24febab206f12e49a266ce58bec118a0b5f41773-0-9a14f59a1af58cbc062201b957260f55f325768b","24febab206f12e49a266ce58bec118a0b5f41773","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","24febab206f12e49a266ce58bec118a0b5f41773-0-79425c809a8604a86a6a947788687f11eb3ded80"
"","ISR Transport - Transrating/Transcoding","","","","2","","","","","true","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-fe51c9533bedb542996cae90de67fa52e2c2237c","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-d9d6fa772927fa6822ee3421f49856301dc8ed4c","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-e82225624bdf50f513a5bffd4e442a6c3ece5bb7"
"","ISR Transport - Kuss MB Hub; idirect","3.206","3.18","3.18","","","","","","true","","","","","","","2","2","2","","","","","","","","","1.603","1.59","1.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-1-9b12ea600821838d7b4cfbafca6c991023290188","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-1-18a9259527b17e87fe2780df9afc1e0151361304","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-e82225624bdf50f513a5bffd4e442a6c3ece5bb7"
"","ISR Transport – Ka/Ku Terminals","5.362","3.537","3.537","","","","","","true","","","","","","","2","2","2","","","","","","","","","2.681","1.768","1.768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-2-a1b8d99efabef666418b176725bdf391876a16b4","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-2-69071a5cf359ce1dd39bd4d1d53633ce436b080e","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-e82225624bdf50f513a5bffd4e442a6c3ece5bb7"
"","Hardware","57.7","","","","","","","57.7","","","","","","","","1","","","1","","","","","","","","57.7","","","57.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-6dec0039dae4cf6b3665a3fd9428f2d694800d60","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-b209eb0b4f57b6bcb80b093ffd823907acc8d7e5"
"","Iris and Fingerprint Capture Devices","","","5.67","","","5.67","","","","","","","","","","","","2000","","2000","","","","","","","","","2.835","","2.835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-29aac650f3205f38e0a16b1e6bde996ca7975423-0-ae0c081c1bcf4980376d57958dc752755ac22f25","","","29aac650f3205f38e0a16b1e6bde996ca7975423-0-ad8da371de30f7dc06e7d3d4d4001a9d45d8ce52","29aac650f3205f38e0a16b1e6bde996ca7975423","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","29aac650f3205f38e0a16b1e6bde996ca7975423-0-05c6b3222fce8ee239d8f507739c0dec0d56384a"
"","5.1.1) Prior Years","","","","","708.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2b06b542f65bb2f0e68982f0bd7c99eb0acaa7f2-0-c175ed50444f2fc840e8ec2b25e2480f1aea7308","2b06b542f65bb2f0e68982f0bd7c99eb0acaa7f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2b06b542f65bb2f0e68982f0bd7c99eb0acaa7f2-4-e08d35073a58c854ee5ee085c930a69de7d7fd1e"
"","Communications Equipment (Encoders-DTS)","","","","","8.034","","","8.034","","","","","","4","","","","","4","","","","","","2.008","","","","","2.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2f57950a964560dac5fb1e27226ebffd9ab25762-0-b288e39963fb9bd66ea175f7fe22348ce7b440ac","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2f57950a964560dac5fb1e27226ebffd9ab25762-1-2388acb2956441a2e9ed229583503d7017c37489"
"","Communications Equipment (Encoders-CA)","","","","","8.034","","","8.034","","","","","","4","","","","","4","","","","","","2.008","","","","","2.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2f57950a964560dac5fb1e27226ebffd9ab25762-1-36ab68e296af17f55f32dd154643769c5c58c79f","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2f57950a964560dac5fb1e27226ebffd9ab25762-1-2388acb2956441a2e9ed229583503d7017c37489"
"","DoD Enterprise Media Systems","0.085","","","0.14","","","","0.225","","","","","","","1","1","","","2","","","","","","","0.14","0.085","","","0.112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-2f57950a964560dac5fb1e27226ebffd9ab25762-2-127d9c63b108a30686b9b704cff5ef60180ec0c4","","","2f57950a964560dac5fb1e27226ebffd9ab25762-2-28ce8b3d1df5eb333a6bd3c9b4e1ae79103ea1c4","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2f57950a964560dac5fb1e27226ebffd9ab25762-1-2388acb2956441a2e9ed229583503d7017c37489"
