"Name_val","Location_val","HistoryPlanningList_HistoryPlanning","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-74f19eac16aafba89bcaf40403f471a2f1e6f220","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-80ab33d09e2f193cbf341e6fe4757dec84b94485","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-4-46e4bdca652ea9d5933c833caf47ce844b3c3449"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-306a368917b4bdde2869d600bbda578a92e11ebf","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-bb5d83d14497bb1c1360bdcb0b4405c963e6f7c5","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-5-dabce80da7b37a39114c91c28d3c6d82d3b013e1"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f77ceb97e4d9a25dcd88ee754f7e22f9c8b726b5","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-a742c13a1c42023f136e33d87d6047b94c4cc75d","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-6-496b7bad2f5c3b10fc56d7c896f34a825445b5d8"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-44a8a75459906ebda9a76ea39d0287546006e433","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-bd0323ddb49fe2790220874b2121d7b373cec281","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-7-2caa7c27f8d0980c0ef6a99b9798909e7226425c"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-634bd1a1a3afab19fcf13274e2fa42b6f7974420","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e5c0bb569e57cc66dd3c7c36dfbbb6961fbad690","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-9-ae4cd79fdb48754e205278d3f00ae51c7d63a0de"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-c387427e664db92f8ea4aa7598210816e11b21fc","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-820f553768e4b27c78d2a95f7f3c15f13d9987d2","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-16-7a94ab84505fcfbe225dd0f465e2d178a84ccff6"
"MicroServices Corporation","Vienna, VA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-b427d52d5294471c9054019f47ab744c5d7b0a5a-0-619f7a35055f3694a5110edc4c51782132bde1c5","","","","","","","","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f9801df3d6b8b8c3c3319732872b0ed526c51fd7","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","b427d52d5294471c9054019f47ab744c5d7b0a5a-18-da02fd00cdcfb3bcaa7f517ff800e22d0036dd1c"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-069cc35da9efdf7310ab03bc2e07573783c49266","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-1c1589411f11c49efee5efd1cf1b27823c2836f2","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-0-96c14c440fd97193f15bccf39acdb711755620a0"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-72623d1f2855c4479a47f7c4cfb109100ab1524f","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-3bfd7daca94845e39a043788768310bc9c3fd750","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-1-f4c590ced4681286255e2e89f4df001619a646ee"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-48542898442cf556f9977fa08cbaaa38af2d8db1","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-43b3cedbd0d3a729d13aa96a435f94900425b3e3","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-2-1b6f30f0e695d20ad4f2d7e3e9648f4bb21de27d"
"NAVAIR","Maryland","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-901f6dbc50ea9cedb9f7f8586f89770b4ada2b29","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-be26e5cacdd984c0afd476e4809aafc7708cdd86","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-0-226b14d382686e895640ed6384e93bf986101656"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-c34e95c621c63412472c4bd635669d195b326659","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-a5225bf0f23bacc4edf8e784d4fa84a935f2d4e2","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-0-5538fcb02ea91d8954514d39354753663a18f733"
"Lockheed Martin","Fairfax, VA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-dffb5c75dbe726b4d72f6a32147a8de75a125591","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-acf892e3b59384882d0e7a836ca1b02e5e011c8e","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-1-6c051653980bd7d13a24db3edc1dc27de1d80c82"
"Lockheed Martin","Fairfax, VA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-ea91baa67ed5314e3a3d478cfa328e8e0d8ccc82","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-9473b7e46442b1005b91afac944ffca9705ace19","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-2-13a45364d2a5ef53d7e303cbbb409e8316d25263"
"Lockheed Martin","Fairfax, VA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-e6f1990f5b3fa7244592befabf6848b2d83675a3","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-e5ea0afc200226995af0a8f1cbaf297b35d2563a","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-3-e88d9dd354bbf9f1392144ba1396d22a859c2809"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-b455d922204fd88b7eb716098e074cdc3bceb1c8","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-d587603a4c3d3548b129531f72c97897cf25314a","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-4-cca1be818dc45952db751cc39864333ead5d7fad"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-0178f16adae47bc2d48a1c763f028397c1d34961","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-7770889d2bd05406c44d25ab84cbc22c7556178a","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-5-56d7914d39f635065ee87b3bac9a85c0ea997b9c"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-2821ee4c55ac3af407cee3807f897179ce7de4be","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-56f2017f2aef95b78401efeed40f1fd3a4e1f18a","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-6-77bc7dbcb9977f67fecde4f3880eaf0f5d534a3d"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-99aa9ccb6b655844b8438b47b8d4925c01b474c8","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-007e6345d8ca6318f41c4d8f7d14af21f293ae84","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-7-5d080c8a558f255739b5bcc927cbbfd2ca38a223"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-db6f5077d89a4a345c42def45f212c26a0bfc5c0","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-e7a43bba0e48b7755f30b31c6d5f119b941c6e6b","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-8-47c7e864227e8b9bca77f13cf03c8f24620283ae"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-4893a48350c5657fea06c827022a7185347d68cd","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-2562ee96e87c765839ae556501b31781c82a2320","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-9-eddb298ba8e1c37110ebb1a4f3e84e55bf1993a3"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-a7426b5778766a589856b43cf20ed421714b1a75","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-bdf1af8e6132ce63f4eaf72df97ed12ada610aad","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-10-330f89c6b24112aa4320f970bd6dc7835cd3d078"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-3e62be7657ae4a1970195f525daaad42dd81af92","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-8359e98c6c519b2a36d8ac70fd8de1bd607c9619","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-11-0e7d06c7d89620d1011447cac74c4630534780ec"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-9891960abc69df901198123805f20b3b426ffdf1","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-aeba09658480c69c323332e37b52d474bdbc9427","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-12-fe3609d6c8c006e6b55a3309004379e73067c3a3"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-69d86983af8d01dfedeb22f88fe7ae679a2abd14","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-813c6dc78a76581008b5784b26de17193fc37719","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-13-e69634d37bcef41e330659db4415821a0920f368"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-326c4174359fd080bb6cb3db33b7a5c287cb17be","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-b29c1b9cb0c1cccd228a11a8fd8f95cd3bb22d91","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-14-a864889abb768311fd80745127bcf7b1838edf46"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-35dfecb57a04d8d121d612f59faf3fa8b0268e5c","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-1715f85856ae4c503453704669bd83bdb0ae6413","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-15-071d2b73e12d0f741768bc828986232bc25e4916"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-2e119d6778cd85f88261b7225b8893f698c4e527","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-96f2ca63dbc30de8bdcd731a9025c18384324e5e","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-16-e5ee2315fce546b7c4bc7590a3f3c3961e838634"
"Various","Various","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-09c9285abdf62b4e902fb028ae31d93123468c39-0-c195935cf98e38efb67d9ca153e45c43665b8fdb","","","","","","","","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-3801eb058b9fadff7efd0c8b336359b4d1dfe185","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","09c9285abdf62b4e902fb028ae31d93123468c39-17-461950e8e08a21931a4955bf3d17f63baa2d23af"
"L3 Telemtry West","CA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-26acbf055b8d0657bb2aa1c33467c0793c92be7c-0-c1535bc02d89dca3fa8bd51755534cac00f70191","0","0","0","0","0","0","0","0","0","0","0","26acbf055b8d0657bb2aa1c33467c0793c92be7c-0-5a0746c05352ccbdd9474c829fb522ea05c17c88","26acbf055b8d0657bb2aa1c33467c0793c92be7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","26acbf055b8d0657bb2aa1c33467c0793c92be7c-0-cefa781815d7bdb3dba3e36c23e6274c6f0092fc"
"ITT INDUSTRIES","CAPE CANAVERAL, FL","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-6dccb0c2920d67db85cba056f1e6eebb7ec87ef4","","","","","","","","","","","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-dc6b3775e36888eb23a4adc42bfb0b0c6be7a841","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-c11da582a1f95163c753f783dd707bf593b1b5c9"
"UNKNOWN","UNKNOWN","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-1-ee915e06efc4e11e6d6daa49c53c1ccd046408df","","","","","","","","","","","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-1-5ef65ad32349d0b26d43f80742ddcb1f97832de9","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-c11da582a1f95163c753f783dd707bf593b1b5c9"
