"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army Active","","","182","13.725","37","4.809","","","37","4.809","","","","","","","","f8abb799eb1725741e808eb9556f4b0f355b02c8-0-532f7ee7837f992e4efe4e2db3be2d1485903a4d","f8abb799eb1725741e808eb9556f4b0f355b02c8","root.record.ItemExhibitList.P5Item","f8abb799eb1725741e808eb9556f4b0f355b02c8-0-91c094a4a1f15eff2c15c160a49fbef54640699d"
"Army National Guard","","","","","53","6.642","","","53","6.642","","","","","","","","f8abb799eb1725741e808eb9556f4b0f355b02c8-1-52b1e8074de6dd923832ada6d3b9e8a29ea6779f","f8abb799eb1725741e808eb9556f4b0f355b02c8","root.record.ItemExhibitList.P5Item","f8abb799eb1725741e808eb9556f4b0f355b02c8-0-91c094a4a1f15eff2c15c160a49fbef54640699d"
"Army Reserve","","","","","19","2.139","","","19","2.139","","","","","","","","f8abb799eb1725741e808eb9556f4b0f355b02c8-2-1cab43fe64aa967627d00a1c258a1e89b4c48aca","f8abb799eb1725741e808eb9556f4b0f355b02c8","root.record.ItemExhibitList.P5Item","f8abb799eb1725741e808eb9556f4b0f355b02c8-0-91c094a4a1f15eff2c15c160a49fbef54640699d"
"Army Active","","8.007","1080","13.238","","12.738","","","","12.738","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-5cca14e64453a393e13aa555d5616fa885aaecd9","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-615788d6c49ec917a5c56ad03a1a4969f80ec352"
"Army National Guard","","3.072","500","5.093","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-3550a1ba23e08bd47fdf3d0da03d99bc946cf7af","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-615788d6c49ec917a5c56ad03a1a4969f80ec352"
"Army Reserve","","1.406","300","3.128","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-002f8517838eb91349922e653f3e8a0bc0bb05e8","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-615788d6c49ec917a5c56ad03a1a4969f80ec352"
"Army Active","","5.406","556","3.712","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-6e2448699f2aecff1d3b38f9d2f13db76076677c","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-14c26fd0646b410310a825a71d0ca96e950c605a"
"Army National Guard","","2.345","546","2.871","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-e914163d0c076fa53a5a791b8273b5f816adf2dc","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-14c26fd0646b410310a825a71d0ca96e950c605a"
"Army Reserve","","0.7","180","1.345","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-ab4d0fa6c429cdf409284c6bad7ff0dc0f5444b8","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-14c26fd0646b410310a825a71d0ca96e950c605a"
"Army Active","","5.06","140","4.886","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-e7b9f1e35f54bf9c295428ae26cacfbf3555c623","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-83ad68312b1de789be23da08c7b7a0cbebe154e0"
"Army National Guard","","0.801","46","0.737","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-a5c24064d4adadc0cc852fd24e141211054f8521","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-83ad68312b1de789be23da08c7b7a0cbebe154e0"
"Army Reserve","","0.591","16","0.587","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-6f98e9963b9b309fc3ec770c1296d902090368a4","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-83ad68312b1de789be23da08c7b7a0cbebe154e0"
"Army Active","","5.332","140","3.283","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-cf75441e136c75f129248546560240df0698b49a","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-3-869ab716558ef22ce2a6ded0d2df87dbe07325b0"
"Army National Guard","","1.272","74","1.2","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-8d7cd9df354c42ac40939d9ed7cf0e1c74bafc8d","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-3-869ab716558ef22ce2a6ded0d2df87dbe07325b0"
"Army Active","","8.987","1540","19.582","","12.738","","","","12.738","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-0-8e325a3114cf1755989224b1b142de23f6ca71bd","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-4-55cdadd705c7c4d4b3b2169afc7fb8028fc32cad"
"Army National Guard","","2.245","540","5.846","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-1-6c1144e0a468a2a23bca4896a683b5ce8d7c4871","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-4-55cdadd705c7c4d4b3b2169afc7fb8028fc32cad"
"Army Reserve","","1.129","318","3.384","","","","","","","","","","","","","","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-2-d9f1ae58d63ccbc9be51da3dd6de6e55e8864937","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e","root.record.ItemExhibitList.P5Item","f99c0cbed4bcd97bcbcdf7d2c6dcfbc889de8b9e-4-55cdadd705c7c4d4b3b2169afc7fb8028fc32cad"
"Army Active","485","7.244","1043","15.717","1221","18.27","","","1221","18.27","","","","","","","","fe74a729678c1ce3f914f38de65f758a78e5031c-0-61369d8ca80863ea44ecfed18f6ade4a3c38fcb8","fe74a729678c1ce3f914f38de65f758a78e5031c","root.record.ItemExhibitList.P5Item","fe74a729678c1ce3f914f38de65f758a78e5031c-0-9a7dca39f40c92b5c0a23d99b763974001d8033f"
"Army National Guard","256","2.983","338","5","202","3.015","","","202","3.015","","","","","","","","fe74a729678c1ce3f914f38de65f758a78e5031c-1-fd186d99363896133263f8a84283357d5c5fa6a3","fe74a729678c1ce3f914f38de65f758a78e5031c","root.record.ItemExhibitList.P5Item","fe74a729678c1ce3f914f38de65f758a78e5031c-0-9a7dca39f40c92b5c0a23d99b763974001d8033f"
"Army Reserve","","","","","68","1.015","","","68","1.015","","","","","","","","fe74a729678c1ce3f914f38de65f758a78e5031c-2-ec0cc2bb24a8793b6202f87ce880131b78a60b5d","fe74a729678c1ce3f914f38de65f758a78e5031c","root.record.ItemExhibitList.P5Item","fe74a729678c1ce3f914f38de65f758a78e5031c-0-9a7dca39f40c92b5c0a23d99b763974001d8033f"
"Army Active","","","","","17","6.573","","","17","6.573","","","","","","","","0204976ad94ad32b11abd747085e4b4552b94214-0-c8bcb9b06f10ea9c053f23af427e45fcf789c17b","0204976ad94ad32b11abd747085e4b4552b94214","root.record.ItemExhibitList.P5Item","0204976ad94ad32b11abd747085e4b4552b94214-0-7765f6b91e7c4fb881f2f63dbf842f3f0925ef2c"
"Army National Guard","","","","","34","13.967","","","34","13.967","","","","","","","","0204976ad94ad32b11abd747085e4b4552b94214-1-41397debae79ebbf82d993a55818e6bc5b14632a","0204976ad94ad32b11abd747085e4b4552b94214","root.record.ItemExhibitList.P5Item","0204976ad94ad32b11abd747085e4b4552b94214-0-7765f6b91e7c4fb881f2f63dbf842f3f0925ef2c"
"Army Active","","","424","19.954","713","40.556","","","713","40.556","","","","","","","","0225881630233f087c2131fd44a3413d8733b0d8-0-999de96a6a26174c61554f9fe77c0164cf5f5ca5","0225881630233f087c2131fd44a3413d8733b0d8","root.record.ItemExhibitList.P5Item","0225881630233f087c2131fd44a3413d8733b0d8-0-beaee6b878afe34267a8469cf67b715399775977"
"Army Active","","","160","19.954","237","28.607","","","237","28.607","","","","","","","","0225881630233f087c2131fd44a3413d8733b0d8-0-2209bf5a8d9edfcdd0b9629c3ebb5163228252c5","0225881630233f087c2131fd44a3413d8733b0d8","root.record.ItemExhibitList.P5Item","0225881630233f087c2131fd44a3413d8733b0d8-1-55ac8db105a3191fe867d50c8278642271feba3f"
"Army Active","187","51.498","1","2.201","","2.028","","","","2.028","","","","","","","","05f21eec14aa85886ff178818b45121f78273e3c-0-3d705591c1f442ab879101a275da8ce63fc3d676","05f21eec14aa85886ff178818b45121f78273e3c","root.record.ItemExhibitList.P5Item","05f21eec14aa85886ff178818b45121f78273e3c-0-832aef54760c20d9169524fc4f11656864895a0f"
"Army Active","","","","","200","6.822","","","200","6.822","","","","","","","","06b9b5993c5f111a142b219eca9695fbeb47a59c-0-1c465ba87e11c8d6bde0f2551b8aabe646d32cda","06b9b5993c5f111a142b219eca9695fbeb47a59c","root.record.ItemExhibitList.P5Item","06b9b5993c5f111a142b219eca9695fbeb47a59c-0-bd5b4a85f6fcfa7dbe6d5f5cdcd199649e25a268"
"Army Active","225","37.29","","0.9","","","","","","","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-0-cf19aa27a4c38dd1331ec58286c85aa5a2a272d8","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-0-a31f564a79f60f11a46eefd080919eb1b3790e7f"
"Army Active","","","","","110","74.041","","","110","74.041","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-0-c5ba4a2757f6813fe590b44fd34969176de03f85","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-1-52c4170acb5821d65f6c47e9c976855107dcb103"
"Army Active","2400","51.282","16447","426.199","4992","34.54","","","4992","34.54","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-0-1e4634b5ba709148688ffaf1dae7a9480b5e0eea","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-2-818aa1fc937713bc6f61fe0752d5db1b346bb0f4"
"Army National Guard","","","","","893","6.18","","","893","6.18","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-1-04de8551927110caa01969d5cab3f1fdd981eda6","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-2-818aa1fc937713bc6f61fe0752d5db1b346bb0f4"
"Army Active","","","","","3921","343.207","","","3921","343.207","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-0-34b772d82aff0e2a535d0a34ad99a96d0904c592","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-3-9cbc2ea711288b7c2c0695690cff3e9fcb6a298a"
"Army National Guard","","","","","1143","98.282","","","1143","98.282","","","","","","","","06c993bed2cc6507cde8301ef937581e0973c880-1-6bac68611f59f458e9dbc4529a10127144837da0","06c993bed2cc6507cde8301ef937581e0973c880","root.record.ItemExhibitList.P5Item","06c993bed2cc6507cde8301ef937581e0973c880-3-9cbc2ea711288b7c2c0695690cff3e9fcb6a298a"
"Army Active","","2.036","","3.316","","2.703","","","","2.703","","","","","","","","089aa1869b2894e9e2cf7457908baae103ba6422-0-ae2d124c0c1c74428a0b56cd5cc00a90d755980d","089aa1869b2894e9e2cf7457908baae103ba6422","root.record.ItemExhibitList.P5Item","089aa1869b2894e9e2cf7457908baae103ba6422-0-5e54eef446f6b7106351ff6a56e6694b81efaf41"
"Army Active","","24.118","","","","","","","","","","","","","","","","089aa1869b2894e9e2cf7457908baae103ba6422-0-ce35e7ab6bdeecebcdb7fc14fc2a946c3ae8acae","089aa1869b2894e9e2cf7457908baae103ba6422","root.record.ItemExhibitList.P5Item","089aa1869b2894e9e2cf7457908baae103ba6422-1-04413518ca4e7417360dc11aeb87ca6c9d4f43db"
"Army Active","","9.801","","7.876","","6.163","","","","6.163","","","","","","","","089aa1869b2894e9e2cf7457908baae103ba6422-0-b859546d369eb2753589788319e8e23ccd224fdb","089aa1869b2894e9e2cf7457908baae103ba6422","root.record.ItemExhibitList.P5Item","089aa1869b2894e9e2cf7457908baae103ba6422-2-164b599013fd4fe83387e971c2c72368f226498d"
"Army Active","16","5.763","25","8.336","23","7.798","","","23","7.798","","","","","","","","0d24d8fdee665357bee402f9cde1a2ead5cd023d-0-fbedb8246058f2aacf6f17b51f4fffcba7518062","0d24d8fdee665357bee402f9cde1a2ead5cd023d","root.record.ItemExhibitList.P5Item","0d24d8fdee665357bee402f9cde1a2ead5cd023d-0-b4b8904654654b45e1725a3f6c47a392a412e55e"
"Army Active","133","5.611","","","","","","","","","","","","","","","","11edac809555fc8d0f1923849aee0895c6474dad-0-4a42eff63c083050b8b605df8972193e0eda5f31","11edac809555fc8d0f1923849aee0895c6474dad","root.record.ItemExhibitList.P5Item","11edac809555fc8d0f1923849aee0895c6474dad-0-3eda65e34cd85365062ca7fb0843fdf1c78d6a2d"
"Army National Guard","169","7.2","","","","","","","","","","","","","","","","11edac809555fc8d0f1923849aee0895c6474dad-1-1a7064f108e4e9ade20c24a3dc4817aeb24da1cc","11edac809555fc8d0f1923849aee0895c6474dad","root.record.ItemExhibitList.P5Item","11edac809555fc8d0f1923849aee0895c6474dad-0-3eda65e34cd85365062ca7fb0843fdf1c78d6a2d"
"Army Reserve","177","7.551","","","","","","","","","","","","","","","","11edac809555fc8d0f1923849aee0895c6474dad-2-f6627d41159c58dbc53cb21df92f9135f8552467","11edac809555fc8d0f1923849aee0895c6474dad","root.record.ItemExhibitList.P5Item","11edac809555fc8d0f1923849aee0895c6474dad-0-3eda65e34cd85365062ca7fb0843fdf1c78d6a2d"
"Army Active","12","36.668","180","46.117","339","104.649","1","7","340","111.649","","","","","","","","12879565016453b1dae494b0b864ad4aa2e94156-0-dab8c8332f1015401d26a712f7b8f42e2c551a0c","12879565016453b1dae494b0b864ad4aa2e94156","root.record.ItemExhibitList.P5Item","12879565016453b1dae494b0b864ad4aa2e94156-0-0d7628164c8b4ed168dcb7c279307dcf3d655a32"
"Army Active","114","32.194","30","8.376","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-0-a3b38f8638eabeaae8010a9162ad0777265d5c7f","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-0-23b5fd272b8bb6e56837058cf49caf87e046e409"
"Army National Guard","74","24.837","","","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-1-284d0fa5ed3ee567a84ea86722172558060ba9cb","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-0-23b5fd272b8bb6e56837058cf49caf87e046e409"
"Army Reserve","12","2.759","","","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-2-50498ee46a32af2cc10dff88c60c184edb51351b","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-0-23b5fd272b8bb6e56837058cf49caf87e046e409"
"Army Active","","6.446","19","2.508","5","0.648","4","0.428","9","1.076","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-0-6a369f8db6698940d5bbfd1dcb16750f9b5a0d36","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-1-19febd4299b22e0d83dd3e2a84114e23303ef7ab"
"Army National Guard","","10.826","31","1.006","11","1.329","","","11","1.329","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-1-99adbe29cf09f17fc4ec3f7a1bb22517b6ae7c44","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-1-19febd4299b22e0d83dd3e2a84114e23303ef7ab"
"Army Reserve","","6.446","12","1.006","4","0.518","","","4","0.518","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-2-c2ad0c4495167813972b880071f177e98e33c471","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-1-19febd4299b22e0d83dd3e2a84114e23303ef7ab"
"Army Active","87","11.701","128","8.05","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-0-18dac55913ceb34b7243d86b19b94455055da1ba","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-2-2e6034da929cd05295832c2cad253a2089622f00"
"Army National Guard","417","15.395","100","11.157","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-1-540c2b760e210bb48cff14d416345f399c5a53d6","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-2-2e6034da929cd05295832c2cad253a2089622f00"
"Army Reserve","29","3.694","5","1.221","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-2-1a3667d336d63f6fee934c855091d5593de61526","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-2-2e6034da929cd05295832c2cad253a2089622f00"
"Army Active","123","30.446","","","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-0-894f3dc1230313800b74206fccf1023ef9689917","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-3-779ccd3e997c6588b63be9578274e042caceffbb"
"Army National Guard","204","25.874","35","8.377","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-1-9eb05832cd20c4d07d0ccd65ccd761e1fb34e137","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-3-779ccd3e997c6588b63be9578274e042caceffbb"
"Army Reserve","38","9.975","","","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-2-95eb6f1331d9ea2f316547f7f3c13a32a9892907","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-3-779ccd3e997c6588b63be9578274e042caceffbb"
"Army Active","","8.321","","","","","","","","","","","","","","","","1305c98727f7c17ddc9acdcb04e9896e32dc20dc-0-50088d0c4293b1d0d1be9fc76722f50292b2c8b0","1305c98727f7c17ddc9acdcb04e9896e32dc20dc","root.record.ItemExhibitList.P5Item","1305c98727f7c17ddc9acdcb04e9896e32dc20dc-0-43cefb341f6021342d4cc3023df2a1c614b7155c"
"Army Active","321","8.165","485","6.31","","","","","","","","","","","","","","132984b5c25d9d30f289301abd99886088a17860-0-366a781181bb554239465cd4f605488a2483b27c","132984b5c25d9d30f289301abd99886088a17860","root.record.ItemExhibitList.P5Item","132984b5c25d9d30f289301abd99886088a17860-0-70a9b628ef4125ce42832719f98d4a5cd61c805d"
"Army National Guard","","","309","4.015","","","","","","","","","","","","","","132984b5c25d9d30f289301abd99886088a17860-1-7659203537bbe9b435bb7b7d7ef85daadc120eff","132984b5c25d9d30f289301abd99886088a17860","root.record.ItemExhibitList.P5Item","132984b5c25d9d30f289301abd99886088a17860-0-70a9b628ef4125ce42832719f98d4a5cd61c805d"
"Army Reserve","","","88","1.147","","","","","","","","","","","","","","132984b5c25d9d30f289301abd99886088a17860-2-9dfc4f1d56c8f5ad27f393713ab0c0f9ba6e7e17","132984b5c25d9d30f289301abd99886088a17860","root.record.ItemExhibitList.P5Item","132984b5c25d9d30f289301abd99886088a17860-0-70a9b628ef4125ce42832719f98d4a5cd61c805d"
"Army Active","24","14.989","15","10.378","","","","","","","","","","","","","","14bd4baaa77ea4ab57561e04173fe9300ef00572-0-434b5bdb79d40c8cd5ddbf4117de16ed3fa11c8f","14bd4baaa77ea4ab57561e04173fe9300ef00572","root.record.ItemExhibitList.P5Item","14bd4baaa77ea4ab57561e04173fe9300ef00572-0-3c6be1de8203cfdd95c65c1fab4631f1fd7a8a5c"
"Army National Guard","1","0.588","15","10.653","9","6.146","","","9","6.146","","","","","","","","14bd4baaa77ea4ab57561e04173fe9300ef00572-1-ce91f4728d67c1a63207271ce570c7f02361bad5","14bd4baaa77ea4ab57561e04173fe9300ef00572","root.record.ItemExhibitList.P5Item","14bd4baaa77ea4ab57561e04173fe9300ef00572-0-3c6be1de8203cfdd95c65c1fab4631f1fd7a8a5c"
"Army Active","","","285","19.357","395","16.621","","","395","16.621","","","","","","","","185e32e94523d0d6457a28f658e1d9bfbac49f44-0-282a112b4c01d3e17d3df89b590e72e52d2ebfc1","185e32e94523d0d6457a28f658e1d9bfbac49f44","root.record.ItemExhibitList.P5Item","185e32e94523d0d6457a28f658e1d9bfbac49f44-0-8b1926292e345e74f62aa5817dd1d3cfbfa4974a"
"Army National Guard","","","","","215","8.562","","","215","8.562","","","","","","","","185e32e94523d0d6457a28f658e1d9bfbac49f44-1-21d25c45211cd445cfc972c17c73b49c197f3c64","185e32e94523d0d6457a28f658e1d9bfbac49f44","root.record.ItemExhibitList.P5Item","185e32e94523d0d6457a28f658e1d9bfbac49f44-0-8b1926292e345e74f62aa5817dd1d3cfbfa4974a"
"Army Active","35","33.196","","58.499","","43.093","","","","43.093","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-e95747ca9152d053762373f29e5ccb790517e9a7","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-fe75454113be3022b3584ceec952b76edc1c50d9"
"Army National Guard","","","","24.357","","35.696","","","","35.696","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1-f419f45674d2eaadf106823c8bb306f6aac3a637","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-fe75454113be3022b3584ceec952b76edc1c50d9"
"Army Reserve","","","","0.909","","31.369","","","","31.369","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-b0d18f4e2d0e18c00ce7dc3e119043524be3203c","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-fe75454113be3022b3584ceec952b76edc1c50d9"
"Army Active","","13.347","","9.217","","3.011","","","","3.011","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-79d25e245ee7fdfac00491a587ab503b20e3ca2e","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1-2988cea28000e581b1b4c5ce69dbc453b2b3ceb5"
"Army Active","1471","15.228","1114","8.276","1230","13.002","600","1.8","1830","14.802","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-3199e2df770b3121684c2b2841edd2d41baaa75c","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-cb4b905ba0b63c09533d85c7eada17699e343956"
"Army National Guard","112","1.224","280","3.072","500","5.093","","","500","5.093","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1-ad667b12d446fc0dfaa8a44701b0b0fa26c53926","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-cb4b905ba0b63c09533d85c7eada17699e343956"
"Army Reserve","62","0.699","127","1.406","150","1.564","","","150","1.564","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-bb14497ba592c10409793b9cfdcf4e044d2e6b81","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-cb4b905ba0b63c09533d85c7eada17699e343956"
"Army Active","299","14.531","300","5.589","919","5.52","","0.3","919","5.82","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-a39a6e7129cfd0c74351abd7bae4a64ae6254e7b","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-3-b75d8bf1ecbcea770f5d29c169c31b64234989d1"
"Army National Guard","168","2.609","100","2.345","273","1.436","","","273","1.436","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1-f8a43ecbe4cd526daa2a1c0216f3542c5cf5bc1c","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-3-b75d8bf1ecbcea770f5d29c169c31b64234989d1"
"Army Reserve","54","1.718","44","0.7","90","0.672","","","90","0.672","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-02466a8dee380cc35a11a77b95a06a5d612e8899","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-3-b75d8bf1ecbcea770f5d29c169c31b64234989d1"
