"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army Active","3194","333.167","1794","238.805","1788","236.783","383","39.045","2171","275.828","","","","","","","","18a7bd201efe5e627c5fe9ca31452c7559105bcd-0-24d94467928740b1781bf15ef3db21e027d97104","18a7bd201efe5e627c5fe9ca31452c7559105bcd","root.record.ItemExhibitList.P5Item","18a7bd201efe5e627c5fe9ca31452c7559105bcd-0-a228ce9196df0ddb433499a44a805e632b6bf7be"
"Army Active","14","227.66","9","193.935","10","163.526","4","85.83","14","249.356","","","","","","","","1aec33e09429109b0c081525995730d17c579d78-0-e9265c737740f2e055bc29a2afb8c184bf1feda6","1aec33e09429109b0c081525995730d17c579d78","root.record.ItemExhibitList.P5Item","1aec33e09429109b0c081525995730d17c579d78-0-bcbcea1c93d78a5aec085336a37cd9fd0ba9a10f"
"Army National Guard","8","110.517","6","105.059","9","149.201","","","9","149.201","","","","","","","","1aec33e09429109b0c081525995730d17c579d78-1-8340ef1eccc42149712cfba94e9de527d389d3ca","1aec33e09429109b0c081525995730d17c579d78","root.record.ItemExhibitList.P5Item","1aec33e09429109b0c081525995730d17c579d78-0-bcbcea1c93d78a5aec085336a37cd9fd0ba9a10f"
"Army Active","21","49.255","45","67.868","11","25.9","34","40.46","45","66.36","","","","","","","","2230e8caed2c34d8ec27861c8d58f8ac51bcee85-0-4294fe6a4f02e90f21c2fee90867578101b14b40","2230e8caed2c34d8ec27861c8d58f8ac51bcee85","root.record.ItemExhibitList.P5Item","2230e8caed2c34d8ec27861c8d58f8ac51bcee85-0-7e2ec465deebd0b0806b5cc5b4558c76430d6159"
"Army National Guard","17","38.655","22","32.372","7","14.835","15","17.34","22","32.175","","","","","","","","2230e8caed2c34d8ec27861c8d58f8ac51bcee85-1-fd0087fd9b6bba796ae3536f163c147f56733b1c","2230e8caed2c34d8ec27861c8d58f8ac51bcee85","root.record.ItemExhibitList.P5Item","2230e8caed2c34d8ec27861c8d58f8ac51bcee85-0-7e2ec465deebd0b0806b5cc5b4558c76430d6159"
"Army Active","","","38375","53.669","1060","1.5","6644","10","7704","11.5","","","","","","","","37abed5ba924362eb186181ce91a2f866d69b1ff-0-681c4223108af324abe82b40fb0dac201995f42e","37abed5ba924362eb186181ce91a2f866d69b1ff","root.record.ItemExhibitList.P5Item","37abed5ba924362eb186181ce91a2f866d69b1ff-0-3a3d305d5e9f4b97dc90a842ae1c9770b230d2ff"
"Army Active","6240","16.903","44910","45.62","4511","5.1","29387","35","33898","40.1","","","","","","","","37abed5ba924362eb186181ce91a2f866d69b1ff-0-0c4c19b747b66b33084e8678d09ed0722d00b4fc","37abed5ba924362eb186181ce91a2f866d69b1ff","root.record.ItemExhibitList.P5Item","37abed5ba924362eb186181ce91a2f866d69b1ff-1-144a85bfcbc052862565e578e15f96c422f59bc5"
"Army Active","107846","123.865","54561","62.867","91866","89.876","","","91866","89.876","","","","","","","","37abed5ba924362eb186181ce91a2f866d69b1ff-0-01b73b2b31e772ef1e0da64509858d0d9eb21926","37abed5ba924362eb186181ce91a2f866d69b1ff","root.record.ItemExhibitList.P5Item","37abed5ba924362eb186181ce91a2f866d69b1ff-2-db43646ddd1b129232073aecddc2f121475ce712"
"Air Force Active","","17.016","","","","5.75","","6","","11.75","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-2106ad090b160ad1cf564de2b726c5da1cb0f7d1","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-c59f3c22d0e2ebde5c30863376f4e5882520f6e5"
"Air Force Active","4","10.07","34","5.5","53","3.171","","","53","3.171","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-23fbcf11169c49788d23babc7dd6177d0ebf5bc4","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-1-63498333486d550f6cdf3459c21fbf8f2283b1b3"
"Air National Guard","1","3.038","","","","","","","","","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-1-e3befcc03cc2035ea382c3471c10113f28a1fd40","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-1-63498333486d550f6cdf3459c21fbf8f2283b1b3"
"Air Force Active","","5.933","","1.7","","0.967","","","","0.967","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-0cae2b77637d56001f3506ffa36cd3a681673ce1","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-2-9a2a157c4be60b32e43657f81fdfd01838a62c3a"
"Air Force Active","","","","","","0.05","","","","0.05","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-4fc42495a1651b96ea1de71e0d239d41300afccf","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-3-b73306c3dd7cc522faa86225c7e25d9ce476f72d"
"Air Force Active","","","","","","1.3","","","","1.3","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-d653d58c85e552682641b92a1958fe592be52134","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-4-800e0d4f7334c5e76502673ebc298c8315cd5cc2"
"Air National Guard","","","","","","0.402","","","","0.402","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-1-b512d7386dc90c8364ee60e0ec9df305111398c0","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-4-800e0d4f7334c5e76502673ebc298c8315cd5cc2"
"Air Force Active","","","","","","0.1","","","","0.1","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-272d33a758e8894178779bbd238c862dfbbc1c4c","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-5-1c0061efb33b7b9dc243217e7c7097b623f0d6c9"
"Air Force Active","","","2","1.9","30","4.62","","","30","4.62","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-bfc93b11b93bb9ef09f9a74eaaeb31f0f6c25097","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-6-804d616d2dd053089833f02ee63e95f7d76bb20a"
"Air Force Active","7","12.113","11","12.3","8","7.743","","","8","7.743","","","","","","","","47095650b1c28567be35fb43aaf8b0d60d3068ea-0-b4937368f43adde078c694830f2e8ee1b9516415","47095650b1c28567be35fb43aaf8b0d60d3068ea","root.record.ItemExhibitList.P5Item","47095650b1c28567be35fb43aaf8b0d60d3068ea-7-4c03009a1b9e045972ca5e1cbbc00d560f633ebf"
"Army Active","","","","","","","38","35.6","38","35.6","","","","","","","","4a69c6ff109ff5d6cec9686a4ce86e6343ccb051-0-d0fc1fd1ad0f1d2e8e7839874e7e8c12ec0b2903","4a69c6ff109ff5d6cec9686a4ce86e6343ccb051","root.record.ItemExhibitList.P5Item","4a69c6ff109ff5d6cec9686a4ce86e6343ccb051-0-0aa5e29e1b69f9352060d19bcd10cc23ea0eb9a6"
"Army Active","","152.072","","25","","","","25","","25","","","","","","","","54b860697a1b5fe331605492c5e59999b80b828a-0-7854e1b7a242e74e304575690abfc1f3441d8241","54b860697a1b5fe331605492c5e59999b80b828a","root.record.ItemExhibitList.P5Item","54b860697a1b5fe331605492c5e59999b80b828a-0-9553de96d0edfffd784789a93b45fc6271f5db98"
"Army Active","","279.685","","57.727","","240.286","","","","240.286","","","","","","","","54b860697a1b5fe331605492c5e59999b80b828a-0-a370dad547d40e22a20e6b19ace76e40da7041cb","54b860697a1b5fe331605492c5e59999b80b828a","root.record.ItemExhibitList.P5Item","54b860697a1b5fe331605492c5e59999b80b828a-1-7c4d6915a1f9a556130f69a37f3cbdd4acef3d10"
"Army Active","","11.605","","9.595","","8.191","","","","8.191","","","","","","","","54b860697a1b5fe331605492c5e59999b80b828a-0-c28d0652a98906b5b0abac21f056d9282037ed74","54b860697a1b5fe331605492c5e59999b80b828a","root.record.ItemExhibitList.P5Item","54b860697a1b5fe331605492c5e59999b80b828a-2-51fc08381c920e1050d12f8cfe2653f3b9a06089"
"Army Active","14","330.399","25","756.441","6","220.973","10","386","16","606.973","4","147.2","12","396.7","0.2","","","55195bdabb0f57e849f36d3f214dfc9f8d91c159-0-df86f4738c9338c9e2dc3393898164d839cb8544","55195bdabb0f57e849f36d3f214dfc9f8d91c159","root.record.ItemExhibitList.P5Item","55195bdabb0f57e849f36d3f214dfc9f8d91c159-0-3276014c2c5e5f32ff692ef913a858b7e4155276"
"Army National Guard","18","540","","","","","","","","","","","","","","","","55195bdabb0f57e849f36d3f214dfc9f8d91c159-1-1f09949a3e83d71e92d7f737c8ca17584f3ddac2","55195bdabb0f57e849f36d3f214dfc9f8d91c159","root.record.ItemExhibitList.P5Item","55195bdabb0f57e849f36d3f214dfc9f8d91c159-0-3276014c2c5e5f32ff692ef913a858b7e4155276"
"Air Force Active","","0.5","","","","","","","","","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-3c30d91f1030005b91dce2f59557e10af7ce00c9","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-19db1c9a8c51b8dc8a7585623e0feb5dd45d0040"
"Air Force Active","","19.434","","34.713","","29.859","","","","29.859","","38.14","","33.934","34.241","","34.965","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-fd84242b3f8eac5b1074d70b044f2f47654e140e","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-1-29da898a95898b1236990892037b7af90fc52341"
"Air Force Active","","9.773","","0.000","","2.5","","5.695","","8.195","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-0fa84c8f4d8116aa8768ec167e015206d34d0f08","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-2-417b0a8c1c1cdb5b97bfc015a79d022a94c502c4"
"Air Force Active","","1.573","","5.322","","0.000","","","","0.000","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-8a3a9d32a75007958358de48ab17693cc0f881c7","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-3-c99ace77f5043ed8dbec7aa2496a0f5d72def83e"
"Air Force Reserve","","0.000","","0.000","","","","","","","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-1-8bad10ab93dd788b248bcb44c5ea8a79e430e72c","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-3-c99ace77f5043ed8dbec7aa2496a0f5d72def83e"
"Air National Guard","","0.000","","0.000","","","","","","","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-2-537ef6368e916e6d19289e48a2238cd44856f900","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-3-c99ace77f5043ed8dbec7aa2496a0f5d72def83e"
"Air Force Active","","0.252","","0.259","","0.261","","","","0.261","","0.267","","0.272","0.277","","0.282","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-338b99cc57411e05ff2dc76d29cfb714489f6360","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-4-c074556bcf0ed86bfcc1c587f07c576375e1fee1"
"Air Force Active","","0.000","","0.000","","","","","","","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-d60b99b957d6eee2d4b756cc10410639f869c2ed","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-5-31af654e77c12548fe2a6c43f12f5492232e3d53"
"Air Force Active","","0.000","","5","","73","","","","73","","69.865","","226.013","205.216","","208.91","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-fcde3a81016930a54808384d40172a82aaf1bdc8","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-6-be3582df96c77638bed4f92a3560f0efd54b7820"
"Air Force Active","","4.949","","2.298","","0.315","","","","0.315","","","","","","","","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-0-a2f06a10fd5bfbfaaf1dc094af49641801245616","5c50a61d9e9f46482f5b042dbfe18687ac28d60e","root.record.ItemExhibitList.P5Item","5c50a61d9e9f46482f5b042dbfe18687ac28d60e-7-8db64e6b7fe3a898b728d4094d2dbca844bbaf6c"
"Army Active","9","112.8","16","183.9","","","14","163.8","14","163.8","","","","","","","","697d6defc6213dfe91fff487a8de80b1dde3e5f7-0-a7c564c8b42ed1b045c220133fd95b57e69ae313","697d6defc6213dfe91fff487a8de80b1dde3e5f7","root.record.ItemExhibitList.P5Item","697d6defc6213dfe91fff487a8de80b1dde3e5f7-0-8989d031428cdb9a0e219ea864084859215bcef7"
"Army Active","907","108.966","161","30.501","","4.464","430","54","430","58.464","","","","","","","","945128009b88cd0d02b315bf95a84596dfdd15bd-0-0361b71cb63029ecd6941ea3ec1196f02834ee44","945128009b88cd0d02b315bf95a84596dfdd15bd","root.record.ItemExhibitList.P5Item","945128009b88cd0d02b315bf95a84596dfdd15bd-0-c24f597a98a7bd55164efe8a5ff8329e36ff652b"
"Army Active","","53","","52","","","","15.3","","15.3","","","","","","","","a70db715409cb4733810cc77c66cedb237b06f35-0-30708563ae23c2c99d02fe511729430707c3bad9","a70db715409cb4733810cc77c66cedb237b06f35","root.record.ItemExhibitList.P5Item","a70db715409cb4733810cc77c66cedb237b06f35-0-b4847beb15274078659f09998f53a97780426578"
"Army Active","","3.493","","12.956","","5.53","","5.98","","11.51","","","","","","","","bf2077019fc5e01cf1b75fb45b09715d9a322c7b-0-84767963330b2bb50dfe5d42caebf06567428d9d","bf2077019fc5e01cf1b75fb45b09715d9a322c7b","root.record.ItemExhibitList.P5Item","bf2077019fc5e01cf1b75fb45b09715d9a322c7b-0-ea1dfc663f725bc4d201fc4835638cd560871909"
"Army National Guard","","","","0.637","","0.639","","","","0.639","","","","","","","","bf2077019fc5e01cf1b75fb45b09715d9a322c7b-1-cf601749e2743ba0523056cc95fb5e05dfbbf4ed","bf2077019fc5e01cf1b75fb45b09715d9a322c7b","root.record.ItemExhibitList.P5Item","bf2077019fc5e01cf1b75fb45b09715d9a322c7b-0-ea1dfc663f725bc4d201fc4835638cd560871909"
"Army Active","997","187.585","2463","273.265","2274","232.614","","7.2","2274","239.814","","","","","","","","dce9c0db85cb806cb22a73b3a0250eb58f84bded-0-9f95ed8bfe82c35db98b9fadfd4f03cf7b45ca71","dce9c0db85cb806cb22a73b3a0250eb58f84bded","root.record.ItemExhibitList.P5Item","dce9c0db85cb806cb22a73b3a0250eb58f84bded-0-01ca5a41b64a12bbf71d98b75b347fd90b5344a6"
"Army National Guard","","19.928","240","1.097","443","34.6","","","443","34.6","","","","","","","","dce9c0db85cb806cb22a73b3a0250eb58f84bded-1-c7501de274381a1a6eecb6b80ba22f95bf613f05","dce9c0db85cb806cb22a73b3a0250eb58f84bded","root.record.ItemExhibitList.P5Item","dce9c0db85cb806cb22a73b3a0250eb58f84bded-0-01ca5a41b64a12bbf71d98b75b347fd90b5344a6"
"Army Reserve","","0.035","","","","","","","","","","","","","","","","dce9c0db85cb806cb22a73b3a0250eb58f84bded-2-a0c6ee7549a61b5dac913156120ed3803d27c194","dce9c0db85cb806cb22a73b3a0250eb58f84bded","root.record.ItemExhibitList.P5Item","dce9c0db85cb806cb22a73b3a0250eb58f84bded-0-01ca5a41b64a12bbf71d98b75b347fd90b5344a6"
"Army Active","3","68","1","39.7","","","3","51.654","3","51.654","","","","","","","","e8433affa3d5d86be1cf637ec2cfffc02474a6cb-0-ab613e615ee0378308085f991f55701da5d18182","e8433affa3d5d86be1cf637ec2cfffc02474a6cb","root.record.ItemExhibitList.P5Item","e8433affa3d5d86be1cf637ec2cfffc02474a6cb-0-4d30ab632e36e40179ad32150fda9519700b2510"
"Army Active","90","12","43","6.727","41","6.87","","","41","6.87","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-2d6f26d8fb89b6f24a61a2f918c8f9dfc9b6ef9f","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-42d28d9160f29aba38a9a92f926bfe32cf3195b8"
"Army National Guard","68","9.066","42","6.197","36","6.197","","","36","6.197","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-1-3d3bf252fcb3345079188c6de5332b2f6b9e745e","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-42d28d9160f29aba38a9a92f926bfe32cf3195b8"
"Army Reserve","8","1.067","64","9.517","56","9.517","","","56","9.517","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-2-80e0e2fa2dce7fef68f6164156146a1caed167e1","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-42d28d9160f29aba38a9a92f926bfe32cf3195b8"
"Army Active","","","","","","0.2","18","6.264","18","6.464","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-4c6b871665bd85a64a3ae0a06a85a141dadc2fbb","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-1-676e346581b9939871562e4243e5a8475c3ab1ba"
"Army Active","78","4.727","","","","","","","","","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-0-9e0d8cc8c14bdce7c02a9e82762edaab12344870","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-2-3471b2c52c05a84e55d55a8ab76eedcfa4fc0f21"
"Army National Guard","","","60","3.779","66","4.073","","","66","4.073","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-1-9b0fcf885304cccfe01547339dd24c77d0a6e6e5","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-2-3471b2c52c05a84e55d55a8ab76eedcfa4fc0f21"
"Army Reserve","","","19","1.197","18","1.139","","","18","1.139","","","","","","","","e8902b2910f3432ae2ca75a875f8250bccab88a0-2-17be12e460b0a38bb5193bbea23fac8a48dd687d","e8902b2910f3432ae2ca75a875f8250bccab88a0","root.record.ItemExhibitList.P5Item","e8902b2910f3432ae2ca75a875f8250bccab88a0-2-3471b2c52c05a84e55d55a8ab76eedcfa4fc0f21"
"Army Active","","","","","","","4","48","4","48","","","","","","","","eb27c5790a9a8d0a815f7353704082853d26e4a2-0-a870fde56a6b8ff205e86581087133fe4ac27c4e","eb27c5790a9a8d0a815f7353704082853d26e4a2","root.record.ItemExhibitList.P5Item","eb27c5790a9a8d0a815f7353704082853d26e4a2-0-113b81dd703ecb2c73337bac8231c7d34ce4cf51"
"Army Active","882","11.472","","","","","","","","","","","","","","","","0004fbf8a96f1e03d47bdc35344eefa4f5b7b79a-0-11f9948e2b757c377356d7b705748b6b799d3342","0004fbf8a96f1e03d47bdc35344eefa4f5b7b79a","root.record.ItemExhibitList.P5Item","0004fbf8a96f1e03d47bdc35344eefa4f5b7b79a-0-afd5ec5d2160a3ed2ec18ad2abfcc383fb0d302e"
"Army Active","8","49.859","7","43.163","1","5.623","","","1","5.623","","","","","","","","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-0-882b00e6ee6d4a39118ff5154b3d6909ab6b74c6","005f99de5ceef4db7e3b07e7c02f8382b978a5eb","root.record.ItemExhibitList.P5Item","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-0-251b982d12222cbf53c9b7d92eb2147d54114009"
"Army National Guard","10","40.851","5","20.981","6","23.543","","","6","23.543","","","","","","","","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-1-65c9916b716e415cd0dc2797176c9f4056bf7a94","005f99de5ceef4db7e3b07e7c02f8382b978a5eb","root.record.ItemExhibitList.P5Item","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-0-251b982d12222cbf53c9b7d92eb2147d54114009"
"Army Reserve","","","","","1","3.924","","","1","3.924","","","","","","","","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-2-6f34d1e568d3b1dab153af08387599045d7d455c","005f99de5ceef4db7e3b07e7c02f8382b978a5eb","root.record.ItemExhibitList.P5Item","005f99de5ceef4db7e3b07e7c02f8382b978a5eb-0-251b982d12222cbf53c9b7d92eb2147d54114009"
"Army Active","","","1","4.003","7","6.157","","","7","6.157","","","","","","","","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-0-15d7c4df71c326c3d703848330769df7c5b6010f","00d97b67c2ea0f81252d9b064edbe2936e8c1b30","root.record.ItemExhibitList.P5Item","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-0-f2fd373b8e6bdb03d2fdddf4c8679e3c1b1f4b4f"
"Army National Guard","","","","","8","8.74","","","8","8.74","","","","","","","","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-1-bda6b97f1c4a7494e48c399400a3a3f33cd8626e","00d97b67c2ea0f81252d9b064edbe2936e8c1b30","root.record.ItemExhibitList.P5Item","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-0-f2fd373b8e6bdb03d2fdddf4c8679e3c1b1f4b4f"
"Army Reserve","","","","","4","4.966","","","4","4.966","","","","","","","","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-2-3cd99cd00a64765ea56bb970f619149f24771ea3","00d97b67c2ea0f81252d9b064edbe2936e8c1b30","root.record.ItemExhibitList.P5Item","00d97b67c2ea0f81252d9b064edbe2936e8c1b30-0-f2fd373b8e6bdb03d2fdddf4c8679e3c1b1f4b4f"
"Army Active","","3.316","","2.703","","2.325","","","","2.325","","","","","","","","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f-0-71d3b5dd7bda0d9bc487233d49cbf1ae45282074","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f","root.record.ItemExhibitList.P5Item","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f-0-542785576889b4b4c041cec6112b8130ccc8ab1d"
"Army Active","","7.876","","6.163","","9.484","","","","9.484","","","","","","","","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f-0-9199c24ea4270c4340b37eaeff06a85c24707341","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f","root.record.ItemExhibitList.P5Item","02ee4c9f6abdb12142aaadd2c873971fa1afcc9f-1-80bac42c15b580f24fed5bdafe5e17c92129660c"
"Army Active","1","1.683","","26","","","","","","","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-0-04efbdf98dedfce7d7993377a76b8d89653a29bd","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-0-a6d77a69da6e981e1fd5a4f03a187767331e3b3a"
"Army Active","224","2.878","100","16.473","426","4.881","","","426","4.881","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-0-aa3b9a8f190eef69f772f0363de625a22d645a2d","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-1-e0fb6b775d9ad00b956e33cf3a92b2070b264628"
"Army National Guard","142","1.874","63","0.852","271","3.101","","","271","3.101","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-1-9b0dc5346eb5e616357d40662ab01b49e7e64077","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-1-e0fb6b775d9ad00b956e33cf3a92b2070b264628"
"Army Reserve","41","0.536","18","0.244","77","0.881","","","77","0.881","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-2-d3e46e62295c0dbacbdfc2a7cc542c9e8e3c00dd","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-1-e0fb6b775d9ad00b956e33cf3a92b2070b264628"
"Army Active","4950","18.635","250","26.059","1642","6.458","","","1642","6.458","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-0-3f2a9ee2f60f27c271da562b489d67a8ea3afa5a","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-2-adad9b163d434e7848133783a1ab0bc2b0c35c9f"
"Army National Guard","3150","12.132","160","0.658","1045","4.13","","","1045","4.13","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-1-30e69c9797f29b94076f9372bf2b2f8282ff72f3","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-2-adad9b163d434e7848133783a1ab0bc2b0c35c9f"
"Army Reserve","900","3.466","46","0.188","298","1.179","","","298","1.179","","","","","","","","06a1913721ef305b7a06c55912fa828a9c860eee-2-76cb497b6ec4ebf5a10a65a05efd1d74ccee91b7","06a1913721ef305b7a06c55912fa828a9c860eee","root.record.ItemExhibitList.P5Item","06a1913721ef305b7a06c55912fa828a9c860eee-2-adad9b163d434e7848133783a1ab0bc2b0c35c9f"
"Army Active","7","3.136","23","7.798","","1.438","","","","1.438","","","","","","","","074a1da090409b0524598b6a58fb6ab2037087f9-0-c551987d521a14e68035205f5583a84314a61d11","074a1da090409b0524598b6a58fb6ab2037087f9","root.record.ItemExhibitList.P5Item","074a1da090409b0524598b6a58fb6ab2037087f9-0-0cee966ec84f94136004392636f369b0c808c59f"
"Army Active","200","10.892","9","0.498","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-0-f927fb981f1edde4c873688ae7abbd7431433570","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-0-d1e9ad9c6c70c830d4170527a75db5558caf325d"
