"Name_val","Name_@footnote","Location_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army","","Wash DC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-32b5db15db622ad4c5ac79f29e508fc93894e133-0-d05c859bbd3142391acb6fbc9a8fb39cc2d25e87","","","","32b5db15db622ad4c5ac79f29e508fc93894e133-0-acb8981f15207244b3e4be5590b04b9e5caae903","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","32b5db15db622ad4c5ac79f29e508fc93894e133-0-06a54a92d1b6d204d35dbb61543c8c9e5a05decd"
"SAIC","","VA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-32b5db15db622ad4c5ac79f29e508fc93894e133-0-41a9cb8fc53c21757db49e6fd1ffb475ebf5557e","","","","32b5db15db622ad4c5ac79f29e508fc93894e133-0-32ad01f5bb999e87ecf1587d082f81f2e6bb3f09","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","32b5db15db622ad4c5ac79f29e508fc93894e133-1-4e6aeb91bf3b09690bfdec5d59cf8b1e770d3804"
"Army","","Wash DC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-32b5db15db622ad4c5ac79f29e508fc93894e133-0-33ae59f0b6b71b148c814ce9bb13975356c1d768","","","","32b5db15db622ad4c5ac79f29e508fc93894e133-0-41d3e0ad7e5a9a995ff6389f0380c48622c9bb0e","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","32b5db15db622ad4c5ac79f29e508fc93894e133-2-76cc80997844eacbf8eb2338323775c7fc80ac45"
"Army","","Wash DC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-b973b28c1158cb663de50686125dc0ede52625d3","","","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-8c689aff0efa9a5ae3e49c27af0b9f7f60e90b08","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-aa1560cf9b3281363a13b5df6b3bf2fd367e0beb"
"SAIC","","VA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-76a97ef7eefc2d6648f320e8bc84ffd129ba4971","","","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-1d52c985b651dc99ef4faf889f218ea0ee58dd68","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-1-ea6c411f252ba74f018cf70158fb1b2a08506133"
"Army","","Wash DC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-001fc1c7070614ad15b3ea59f0d40ffe6a235a7f","","","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-c5fece8234f997cb89b386d7f560ee8882856a05","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-2-aa1d0c55b7d916fb0257e3d5350de7702de9c97f"
"TBS","","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-8f6f799704e1cfb2cd4f35de3731cc3dfd634994","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-eb7d976c93f09e3dbf5dd3f1ee6880ef2a76ca20","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-0-0f1370a312cc16a2d4846792e04044f77be1d273"
"SPAWAR","","Charleston, SC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-58d79fec17dffa933f24682362bc29e54a12ef89","","","","12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-59d7ab9034bca95f61fc73945bda9be5d28e9c13","12fe0d50cb9d3c84e0164209926a72357d42b4ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","12fe0d50cb9d3c84e0164209926a72357d42b4ad-2-f856e8cfa203a5b62d8a0806927372419353fa8a"
"SPAWAR","","Charleston, SC","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-bb04c21f735d94bc8f8462fa7925b4c8e288c6f9","","","","12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-d86294939d1e54b0318170c1d3d16fcb5ad12cab","12fe0d50cb9d3c84e0164209926a72357d42b4ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","12fe0d50cb9d3c84e0164209926a72357d42b4ad-3-03f05b7149f67786a3a5e4d5b28fff1b231b633d"
"National Reconnaissance Office (NRO)","","Ogden, Utah","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-dd8e6ee40bf2125bb971667e7fd32528c7fa228f","","","","12fe0d50cb9d3c84e0164209926a72357d42b4ad-0-dacbd3d5e38fa9e4b80003d8afc9efb51475b04e","12fe0d50cb9d3c84e0164209926a72357d42b4ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","12fe0d50cb9d3c84e0164209926a72357d42b4ad-4-18d7713a25d4e484c0388710d6ff3109f39fd307"
"Various","","Various","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-2818b05efa63a58bd4192239e2840184ddd37fdc-0-46e965235a8e69a615155b8ef3acb6c505061b56","","","","2818b05efa63a58bd4192239e2840184ddd37fdc-0-d733bed666b272076028e35ad5103abd56528711","2818b05efa63a58bd4192239e2840184ddd37fdc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","2818b05efa63a58bd4192239e2840184ddd37fdc-0-06afb47e53a943e62b693f8758c110514cbc7060"
"TBS","","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-78ade76ab459c619520531f652df04b6feb54ae9","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d5753568fcb972eb8ba7dc141126f6e09d12bde8","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-df36e83c4c7f9e61d25796b1eb9dbcfacd73a1bd"
"TBS","","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-406925a600137959d9949002fdb7831cfedc2439","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-54c9bb91d8a29b648e1e82b528e430e32e817adc","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-addf003c67a93c18e197796b52affc96e17318a6"
"Snap, Inc.","","Chantilly, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9a062fb0dab4dd3f5c857af36867f707d13c6d59","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c9572c5c573d07554beabcecc12c4e156402d42d","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-eb24a755781ec09f44c8449e90858f3abfdee095"
"TBS","","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-a7272a5ce3ff52f8735fc65632e1126e37ba887d","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-f8eec56227955e3ed8d3b8e925ea890d7cd17776","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-eb24a755781ec09f44c8449e90858f3abfdee095"
"TBD","","TBD","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4456edaab08717e3ff1369eead6ea930b09f4515-0-70fbdeabd0980cbd97b246eadec21f2d8b5720d1","","","","4456edaab08717e3ff1369eead6ea930b09f4515-0-692b2badce3c5be4d2aa83c014519f985a64092e","4456edaab08717e3ff1369eead6ea930b09f4515","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","4456edaab08717e3ff1369eead6ea930b09f4515-0-7c41a52e59e8e822574587df193610d02ce56f5f"
"TBD","","TBD","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4456edaab08717e3ff1369eead6ea930b09f4515-0-e4a06738c94c7a621202f1e9f763d8f6ad9eee52","","","","4456edaab08717e3ff1369eead6ea930b09f4515-0-5583be740ba6c203e8444f02b76aa7466685382c","4456edaab08717e3ff1369eead6ea930b09f4515","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","4456edaab08717e3ff1369eead6ea930b09f4515-1-79d2adc327d2d6248c7b72f7bfaa1b875667594d"
"Carasoft Technologies","","VA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-0-a7c05c70968ddad77480b7bfc1973fa6f0d630ee","","","","8283ccf319639587bd900aeb33e83df5aa15024f-0-cc09d611f11a7899caa1f1c16f47387b58c12633","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-0-951aa24d0a4f070939c8c102759178f227b71f35"
"Pepperweed Consulting","","PA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-0-20c3496511d88be565deeaaed20812470686f73d","","","","8283ccf319639587bd900aeb33e83df5aa15024f-0-5dc30fd4f1f447c66c515fa2ebed36e3b5f592c8","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-1-c5eaf7fca6d49b13118bea20b1fe7e8180c66751"
"TBD","","TBD","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-1-8b0c60e455c656d56b66f4c479fdecfd0893ae7d","","","","8283ccf319639587bd900aeb33e83df5aa15024f-1-2a62f8103676a8695841221cfecd4782cd603e96","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-1-c5eaf7fca6d49b13118bea20b1fe7e8180c66751"
"Mythics, Inc.","","VA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-0-31172cadb6b33dc62b04a4707ac334a7687037c6","","","","8283ccf319639587bd900aeb33e83df5aa15024f-0-a1730852babb24fdf616a3f87fc5c4807ca49bee","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-2-ab130be9c7448b79e2f1700722fc4dba007d0813"
"Oracle, Inc","","CA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-0-665f1302852a0ce972f91b0b7a1afc1877cd7a08","","","","8283ccf319639587bd900aeb33e83df5aa15024f-0-3986038c39b9d2acc0d3948ebaf81d9d7d9439c7","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-3-a171279258338c186ea2ce4b1f68a1cb132a419f"
"TBD","","TBD","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-1-50507a30dad216c71beb1de21ac8e9a50de37067","","","","8283ccf319639587bd900aeb33e83df5aa15024f-1-b88840bfb5a621769083b6f52384a4e7db4789b2","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-3-a171279258338c186ea2ce4b1f68a1cb132a419f"
"TBD","","TBD","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8283ccf319639587bd900aeb33e83df5aa15024f-0-4e74e9c2c7d983f46384839f0f147d3893e7eb0d","","","","8283ccf319639587bd900aeb33e83df5aa15024f-0-907ffb336481a3adb162257f7f4038945c148b9c","8283ccf319639587bd900aeb33e83df5aa15024f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","8283ccf319639587bd900aeb33e83df5aa15024f-4-6a2daab5e26eb11966885f7c5746f82f50eae20a"
"Northrop Grumman","","Winter Park, FL","0","12","6","18","0","3","2","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-1d352c5ec68e90b601b4d945e6b9d72bac2e6365","1","500","8","a62aed55d639024b216a9c1e21867513b5b72fa9-0-7d1dc4b4a71f46f7b4b3919105b43a9ac8e987fd","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","a62aed55d639024b216a9c1e21867513b5b72fa9-1-3e6d20875d02ccb9fd832d71d827e3e6cf3b8893"
"Northrop Grumman DMS","","Reston, VA","0","4","3","7","0","5","2","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-866449accd721b0a69c840eec0e3c3013b2382af","260","3000","400","a62aed55d639024b216a9c1e21867513b5b72fa9-0-ee13bba3a198278b8a0a303452aade1aaea1af13","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","a62aed55d639024b216a9c1e21867513b5b72fa9-1-ab05e77f7f4fbe02592fc3958e9d049901baad4b"
"HP","","USA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ddd6270bf06ddfbc15d5908ddc03174192eda212-0-bea3c46c4d6134221f1ca0deeac0871dbfefe37f","","","","ddd6270bf06ddfbc15d5908ddc03174192eda212-0-ffce90743458c13f3c56aa13c8a181407738d815","ddd6270bf06ddfbc15d5908ddc03174192eda212","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement","ddd6270bf06ddfbc15d5908ddc03174192eda212-0-22c888b0e74cef775574c60e0de9e6d0557338e6"
