"val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"0207249F","d0c584f31e6951bf8391ccedb31e05542a53255a-0-6b59e8cccceacc138888a88ead547c309810b611","d0c584f31e6951bf8391ccedb31e05542a53255a","root.record.ItemExhibitList.P3AModificationItemGroup","d0c584f31e6951bf8391ccedb31e05542a53255a-1-efac3903a9bd6e94f885b1002c4f5b1b4c22cb2a"
"0604270N","03e5573fd0c778d7b377bb4737e951700f7fc2cc-0-ac3ccf95a2f6ef1600c0841ee15d74e429c75b56","03e5573fd0c778d7b377bb4737e951700f7fc2cc","root.record.ItemExhibitList.P3AModificationItemGroup","03e5573fd0c778d7b377bb4737e951700f7fc2cc-4-6d0a52723e7b174aea0334f774db623f9d8f4984"
"0604280N","087e8eedb49d56bfd405ca9bb757c9d419768f66-0-6460b47cad1084caed55c59f313b472597044ff7","087e8eedb49d56bfd405ca9bb757c9d419768f66","root.record.ItemExhibitList.P3AModificationItemGroup","087e8eedb49d56bfd405ca9bb757c9d419768f66-0-00f1e8db24e2a071bbeec3a542684ec12f4abdac"
"0604280N","087e8eedb49d56bfd405ca9bb757c9d419768f66-0-421700658a080e92f15752f1f8593fbb51deb64c","087e8eedb49d56bfd405ca9bb757c9d419768f66","root.record.ItemExhibitList.P3AModificationItemGroup","087e8eedb49d56bfd405ca9bb757c9d419768f66-1-c8def25e9c8c767aed6f774e9cb8f7ec1217ddca"
"0604512N","088da59aab35ae796254f393d8bfd9b2ae443a9e-0-aa9d52381b070127b862c1b5cb0d39481c5e39dd","088da59aab35ae796254f393d8bfd9b2ae443a9e","root.record.ItemExhibitList.P3AModificationItemGroup","088da59aab35ae796254f393d8bfd9b2ae443a9e-0-8e2fbbf520860b21a264b08e7509793957bb1af9"
"0604512N","088da59aab35ae796254f393d8bfd9b2ae443a9e-0-4a3cb403f7a05d6e4f97a2df8ed07e881bd1ff69","088da59aab35ae796254f393d8bfd9b2ae443a9e","root.record.ItemExhibitList.P3AModificationItemGroup","088da59aab35ae796254f393d8bfd9b2ae443a9e-1-e211cbf96f1916d259bb6d59d2e5ee76f5a666b2"
"0207445F","0962354bcb3967a7aa97cee21e1cf27446f8554e-0-d4d8a62a23320ea1893834dd46a64aaf0d8aabac","0962354bcb3967a7aa97cee21e1cf27446f8554e","root.record.ItemExhibitList.P3AModificationItemGroup","0962354bcb3967a7aa97cee21e1cf27446f8554e-0-b6e4948104ac58cb7d74b72e63348745dde5aa96"
"0303601F","0cf39e05f941fe4164b78a0135b22b256c12e649-0-668efc6687bd91ba0e4291484613a22a76c13692","0cf39e05f941fe4164b78a0135b22b256c12e649","root.record.ItemExhibitList.P3AModificationItemGroup","0cf39e05f941fe4164b78a0135b22b256c12e649-0-50d905d2b533ac85520cbc72efba5f29d76953c2"
"0303001F","0cf39e05f941fe4164b78a0135b22b256c12e649-1-605af7e22eaa9dbefeab48183f8f14632439bf24","0cf39e05f941fe4164b78a0135b22b256c12e649","root.record.ItemExhibitList.P3AModificationItemGroup","0cf39e05f941fe4164b78a0135b22b256c12e649-0-50d905d2b533ac85520cbc72efba5f29d76953c2"
"0204228N","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f-0-ae11b534c9c9ceb79f560fd9024500c6c63e20cd","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f","root.record.ItemExhibitList.P3AModificationItemGroup","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f-2-aa431e17d6bc2ca5535eee325f8025f081756db2"
"0204228N","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f-0-39e28b3a8ab9b20fae7249564a2c11b6fd308255","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f","root.record.ItemExhibitList.P3AModificationItemGroup","1089ec2fb1fcce2ee7ab78cdac2f930c6fcfea6f-7-c31d613813d926d22cc652617a5810bdbe4c3c41"
"0305207F","138581e5babb63cf58587a24f4b60c40203abbcf-0-d4dfbacc304f23fc168608cb0743867fad2436ce","138581e5babb63cf58587a24f4b60c40203abbcf","root.record.ItemExhibitList.P3AModificationItemGroup","138581e5babb63cf58587a24f4b60c40203abbcf-0-9074e106d98acdb7127783d4374fda0f7d1a30a2"
