"Name_val","Location_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0eeb201d434d2955fb31a40759d2911ddc6973e2-0-a90d06e3660c7971e8807335471288a07ceb0e4f","","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-d87fc35ce213d170b3ac579935497f8a5cac9082","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-0023a33d0ca60e0c620e5ac24d432643fc8dd245"
"SGI, Silicon Graphics, Inc","Silver Spring, MD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0eeb201d434d2955fb31a40759d2911ddc6973e2-1-f6d4d8af2e4e22417675e3215c8bb06060a6a65f","","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-369a24d211db017763b37a6b3d0cc11eac72a1f8","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-0023a33d0ca60e0c620e5ac24d432643fc8dd245"
"SGI, Silicon Graphics, Inc","Silver Spring, MD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0eeb201d434d2955fb31a40759d2911ddc6973e2-0-e67cc878b2fd693cceaff51c4078d6c3748e4efe","","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-0-66338eb67b92d090d23443805683bd00807d957c","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-f011e48ef51bd40137e64fada9d5cba70b4da613"
"Cray, Inc.","Seattle, WA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0eeb201d434d2955fb31a40759d2911ddc6973e2-1-9ae1e2954310d2dcf977ebc6cdd45e7256f2f0ea","","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-2fe24bbe6b8475890dadf83d94212416022aef3c","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-f011e48ef51bd40137e64fada9d5cba70b4da613"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0eeb201d434d2955fb31a40759d2911ddc6973e2-2-d18f3548a0c1de66c1d149ac843985dd56b38f77","","","","0eeb201d434d2955fb31a40759d2911ddc6973e2-2-90c578df5c6dd7eab002bf902c37148d513d2ec2","0eeb201d434d2955fb31a40759d2911ddc6973e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0eeb201d434d2955fb31a40759d2911ddc6973e2-1-f011e48ef51bd40137e64fada9d5cba70b4da613"
"TBD","DISA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-f08135d9ba9d47fdb10e2f0ee8955353828a9ebd","","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-90eca9e472ba06cd0688692e21122439778277ad","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-d9d6fa772927fa6822ee3421f49856301dc8ed4c"
"TBD","DISA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-7f88b9152297c31429790406b55c9669ae561164","","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-91fec97aa632c5e00ef54040f8b14ded6f0124d8","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-1-18a9259527b17e87fe2780df9afc1e0151361304"
"TBD","DISA","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-8eb86887f4694207323c918c9cf7118d447e9748","","","","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-0-09c4fd28059558129796d581d35532639f68305c","28efa5f91e84a33826d647f77ad9dc5ce387f0b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","28efa5f91e84a33826d647f77ad9dc5ce387f0b2-2-69071a5cf359ce1dd39bd4d1d53633ce436b080e"
"MANTECH Advanced Systems","Fairfax","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-29aac650f3205f38e0a16b1e6bde996ca7975423-0-e28e16d5860d13eaa0c3f7448dffc4450665c402","","","","29aac650f3205f38e0a16b1e6bde996ca7975423-0-3fc116a0ede90199d5af952b6bc5ea7aead0dd0e","29aac650f3205f38e0a16b1e6bde996ca7975423","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","29aac650f3205f38e0a16b1e6bde996ca7975423-0-ad8da371de30f7dc06e7d3d4d4001a9d45d8ce52"
"Unknown","Various","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-2f57950a964560dac5fb1e27226ebffd9ab25762-0-442644559b229b63674317932afe4145f65eda8d","","","","2f57950a964560dac5fb1e27226ebffd9ab25762-0-3801fd5d8e7823fca97ad59ddd172fc977d9de60","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","2f57950a964560dac5fb1e27226ebffd9ab25762-2-28ce8b3d1df5eb333a6bd3c9b4e1ae79103ea1c4"
"Unknown","nnknown","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-2f57950a964560dac5fb1e27226ebffd9ab25762-1-2a88e9adfca7a8579dd9839c45ed77986b6737aa","","","","2f57950a964560dac5fb1e27226ebffd9ab25762-1-212e4e859ce232be6dbb5d0a167c7c9d15e5dbd9","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","2f57950a964560dac5fb1e27226ebffd9ab25762-2-28ce8b3d1df5eb333a6bd3c9b4e1ae79103ea1c4"
"Unknown","Unkown","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-2f57950a964560dac5fb1e27226ebffd9ab25762-0-88b0104da51d513d8bfe37060bb3ea8ff6ce3749","","","","2f57950a964560dac5fb1e27226ebffd9ab25762-0-c25157846c4d7c5b650b7f087d43a4eb510210b5","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","2f57950a964560dac5fb1e27226ebffd9ab25762-3-2712d91edb289143d9a1b9903db06aab675c84d8"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-2e81cdf0bebb810d522ca64520cc9907a16e7477","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-9f0bb1e1d4349198efe49591337b41f0d698d011","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-0-b582c44d811b002b1ef061b965c7ba44fc4f1412"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-66d5daee035dc260e85c2122a47cba666c456894","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-884d8c14f15f225b400cb3d4d6652e01d08d8aaf","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-1-1c81530791455737e0dca6dbeb4dc958e80e7e6a"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-b59f567c6de41f1d91bcb550f997e4ff30c6cd9f","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-33df37a8fd15a89652d1265906d0d5b4b13595be","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-3-3bb2331b9c11cff0275f72f53aa649648f22cb07"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-0439dd507e78a6a3da327d66478ba5b9ac4edf68","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-1c620b166656fda46db1d35d30be01a32b92a623","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-0-9703c3738a4e982e36acc47baeee7808a4a7e795"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-c5b9482a282d2dd1b85eb60c9a7b50d07d97bcec","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-7a890472432a2b8e798c641b368e00d2ff05cc76","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-1-88ccd13b4807c9ed55d65cba93b015cbbe59e08a"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-69576839ddcd863ee01b93931331edba3190fc0f","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-348c23959c359f2e5f087bda70feaecb4c5cacc4","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-2-5dd88db2fb1f1d0a1f9d19fcc38b03be6204a46c"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-82f647379562d52154e7adca7f87ac8b297dccfe","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-f36c8034fd6aa126ad032b523f4eb3155e92d706","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-3-6c2d260478ec736a82fbc198fdae289fd1d4e104"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-70ba72a91784e955e05736e35118f650d95e47cf","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-850bfb57d1fd450e0c5391a66b20320b4d8a2706","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-4-3b3a215d52b2bd4e8445b3b72347a0e6dd59c901"
"TBD","TBD","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43d3554eb744da6b704f76d75f1225b38f0de759-0-aea2343eded8f3cdf8b09bccb385952a55457e73","","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-014d1361594397040018d17ed0ccfde253857ba4","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","43d3554eb744da6b704f76d75f1225b38f0de759-5-ab5d271b5bde275b04fb99bacc67a084a0ade421"
"Raytheon","Woburn, MA","3","2","12","14","3","2","12","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-64c2085b24f7871ccd17fccf20ceb6dd29a8837f-0-597e9c0cf0fc3d07ad426492d52a8d565bb59b43","1.00","1.00","1.00","64c2085b24f7871ccd17fccf20ceb6dd29a8837f-0-3761671bfd104ad84a7982671b4a43bcbd860b2a","64c2085b24f7871ccd17fccf20ceb6dd29a8837f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","64c2085b24f7871ccd17fccf20ceb6dd29a8837f-0-91e965d8f53c9612bb1ea8100d89fe6d66ed9797"
"World Wide Technology, Inc.","Maryland Heights, MO","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-82815328e56c8e53c5c668f1809bb667efb9b7a9","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-8b6f17e140e45bb6cd8280f26cc6220174e1dd8a","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-65b85d266738fbc121650e6ed213215f737c723b"
"UNICOM Government","Herndon, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-1-30902fd8c377f47e53a9ee533fa7924031aca86e","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-a25e171e475afa330319bb13b4980b6723aff0e0","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-65b85d266738fbc121650e6ed213215f737c723b"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-2-13ecaefc0e50013ea538659ae97af410aa665cd8","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-2-4fb11d6756409db9e3d63e26461f53123f0ed713","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-65b85d266738fbc121650e6ed213215f737c723b"
"Leidos","McLean, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-d6b2577b7e79cfc505cc40d1b1ffe2396909a0c5","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-858072f316c0db42618c1e104170c3849a99e763","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-c7258732652551a316119c2e1a0276a72645a0a0"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-1-278b6707a1d3e0a7f9b995ab420d591578242726","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-af7efe8670a6548d24e378d3ce9ac77ba39a617c","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-c7258732652551a316119c2e1a0276a72645a0a0"
"Defense Engineering, Inc","Arlington, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-27ddf32481a3715dfae76872b0efbfbb5f799910","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-5e45e4abc21104039f020e95d395cba42a04d995","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-2000607f14e80148f834cd9820cd05a907c3dffd"
"LGS Innovations","Herndon, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-1-ae98c4a6c9cc578f211f8bad31af833dbce3a65c","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-ab8504787ea36ae3901d8049aa65e0e22df466ce","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-2000607f14e80148f834cd9820cd05a907c3dffd"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-2-bdd2598c34f5fe67274aa2bba05f6d4903de3636","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-2-28865f67cc6ced5505af9491e62e49db81dc83d6","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-2000607f14e80148f834cd9820cd05a907c3dffd"
"Defense Engineering, Inc","Arlington, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-9cb4ff9d07d3f6a1127275b95233b0fb6ddaadc8","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-e398ac01417e40ff6b2f1e2203906170597b74f8","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-a444d6dc715a13277cba32b89d77b3b52bfddb2a"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-1-312c19e8f523c98b428cca261e0518fe8efcabe5","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-b2403366bde007c161b3d2f4c3cd806944f168b1","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-a444d6dc715a13277cba32b89d77b3b52bfddb2a"
"Professional Software Eng, Inc","Virginia Beach, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-c28c08811679a0d7c1fd0d86f5707eeaab56c412","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-5debcb6753bf1e69c9f50025228fe6126abf41e6","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-3-2af07d7b0a054c87c9faeef3bd564091ee1981c9"
"LGS Innovations","Herndon, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-1-65150bd27ed1b872656e1f7d94acd6feef9a71dc","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-1-6c35a7921404967e6d048ccc38d34049e4598689","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-3-2af07d7b0a054c87c9faeef3bd564091ee1981c9"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-2-3c0a18b6d71a90a789cb6783d526dfdc87591014","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-2-3e86cfef9bc7f245a240dc13c40715db2b6ad449","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-3-2af07d7b0a054c87c9faeef3bd564091ee1981c9"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-c106846c0cd19f18a7c5bb940f4ee1f14b014490","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-bbed9f3990de391d71c1d9a4cd35e38ce0da406e","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-6-844a27dcc747399fc88335bdcbe8b18d9740c384"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-55b12d0b50d5c5e1efdba7b7baab50485f5e5f3d","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-16c8d7a2b86ecbd457362b56c30b594b03c6a42a","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-7-55b5b3d99b2bceaeec0e7030ed0c00726b8df363"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-6f849759560e292ae5d1247b4513cdf075cd2cb5-0-cbe94e2180926050c9d6c66a6fec319c2a9f693e","","","","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-ce54677cac202f4ba577a9da89abf705c04ed1e6","6f849759560e292ae5d1247b4513cdf075cd2cb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","6f849759560e292ae5d1247b4513cdf075cd2cb5-0-35165c72df0e18810ae80e9e43a62bd35b357f50"
