"Month_val","Amount_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2016-10","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-84072bbb943e6190f03e05b4c4f78237695711d2","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-a0419cee3b39ce4f85a703ff0cba294f22347113"
"2017-02","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-96d002483e5051ac90a419e2f09b129551390ff2","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-3afee4fcbcf39d2724281b1f64d0e559a4ec60af"
"2017-03","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-0dbb0f0b02ccff3fbd18bdf27231183daea578ac","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-3afee4fcbcf39d2724281b1f64d0e559a4ec60af"
"2018-02","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-3a73ecf9a79d1341f5602bb6093b5f31f168cc96","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
"2018-03","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-1-11a1fddd9357521cf1908114eedb4f56f49ae580","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
"2018-04","1","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-8b7f3aec18ba26b429d4f6f0e32db6dbd4f97e98","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-2-c8646aca17b8eec877fb14cb47cb9c1174ae5c44"
"2014-05","2","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45-0-2c4fdc3685aad2c78421844ba1828210e1c2de41","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45-0-8a9a46646c34193ac42d127fa8a32b49e3741461"
"2014-06","2","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45-1-a3b6ad5adb264fdfcb60925c2bcf47333d83f517","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45","root.record.ItemExhibitList.P5Item.CostElementCategoryList.PackageFielding.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c0658daa8a1dee7b2e39bd879ada6f6ecc8bcb45-0-8a9a46646c34193ac42d127fa8a32b49e3741461"
