"BudgetActivityNumber_val","BudgetActivityTitle_val","EndItemList_EndItem","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-94ab2faa4a56c35126b0b88f9746bcd3b0f96482-0-54c0ba0b5b0f693346abd5fd81054dc6cb8aab64","94ab2faa4a56c35126b0b88f9746bcd3b0f96482-0-8ce939b1c9a9fd840221b46298dfdecdda4d805e","94ab2faa4a56c35126b0b88f9746bcd3b0f96482","root","94ab2faa4a56c35126b0b88f9746bcd3b0f96482-8f112d586d1809421cc8b2a9dd66ecd3d19ec47d"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-94afa63d93a9db193a29b4bb63cac496c5a3ea2a-0-cc5c283c29ccacdbc52c18efceb5c26ff43b7a7f","94afa63d93a9db193a29b4bb63cac496c5a3ea2a-0-c6a6e4d9e5b3e24ee8fff1346410728a78224d98","94afa63d93a9db193a29b4bb63cac496c5a3ea2a","root","94afa63d93a9db193a29b4bb63cac496c5a3ea2a-5404980c28d6daa335efdfc2a210252fb2fa1b29"
"4","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-94ea3ec3aa1fdc739179b775d579b9aefab5edf3-0-8444ec0289cc6cd2ebbf9c708dce5ecc980f1f8f","94ea3ec3aa1fdc739179b775d579b9aefab5edf3-0-febade9e80d3997a877daa8890850a5b6823a4ba","94ea3ec3aa1fdc739179b775d579b9aefab5edf3","root","94ea3ec3aa1fdc739179b775d579b9aefab5edf3-19d0d3a680f3b9c9aeba46ba6ca71d0d037fcbf9"
"2","Other Missiles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-98fad5c76a83a169106d8c40403971b83687e78f-0-9d0ab6769649f687335ac123ee49239d869c1e14","98fad5c76a83a169106d8c40403971b83687e78f-0-e8bbeb26f24470af913d511b112a2b97b94f6bc5","98fad5c76a83a169106d8c40403971b83687e78f","root","98fad5c76a83a169106d8c40403971b83687e78f-523d84ddd2d7123141c74c00f6d7aadaa3624bcc"
"3","Torpedoes and Related Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-98fad5c76a83a169106d8c40403971b83687e78f-1-075fa46dedfea70c5ebafd7acc6a40544fd6daf7","98fad5c76a83a169106d8c40403971b83687e78f-1-41807f981b797d957393a1237a352e5970d6d897","98fad5c76a83a169106d8c40403971b83687e78f","root","98fad5c76a83a169106d8c40403971b83687e78f-523d84ddd2d7123141c74c00f6d7aadaa3624bcc"
"4","Other Weapons","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-98fad5c76a83a169106d8c40403971b83687e78f-2-5fc7fa3f887de74780267c33c84548feda3dab7b","98fad5c76a83a169106d8c40403971b83687e78f-2-7dbc643a1ce5d5e866fbe1e9708214593265858b","98fad5c76a83a169106d8c40403971b83687e78f","root","98fad5c76a83a169106d8c40403971b83687e78f-523d84ddd2d7123141c74c00f6d7aadaa3624bcc"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-a06e7c61cb2497977946ed66fc6339f0e8b61268-0-8c560b8429772535c96b6e40f0c19ec50b2877cc","a06e7c61cb2497977946ed66fc6339f0e8b61268-0-1d360b3698054f9f6214d19240d55cff80fc6bbd","a06e7c61cb2497977946ed66fc6339f0e8b61268","root","a06e7c61cb2497977946ed66fc6339f0e8b61268-59c75d4f540a9c5253d42a33f6db55c14ec0ed6d"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-a42948526075f438265a65ba2e7886133b74af1f-0-e9de5a83a715520268511243b9c0114a0daeceee","a42948526075f438265a65ba2e7886133b74af1f-0-c09791e808831fb2346a95ac1745d1f8829b1371","a42948526075f438265a65ba2e7886133b74af1f","root","a42948526075f438265a65ba2e7886133b74af1f-121919ccd5dbed8d16fba82dca1ee6f74b083100"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-b23cfcbc099386e3ab3deb8ca67180c60d07c58c-0-48459b1e7e1ced1bc44b548f5d316327e2436192","b23cfcbc099386e3ab3deb8ca67180c60d07c58c-0-6090ba3992ba710a6270341ae88387eb1efa39f3","b23cfcbc099386e3ab3deb8ca67180c60d07c58c","root","b23cfcbc099386e3ab3deb8ca67180c60d07c58c-97d467e9e7b9d36e8b44c6017151aced53e3fe9a"
"6","Aircraft Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-b67cdfb6f8e66d58bd48722397203f86f3fc7fb3-0-27e2764f94fe6a23b21ceb39dc5708ffbc82f4bf","b67cdfb6f8e66d58bd48722397203f86f3fc7fb3-0-646ad3475e582b407b08498d65709b921e8c6215","b67cdfb6f8e66d58bd48722397203f86f3fc7fb3","root","b67cdfb6f8e66d58bd48722397203f86f3fc7fb3-4eb78a79bf274c98fced0e212a5017fb70fc169e"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-d794f8b2dd7575aac8677330b3889c69327607fb-0-619d73cfad32c770249c7e035a6837c228754d20","d794f8b2dd7575aac8677330b3889c69327607fb-0-a5f5eeb23bb98d6cbb6001d951babda10ce5f959","d794f8b2dd7575aac8677330b3889c69327607fb","root","d794f8b2dd7575aac8677330b3889c69327607fb-b49bdf0229cd8b6fec6da60fd04035535a31e446"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e7d8b3301f9984c59e845a30b11d88e60503e9ec-0-ca6a699a9f8cf5d8de88fb3d9b3c3c281a779bd0","e7d8b3301f9984c59e845a30b11d88e60503e9ec-0-00c86e48c8bca2b1c00113674da6cb8bbfca1147","e7d8b3301f9984c59e845a30b11d88e60503e9ec","root","e7d8b3301f9984c59e845a30b11d88e60503e9ec-be3bcd71124b65411f92078721b59ebc82dac398"
"5","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-4543e2760c1f3c76e862c040a8d9040451779455-0-137906680d8a1d6cfd6bf96d1040a22faa958d24","4543e2760c1f3c76e862c040a8d9040451779455-0-1e77d386a1549d54a99ff7c75d01b89c1ad59191","4543e2760c1f3c76e862c040a8d9040451779455","root","4543e2760c1f3c76e862c040a8d9040451779455-3e564258d12d362a96022deb7e00bef26d62aafd"
"6","Aircraft Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-75558db0b87c8059e05566f34274d8bd57ef6efa-0-82faef6483b6eb2da4a6ce5b294cfd3f5e6d8f80","75558db0b87c8059e05566f34274d8bd57ef6efa-0-b76749e1187486617c8d2848bed8392a8c2f1d20","75558db0b87c8059e05566f34274d8bd57ef6efa","root","75558db0b87c8059e05566f34274d8bd57ef6efa-5af2e2a74966068c971bfea577cbf59196fd4fc3"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-863d98439e04f02f2ab3dd8c1433b5857d9ae4e4-0-ab8693850f5233250f0208cbeef514a1ed7a29e7","863d98439e04f02f2ab3dd8c1433b5857d9ae4e4-0-6769e6d49ff3d55e141b1dddaa6b3249f4b5febe","863d98439e04f02f2ab3dd8c1433b5857d9ae4e4","root","863d98439e04f02f2ab3dd8c1433b5857d9ae4e4-6c743402d78f6702c28da6779915a50ee9007b6c"
"4","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-ce4e12933a1c1d1bcf3f718d20f695a11e13002f-0-7932435d3cba4b80045417e4a022346ae0e58a90","ce4e12933a1c1d1bcf3f718d20f695a11e13002f-0-a8bd98027771add3e136bb1b65a767b78e212edc","ce4e12933a1c1d1bcf3f718d20f695a11e13002f","root","ce4e12933a1c1d1bcf3f718d20f695a11e13002f-5a1fb07f7b633e676ce4769c1bc9e8103a092281"
"2","Weapons and combat vehicles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-d799347fdee60deb273a0b903f46ff9a493827f1-0-00931ddea4d76e273ee797dbffb2c626abe116c7","d799347fdee60deb273a0b903f46ff9a493827f1-0-1bfeba60703cff53b39eed1ffcd8949c430bcb20","d799347fdee60deb273a0b903f46ff9a493827f1","root","d799347fdee60deb273a0b903f46ff9a493827f1-82cc5517b2c7ba968e6c5c48b1825461e623dddb"
"3","Guided missiles and equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-d799347fdee60deb273a0b903f46ff9a493827f1-1-91d277bdfadc7e31aded8c6b5a383189963bb81d","d799347fdee60deb273a0b903f46ff9a493827f1-1-0c06b284730f87c9a0d7568fb81b935ef4dd0964","d799347fdee60deb273a0b903f46ff9a493827f1","root","d799347fdee60deb273a0b903f46ff9a493827f1-82cc5517b2c7ba968e6c5c48b1825461e623dddb"
"4","Communications and Electronics Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-d799347fdee60deb273a0b903f46ff9a493827f1-2-6b80db85055ff9ae0056fd09b151c7a9b4dbae2a","d799347fdee60deb273a0b903f46ff9a493827f1-2-7141d52c61595de6bdb665ddec9281e578d457f4","d799347fdee60deb273a0b903f46ff9a493827f1","root","d799347fdee60deb273a0b903f46ff9a493827f1-82cc5517b2c7ba968e6c5c48b1825461e623dddb"
"6","Engineer and Other Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-d799347fdee60deb273a0b903f46ff9a493827f1-3-b8a95a7822de2e87dbbbc41b60b5451a18e650e1","d799347fdee60deb273a0b903f46ff9a493827f1-3-18b75bf31120c12c71487e9915ca83b4ecfeb904","d799347fdee60deb273a0b903f46ff9a493827f1","root","d799347fdee60deb273a0b903f46ff9a493827f1-82cc5517b2c7ba968e6c5c48b1825461e623dddb"
"6","Aircraft Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-6246fe3bf104a504d9efa9a6986cc5b2c3229975-0-58f552bd9d24f8c1fc5eb87521707c058a19a700","6246fe3bf104a504d9efa9a6986cc5b2c3229975-0-99dbfaec0c37b9fc910d9d2dd5a6e6e9f2daff7a","6246fe3bf104a504d9efa9a6986cc5b2c3229975","root","6246fe3bf104a504d9efa9a6986cc5b2c3229975-94853a4b7bd3b9274800a4c822b442e9aa98b7ca"
"2","Other Missiles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-157f97fad2aa57ff4049fbf8b7a6fb098af71678-0-b34c4d210dd96dcaeaaf83fa5028697f08bc47c9","157f97fad2aa57ff4049fbf8b7a6fb098af71678-0-588b9e3889c552f5b7bc291b8125a7d38b74032e","157f97fad2aa57ff4049fbf8b7a6fb098af71678","root","157f97fad2aa57ff4049fbf8b7a6fb098af71678-d41610effe22f7d979f77bf73830cf5dbcd1626e"
"3","Torpedoes and Related Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-157f97fad2aa57ff4049fbf8b7a6fb098af71678-1-b8333e57b8ef29f4dd3dca74b539b8db09d79ac7","157f97fad2aa57ff4049fbf8b7a6fb098af71678-1-d042b637f9bba44856fc98265371c6c13b955310","157f97fad2aa57ff4049fbf8b7a6fb098af71678","root","157f97fad2aa57ff4049fbf8b7a6fb098af71678-d41610effe22f7d979f77bf73830cf5dbcd1626e"
"4","Other Weapons","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-157f97fad2aa57ff4049fbf8b7a6fb098af71678-2-56750db297eda9ce62ddc1ecc731548a77c4e7b1","157f97fad2aa57ff4049fbf8b7a6fb098af71678-2-2858d65d3c758aad5c68c8659c56be9bbbfc7717","157f97fad2aa57ff4049fbf8b7a6fb098af71678","root","157f97fad2aa57ff4049fbf8b7a6fb098af71678-d41610effe22f7d979f77bf73830cf5dbcd1626e"
"1","Ships Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-0-01f02419937fd4192fe115c46bcc5a596f274a1e","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-0-d1018e8c47ba776549155912a47b2b79b2ff7910","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"2","Communications & Electronics Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-1-d4f7eb39608e7cec4c547cab7c852a57ec80ebb1","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-1-686b3c9b91e1c0d0b03521d2a95ae7c9aa1e4ec3","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"3","Aviation Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-2-9946597c45ead7689c77c0149c0d4cf37fae6f60","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-2-5887077819046eabc805a4e3cce345243dee1cf7","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"4","Ordnance Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3-e200d61bb3089f03408ac767cc0b0d22c7e3e8da","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3-c9262b66abfaa7e00e2d4934b2affc3f9e229eb9","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"5","Civil Engineering Support Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-4-ff573800248b3edf824f5500b0a30492fc441dd0","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-4-d00281dcc5292e7e7ca43428aec4ab13624d62d3","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"7","Personnel & Command Support Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1a86694444a7c2cd11b1d4bfb2c2924536b810a6-5-0d1cb3978942599cfc191ca5e2c84435ebdbfd2c","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-5-60d3a7a9fcbf6217335a9ac4eabd0a69fce3195c","1a86694444a7c2cd11b1d4bfb2c2924536b810a6","root","1a86694444a7c2cd11b1d4bfb2c2924536b810a6-3e9bd6d2ee9de1d7eef55d4c37261a724257c06b"
"2","Weapons and combat vehicles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-0-790398e7e3ca791ed17cab622f6e1714cc0aac68","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-0-66d66fbfc228f1a899bf39a457aff3a86e124e61","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1","root","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-b0648d7d77b40ca33565b31f0d02876e0750dd91"
"4","Communications and Electronics Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-1-f43404e91c8dc7d87d8d86db20ca149b12d7be6f","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-1-d793e64e42ca38b5d117c7458fd3be207c9a96ea","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1","root","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-b0648d7d77b40ca33565b31f0d02876e0750dd91"
"6","Engineer and Other Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-2-835117d8186953a8658810ceb48168b4221730b7","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-2-7e30c961a04451ec3a8ab7876199976272362abf","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1","root","336d2f26ed938d76692f5bb55a71f48b3a3fd3b1-b0648d7d77b40ca33565b31f0d02876e0750dd91"
"1","Combat Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-81674861911f26048d44159c18e66de20a859029-0-6bb5c305302a146a85b7eb615b9f806b81e7ac7e","81674861911f26048d44159c18e66de20a859029-0-2104228ab5b5fceb58ba42ec49a3e16bb9c51c7d","81674861911f26048d44159c18e66de20a859029","root","81674861911f26048d44159c18e66de20a859029-cee4d91ca8721edcacc51848ddb45f4970156121"
"3","Trainer Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-81674861911f26048d44159c18e66de20a859029-1-8363099f4ce4b339200089e80caf04daceb6f4e8","81674861911f26048d44159c18e66de20a859029-1-e0df9020a2571a00cfe7c00241b078fb0744b562","81674861911f26048d44159c18e66de20a859029","root","81674861911f26048d44159c18e66de20a859029-cee4d91ca8721edcacc51848ddb45f4970156121"
"4","Other Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-81674861911f26048d44159c18e66de20a859029-2-88e3579dc34e029be406aedaef4d5b54fdd7b65e","81674861911f26048d44159c18e66de20a859029-2-6f141da90e56f69a95339c94c900ec8226bc57e6","81674861911f26048d44159c18e66de20a859029","root","81674861911f26048d44159c18e66de20a859029-cee4d91ca8721edcacc51848ddb45f4970156121"
"5","Modification of Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-81674861911f26048d44159c18e66de20a859029-3-b5c61d1f464069dfa061c2284a61f934774d46c8","81674861911f26048d44159c18e66de20a859029-3-a847a0ce2c801e90dbbdee6625d3f24618dfb414","81674861911f26048d44159c18e66de20a859029","root","81674861911f26048d44159c18e66de20a859029-cee4d91ca8721edcacc51848ddb45f4970156121"
"7","Aircraft Support Equip & Facilities","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-81674861911f26048d44159c18e66de20a859029-4-26b8dc84e15a26ac0aa65f473a197838288539a4","81674861911f26048d44159c18e66de20a859029-4-ee96cf02bfa29387222e98561ad6a7122eed53e1","81674861911f26048d44159c18e66de20a859029","root","81674861911f26048d44159c18e66de20a859029-cee4d91ca8721edcacc51848ddb45f4970156121"
"5","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-bcfd6ba6234865a32dc9897939fcd713884aa168-0-9916d990b83b624734c4ba0192366204caedb2b6","bcfd6ba6234865a32dc9897939fcd713884aa168-0-428a6417829ad963bec367f7578c5a0a4c82f7e1","bcfd6ba6234865a32dc9897939fcd713884aa168","root","bcfd6ba6234865a32dc9897939fcd713884aa168-5b0f19ef77811eef1c70c9f95bfe285144bf9be3"
"6","Aircraft Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-c744d4693757fcf2ef715541e5d8c82a8f77da3f-0-788f2f83648879a122f595b435a59f27213980bd","c744d4693757fcf2ef715541e5d8c82a8f77da3f-0-0ab33aad389a398f3008ef2e1937cebdfcedd147","c744d4693757fcf2ef715541e5d8c82a8f77da3f","root","c744d4693757fcf2ef715541e5d8c82a8f77da3f-58dc913d816f0a10eed85f191735d2320d7cb093"
"4","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-fccaf764137a38b237a13aaba544b926030cdb83-0-4609ced553ceeffda65ea37152f75b2f98af8391","fccaf764137a38b237a13aaba544b926030cdb83-0-0a94f4d5897745af6825f890ee1bfb1b1c499216","fccaf764137a38b237a13aaba544b926030cdb83","root","fccaf764137a38b237a13aaba544b926030cdb83-278da38aa73f422421f30f6b7434a816c2ced12f"
"5","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-045e8fb4c92381c96854d192c8cb6cc3cacbad4c-0-383abc42c77d1245bf36eb5a402c0c357806ba4f","045e8fb4c92381c96854d192c8cb6cc3cacbad4c-0-02161c939ba2cae429d6dbe2a3f69e46952914bf","045e8fb4c92381c96854d192c8cb6cc3cacbad4c","root","045e8fb4c92381c96854d192c8cb6cc3cacbad4c-2e7fbea9765b0f181e87ec814b783334fe4166d7"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-0b98cb62206fa0c3fd06f0aa1bb05ea065775072-0-84d03c3a2062f4b3a6026083d0dff460eb148746","0b98cb62206fa0c3fd06f0aa1bb05ea065775072-0-8bc622f9fab7f38e2351bacf7a34bcd4824c3872","0b98cb62206fa0c3fd06f0aa1bb05ea065775072","root","0b98cb62206fa0c3fd06f0aa1bb05ea065775072-23ed0bb903a178a8f78b2224e0f4802fde90492f"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-11386b235a44e4cb40696129ff8b4f42351221de-0-8013c0cb3ef8a456dc481b59e447449efd66d2be","11386b235a44e4cb40696129ff8b4f42351221de-0-639e7ed00404b22777cf1f8b570746a54cded8f8","11386b235a44e4cb40696129ff8b4f42351221de","root","11386b235a44e4cb40696129ff8b4f42351221de-e1db90901e0fa72e43afd4ffd42f7632b4563767"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-1365f07070851cfcebabe951aa6c13d1ca827978-0-d023f4dfb3ea7e935ed6a2014fe4d6390191dd91","1365f07070851cfcebabe951aa6c13d1ca827978-0-5296534fae35d641e750d0f7ba00e3fca49e3c02","1365f07070851cfcebabe951aa6c13d1ca827978","root","1365f07070851cfcebabe951aa6c13d1ca827978-23cb777db1e8c256708a1ae1994b989a2a4a7d68"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-3c706c05ac54f281c0732afc2217bc6a86ee73ba-0-15c582be43cb086cfe5e5d69a8f951d1b55d0edc","3c706c05ac54f281c0732afc2217bc6a86ee73ba-0-6890f5ae210042bf677054c053afd9935b900ce8","3c706c05ac54f281c0732afc2217bc6a86ee73ba","root","3c706c05ac54f281c0732afc2217bc6a86ee73ba-b45fa85cad622f4a9f4d5f2eefa6972593258a2e"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-4e9e6d15e0844c4ff1ee06c60489171ee9bf916a-0-b6c4fcd332e24ef08b4f4d9869a2fb200c0d79a8","4e9e6d15e0844c4ff1ee06c60489171ee9bf916a-0-bdc043eb67c8d2be2321188d76bd5292ac394784","4e9e6d15e0844c4ff1ee06c60489171ee9bf916a","root","4e9e6d15e0844c4ff1ee06c60489171ee9bf916a-c3d6f37c8a7f427c6a2a0703694dafa8aa0f7775"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-63f444f5b0f101930124e6cf811c37aa82f9ea66-0-8c92986364c151d8d160f6239924806eac7c4cb9","63f444f5b0f101930124e6cf811c37aa82f9ea66-0-85dce51aa697c1097d60de83e67f9a226218ec01","63f444f5b0f101930124e6cf811c37aa82f9ea66","root","63f444f5b0f101930124e6cf811c37aa82f9ea66-874db33edb6c87007bcca84ea72879ec0566c567"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-88a691bb4bf3a1fa66579dcfca5a58bcae6105ed-0-794da133716eab77835b4f2484c59190cafc0c71","88a691bb4bf3a1fa66579dcfca5a58bcae6105ed-0-e13ebc5d67ad7eaa011ec7c6629950d1483b8b8d","88a691bb4bf3a1fa66579dcfca5a58bcae6105ed","root","88a691bb4bf3a1fa66579dcfca5a58bcae6105ed-e6e7b86d34b93308c692dc3f5d0bee702c3e46b2"
"1","Ships Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-0-4e51ea4d04d11cdd318d848f2fd0d6a92d0bfccc","896eddfc2b1fae0032514767adac84c71d12acbc-0-e92675dfc0f1fd851762893c0292c05360cefe76","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"2","Communications & Electronics Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-1-b703185d22d0805f3707daa02e6e10041ecae55f","896eddfc2b1fae0032514767adac84c71d12acbc-1-fa144d8f233734294762f3628f135d4e96ab47da","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"3","Aviation Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-2-d5383f157bbf86db65dca88bc0be0f5cd00133ed","896eddfc2b1fae0032514767adac84c71d12acbc-2-1381f733ad1bbd19cddc283b54717f7b1b221d50","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"4","Ordnance Support Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-3-c6606ff6ec840144c2b31cfe75439e64a11184e6","896eddfc2b1fae0032514767adac84c71d12acbc-3-b3f068f5621a4fbb21368001aee2e8a2b5fa9197","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"5","Civil Engineering Support Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-4-3c5b6e76399b7e729fbfeafe9338715fe4a2f4dc","896eddfc2b1fae0032514767adac84c71d12acbc-4-0ee345b0da7c3d9e8cb7e280e4a698678bb87e63","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"7","Personnel & Command Support Equip","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-5-1ce1b4e365bf1c7372ffa986303a856ecfe2dc13","896eddfc2b1fae0032514767adac84c71d12acbc-5-7bb18315e6a0fdbc899fc37f4926ee0a472ecfb5","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
