"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b6d036fed6b0f2cd213a9553335fc9d01db60856","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-4474b9d1e0de024084fd8d867ec1086d9a28f8e0","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-bcb6ca37e596b04efd6378bbc07d3c51b2aea89b"
"Air Force","","","13","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-89e2bc187a04d7f739f9c8b611836ff0b9e04f7d","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-d2cacb606dd3d4c7778cc5b8939dbf77cb07e2d8","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-e876e9a28a9741875dcb36a156e21d24617ad500"
"Air Force","","","7","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-0bbccf38bb10a6d993151a21ec0ba9eeee28aeb0","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-dc3a15919df56db2faf015a0f1a89a8fbd23fb76","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-cab6c201dddb2a84ebc34aef12731e114d9a0034"
"Air Force","","","13","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-606c0de4c3ffef164f1f9ac95bd310c5f0032933","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-7679df51b2fd64d0626e7678b5666ce890520c1b","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-2987cf7797161138deaef961ca114be71fb8a228"
"Air Force","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-53c150aa6439b242d1b422822bc314e56a30dfb7","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-90653c1e1b746ada9ae7df59b2543a9a52bda63b","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-885e3354bfd2ddc06bbe47f7aa03a5b9a35887c0"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-a3aef8509caea1c89e19f0204fb5038a496a6eb7","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-c194bfa74b5c1ec63fd6ce9f1c7ec4dd789e8097","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-e05255ae91f3f370cc901eca55c34a8597380119"
"Air Force","","","14","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-9c2bc001f688ba2f176c397500080f33a41524d0","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-a190f4944a5cbc267979bfff6e8792313cc07a76","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-4-96a5906f0e2194d57b6fb3b300ebe051aab8c7f0"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95bbd66e19ec8564074afcaff89631bd12cae171","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-01bbdd2f502f20e4e9ad388931756c3a1d49c0ff","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-5-9cc46bc163e5c95c568da07e72a08f1a6b4d63f0"
"Air Force","","","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-c48ec110673f7a271482fe30114c1183c5114ac9","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-0882d596b7ad2525248170aba3b51b31f668f4e6","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-4d15e953a75fed1126d8f2bec68596dfabeda5f3"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-dfb9ed84592728c577bf7a3777498003c431cf15","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-63635739a77135d3ee71a00af54bc1e2df0103ac","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-8fa3fb9372da02a5f4411d86f6d8198b0279f542"
"Air Force","","","59","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-6cbf63a774d2896d95622ddd2c8041dcb1273280","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-ee4ee135fa4fe5501a979261bb55ade7799081c3","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-b5bd0d81e7bab6f9dd5bf3e74117a08f69c7acde"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-a6e87e4b3b7945e6abdf2db99c07eb3699e8ec03","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-f9a67f4f53f6da0ebc7ff526b061e7b51d3e9481","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-327bbefa8292660fd90771e91710ac2f11f694d8"
"Air Force","","","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-514300a9e08d7ea53c9b1b60454510d49ada0b6a","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-7bb6392974cf5673381025599095505ff54a0648","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-9501e3eac6bcbe4ade02d95a51e517c9a2ebefd1"
"Air Force","","","9","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-569ce91dce1442c17f3948d485e5989a54557abf","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-8b1635a88c50b5f71e40d39d06ef0c954edc510f","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-9bbbe749413d810f627f571367b3d21e7f72f792"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-72cf6091a881d19912edad752d7ad9e3c627e716","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-bb8fd218d6bc1a8e1b504e8b1e8f47d5265bc0cd","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-7998a3984c5e09f32bd540a354ed5ea17bb5179d"
"Navy","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-9613fffbbeeaacfc933d7cffca790510c957ba63","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-49811ff15a868744da4205e61591671a694d65f7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-2caed520e0f2fe691eee779998886ae440d246d7"
"Air Force","","","36","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-52d5553ca7237c2f72b3a27b459134fe927d4950","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-60d5482c6c061e0d170fcd1c5b6cfa30bf0f368f","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-2caed520e0f2fe691eee779998886ae440d246d7"
"Foreign Military Sales","","","47","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-d0d9492779a43c2f71cf171ae82e2d411b98a873","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-56c44bc971b6f67afd370c0d58caaf9dcfdb9124","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-2caed520e0f2fe691eee779998886ae440d246d7"
"Navy","","","42","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-f4f986a2607731c94a9586b77d52a590ba22ff73","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-4bc08ab648f68a7656e0a77b66186ceb5721db01","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-a2408b9c3c6a4d043c4036cabf462458ed9652d7"
"Air Force","","","42","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-e9a979f68f7409ab57dae3e791b54bb968392668","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-a6a7a83e58dc2ee04a30f184e3a3f30379371dd7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-a2408b9c3c6a4d043c4036cabf462458ed9652d7"
"Foreign Military Sales","","","59","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-4d91587b63c2c6c0354e8ee3a94b20ec2abd124d","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-999517116d4ef70c1cc58ea895f5d91c66531687","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-a2408b9c3c6a4d043c4036cabf462458ed9652d7"
"Air Force","","","62","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-f7afb620d1c7b492a8158ba74eafdfa5848e7b79","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-04dd8479bdc6e43bc88180cc71b31c0d16bf2ec2","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-e6bdefcf3de6901277ad332b95ddf06694374558"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-ff6ec3ea5b54c2e1b0f3102885c012206edd6dea","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-517bd3df2946b47775f36a34abfa5e984dc0c2b2","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-e6bdefcf3de6901277ad332b95ddf06694374558"
"Foreign Military Sales","","","54","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-df2438dd77e6e0943f9d325f3ac06e9494edfe28","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-383771382688189574cf3359b4ce10be43d75aa7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-e6bdefcf3de6901277ad332b95ddf06694374558"
"Air Force","","","84","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-a087b4b32302e3718e925827d4d3a944a752f4e9","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-a3426457dbf38ca23f7e9c7ef188b9e419ab11c0","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-51f5826e5ceb43bddaecc1ee629c77a88a5e0876"
"Navy","","","46","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-8c0deec6155a3f365b8144b098f8c1c615db0b69","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-00c6b87a621c18d63831bbd348c38d4bec287369","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-51f5826e5ceb43bddaecc1ee629c77a88a5e0876"
"Foreign Military Sales","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-1572a86c011fe028d8b9143659f5fcaa4b1bf4fe","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-5cdf0fa2675d9b5f84749ac0471feb05f58d810c","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-51f5826e5ceb43bddaecc1ee629c77a88a5e0876"
"Air Force","","","97","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-5f148e39910dee6ce194fdc85f5659057096b56e","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-3ff5f0d33ac8dd8028cff83cd6a385c5bd401db7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-100e5415c2fe8d8428e0aaff0951004ac64f6568"
"Navy","","","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-159cad3c7f258fd21264f83e9c55da589642c6e4","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-2251fbdf92e5769e6dc7af7fea77f753ede03108","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-100e5415c2fe8d8428e0aaff0951004ac64f6568"
"Foreign Military Sales","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-a0f29bd06e73150355770501b1ca0bb71185c348","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-587d586e0aae40cb71b6e40aeb04697a9d5f81e6","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-100e5415c2fe8d8428e0aaff0951004ac64f6568"
"Air Force","","","106","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-d61a3351049a707dcb6bf9a4f47f7be82af7b796","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-7cf38590f0a29b42ec9b2617c1eb99e3ded2f1c4","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-e21c043c2e640c85c6a7d03f539a23ed77a40aed"
"Navy","","","59","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-d85a218ff4560d59c8856a4761573ecc12c14555","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-3baf75dacddfc24d24a71efb8917a05e4277d2c4","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-e21c043c2e640c85c6a7d03f539a23ed77a40aed"
