"Title_val","Funding_PriorYear_val","Funding_CurrentYear_val","Funding_BudgetYearOne_val","Funding_BudgetYearOneBase_val","Funding_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Other Adjustments","6.063","0.000","-0.159","-0.159","0.000","9238bd89b76c514616463384bd534a042ccc5e11-0-a945720cd27d6bafcaf4fe7aa58da3b1adeccd64","9238bd89b76c514616463384bd534a042ccc5e11","root","9238bd89b76c514616463384bd534a042ccc5e11-ada5a40d3e0e8a0ccafdb3397f0cfefbe9b1f267"
"Transfer to the Joint Staff","","","7.364","7.364","","92893a3adaae0e3867c20d8f751aaf6087638aca-0-42a0f343967fc060f9c67b426431e28ee9c010fd","92893a3adaae0e3867c20d8f751aaf6087638aca","root","92893a3adaae0e3867c20d8f751aaf6087638aca-45c1806e7b89da0ebcd7de3b479691a1c8aae4d8"
"Other Adjustments","-2.716","0.000","37.754","37.754","0.000","93a709cd1b6165f392ff3ccfbd74749ab1d723c3-0-6305225733f053d427a0afae4ca78557b1877654","93a709cd1b6165f392ff3ccfbd74749ab1d723c3","root","93a709cd1b6165f392ff3ccfbd74749ab1d723c3-c4ed0ec5b1fb48c467ebbeaea6dc068366d576dd"
"Other Adjustment","0.000","0.000","0.018","0.018","","9446f9f372dfa4be1de58908b00b245d8fe50076-0-3b97f318148aef1603367ad78e066bfcd099a92d","9446f9f372dfa4be1de58908b00b245d8fe50076","root","9446f9f372dfa4be1de58908b00b245d8fe50076-9575837b23711ee28a677cabd68c5fa92190e5cf"
"Other Adjustments","-0.195","0.000","14.046","14.046","0.000","94759bd7eb96e82b93b71c69adc16ef76473d30f-0-b01da5b9f525182743c50750f8aae89727498f75","94759bd7eb96e82b93b71c69adc16ef76473d30f","root","94759bd7eb96e82b93b71c69adc16ef76473d30f-c3fd981cda4ef44932f09bb98469ec2e148a352c"
"Other Program Adjustments","-3.733","-0.044","-0.131","-0.131","","9499b165208ff1a113c65660a121c521e03ef899-0-c0cd610798de4432368527a24130e3c7d58f057e","9499b165208ff1a113c65660a121c521e03ef899","root","9499b165208ff1a113c65660a121c521e03ef899-957a6147b8de9fc4afa265d49bd9a575be3668f0"
"Economic Assumptions","-0.046","0.000","0.000","0.000","","9499b165208ff1a113c65660a121c521e03ef899-1-32e839862b7b5a5f10ccf89cc74b71725c2a412d","9499b165208ff1a113c65660a121c521e03ef899","root","9499b165208ff1a113c65660a121c521e03ef899-957a6147b8de9fc4afa265d49bd9a575be3668f0"
"Congressional Adjustments","-5.000","-5.000","","","","9546947a68f9061f32e26123c58f5f91d47c7cd8-0-240617a167cd887f9e225813c2e7c4d253b73769","9546947a68f9061f32e26123c58f5f91d47c7cd8","root","9546947a68f9061f32e26123c58f5f91d47c7cd8-1d1f1c4c50a292ae89b68274b70c71ce57e2f3e2"
"Economic Assumptions","-0.025","","","","","9546947a68f9061f32e26123c58f5f91d47c7cd8-1-bbc4e7d336bc025b3d3cf20a53ff86fee66bfbc5","9546947a68f9061f32e26123c58f5f91d47c7cd8","root","9546947a68f9061f32e26123c58f5f91d47c7cd8-1d1f1c4c50a292ae89b68274b70c71ce57e2f3e2"
"FFRDC","-0.018","-0.032","","","","9546947a68f9061f32e26123c58f5f91d47c7cd8-2-c815e4cbd5c6334e8ccca4cb61a91b4ed98f3b2a","9546947a68f9061f32e26123c58f5f91d47c7cd8","root","9546947a68f9061f32e26123c58f5f91d47c7cd8-1d1f1c4c50a292ae89b68274b70c71ce57e2f3e2"
"Other Program Adjustments","-0.002","","-0.534","-0.534","","9546947a68f9061f32e26123c58f5f91d47c7cd8-3-b88b0da5c6cbb92393aa7c28aa5dd78a7755f35a","9546947a68f9061f32e26123c58f5f91d47c7cd8","root","9546947a68f9061f32e26123c58f5f91d47c7cd8-1d1f1c4c50a292ae89b68274b70c71ce57e2f3e2"
"Economic adjustments","","-0.028","-0.060","-0.060","","958400f6ba699ec67b80b61e672c1827242c64d4-0-b0ace5c736a1c5d5f0f8d521d60e67041e7eea68","958400f6ba699ec67b80b61e672c1827242c64d4","root","958400f6ba699ec67b80b61e672c1827242c64d4-3dda2938ac28c63fb14063f781c07804116d21b4"
"Other Adjustments","-0.100","0.000","1.119","1.119","0.000","95bf7689c38a6e9fc44d3e09467e57b779869859-0-3b2908341177ebac0ba05a831f1aae3fb7bf8da0","95bf7689c38a6e9fc44d3e09467e57b779869859","root","95bf7689c38a6e9fc44d3e09467e57b779869859-6a0ad8093b622ccb09b53a8a964c9c1adaf6c223"
"Other Adjustments","-2.730","0.000","-25.217","-25.217","0.000","95df27a46837a0b7e51eeb2153f850d05e47d382-0-abc74d0517a2f8b72ced074aa438c723090380fe","95df27a46837a0b7e51eeb2153f850d05e47d382","root","95df27a46837a0b7e51eeb2153f850d05e47d382-11b526ce82e9aa757101aa0ba6d4c04ed1c730a7"
"Other Adjustments 1","-1.451","-77.958","-55.657","-55.657","0","96635dda16818ed9307bae944f592b2f4a6f466a-0-c22dbc3873018539b0a979517703d3949d09690d","96635dda16818ed9307bae944f592b2f4a6f466a","root","96635dda16818ed9307bae944f592b2f4a6f466a-1615e397acdb7467a4f5f4cbbbedb8719f0330fe"
"Other Adjustment","-0.025","0.000","0.060","0.060","","97361622073b344f289070a92214620792752fe5-0-6f0333518102b35e601d3f2672b2cbbe29b43b3a","97361622073b344f289070a92214620792752fe5","root","97361622073b344f289070a92214620792752fe5-5f8d19c09ae7588d44e8d6e2d46ebe6a63abe921"
"Program Adjustments","0.000","0.000","-1.398","-1.398","0.000","9768400bd4863be70f43c70f19c556d4ed4bec5c-0-440febdcfa66eaa02d7061874bfc901827434fab","9768400bd4863be70f43c70f19c556d4ed4bec5c","root","9768400bd4863be70f43c70f19c556d4ed4bec5c-0a6eead786239f5ae23dc23c0c6a5dafc7acfc81"
"Rate/Misc Adjustments","0.000","0.000","0.480","0.480","0.000","9768400bd4863be70f43c70f19c556d4ed4bec5c-1-e26ae8784428c0ae49f8b857cac877d8f1866590","9768400bd4863be70f43c70f19c556d4ed4bec5c","root","9768400bd4863be70f43c70f19c556d4ed4bec5c-0a6eead786239f5ae23dc23c0c6a5dafc7acfc81"
"Congressional General Reductions Adjustments","-0.252","","","","","9768400bd4863be70f43c70f19c556d4ed4bec5c-2-ffde377528120fd2da1d53b6517c107cb0b135d2","9768400bd4863be70f43c70f19c556d4ed4bec5c","root","9768400bd4863be70f43c70f19c556d4ed4bec5c-0a6eead786239f5ae23dc23c0c6a5dafc7acfc81"
"Adjustments to Budget Years","-46.000","-11.178","39.828","39.828","0","97adfea8173f6f919c64482729786fda98893ac8-0-fe4f57eab48ed6804281c86c8a7475bd05a2af17","97adfea8173f6f919c64482729786fda98893ac8","root","97adfea8173f6f919c64482729786fda98893ac8-5339a6df53d126cd7d46f3c5e5ffabd4ea725a0b"
"Other Adjustments 1","-0.442","","","","","97adfea8173f6f919c64482729786fda98893ac8-1-25865f5eb7808a84b1c90d4e8a4a03ce9e04b526","97adfea8173f6f919c64482729786fda98893ac8","root","97adfea8173f6f919c64482729786fda98893ac8-5339a6df53d126cd7d46f3c5e5ffabd4ea725a0b"
"Other Adjustments 2","-24.200","","","","","97adfea8173f6f919c64482729786fda98893ac8-2-5a0206476cc783b2b7b82d0ff9e2f00e79132e13","97adfea8173f6f919c64482729786fda98893ac8","root","97adfea8173f6f919c64482729786fda98893ac8-5339a6df53d126cd7d46f3c5e5ffabd4ea725a0b"
"Other Adjustments","-0.135","0.000","-79.727","-79.727","0.000","981466c45ad6b9bf4c0c00b69aee3b32ea6283d6-0-e84e5622f1900bb80e8acae90c8c49cb97419591","981466c45ad6b9bf4c0c00b69aee3b32ea6283d6","root","981466c45ad6b9bf4c0c00b69aee3b32ea6283d6-16ca291d6e945a17c92e6abf632f464a91cdde0f"
"Other Adjustment","0.000","0.000","0.000","0.000","","982d7e6493e42b24f014be83fe9a6b719cc364b4-0-a15fc2138f6f5090495cd0dd2ca3007d016d3dff","982d7e6493e42b24f014be83fe9a6b719cc364b4","root","982d7e6493e42b24f014be83fe9a6b719cc364b4-902c72e56f57f20e7c9d332d45cb364a6fe265c2"
"Adjustments to Budget Years","","","-1.439","-1.439","0","98ea02e02d8d36871c3c4479f5bce632fff38c2b-0-ffb5c5705301ef3d50ef21a5d4fc9dd6be8b9804","98ea02e02d8d36871c3c4479f5bce632fff38c2b","root","98ea02e02d8d36871c3c4479f5bce632fff38c2b-01d469cc6577f8239de5db50a15ebc7a3220265d"
"Other Adjustments 1","-0.568","-0.106","","","","98ea02e02d8d36871c3c4479f5bce632fff38c2b-1-07df41f1ee5844e67fb3ffaa44e54e13034f92a0","98ea02e02d8d36871c3c4479f5bce632fff38c2b","root","98ea02e02d8d36871c3c4479f5bce632fff38c2b-01d469cc6577f8239de5db50a15ebc7a3220265d"
"Adjustments to Budget Years","","","-2.522","-2.522","0","98f31cd49d320ed69ae681431829c329e0f9e172-0-da2b384c229b53a562e669ff778875dd1b086ff3","98f31cd49d320ed69ae681431829c329e0f9e172","root","98f31cd49d320ed69ae681431829c329e0f9e172-a4a923fa0a8cdef5e1b67112ecafd594965d02de"
"Other Adjustments 1","-0.452","-0.086","","","","98f31cd49d320ed69ae681431829c329e0f9e172-1-dd32f0d73a03403d1cdfed219c90f7e3b57fa0a1","98f31cd49d320ed69ae681431829c329e0f9e172","root","98f31cd49d320ed69ae681431829c329e0f9e172-a4a923fa0a8cdef5e1b67112ecafd594965d02de"
"Rate/Misc Adjustments","0.000","0.000","-0.081","-0.081","0.000","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9-0-b0b19bc47c952e61d29c636b8661832ef07e8f5c","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9","root","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9-f2928d72c8a9084bb3c230dbe3bfd47e6a3c3f63"
"Congressional General Reductions Adjustments","-0.029","","","","","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9-1-aa9ced2471887a1b7e0f6a1bbf98adc70f75b5cc","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9","root","998207283b89347fcd4b4b132b0a2ca3ff0c0ab9-f2928d72c8a9084bb3c230dbe3bfd47e6a3c3f63"
"Other Adjustments","-151.398","0.000","-526.785","-526.785","0.000","9b87ea472c540ebdf057de2b84907bfa95d90274-0-33b5512a1bf7b417a5fe4355ba6dae0c2edab1f9","9b87ea472c540ebdf057de2b84907bfa95d90274","root","9b87ea472c540ebdf057de2b84907bfa95d90274-16f043d0af89fe495244811fba9ef625c03f2e48"
"Changed to add FY 2013 Baseline","","","0.387","0.387","","9baa1a90e2f450e00b4977c3385e54e58cd11db0-0-74123e97d8841e6d80912aee72bc6776b9751d20","9baa1a90e2f450e00b4977c3385e54e58cd11db0","root","9baa1a90e2f450e00b4977c3385e54e58cd11db0-4a7ba261ca8c4ef1e0179e21ca8f6dc96d280884"
"Other Adjustments","-0.008","0.000","0.002","0.002","0.000","9be7f5c12cfb1de5689bfcc6aa5934b882fa07c8-0-9f5359f9cabc16edbe183a73949aaacd1c708938","9be7f5c12cfb1de5689bfcc6aa5934b882fa07c8","root","9be7f5c12cfb1de5689bfcc6aa5934b882fa07c8-15f3d754af6abc039cd24690cd104db30304382b"
"Other Adjustments","-0.171","0.000","12.431","12.431","0.000","9c59c14718ee4e7f2f894615803120d446c0f799-0-72d3e7582fe7831221b6495d4a15bd3c8d52b7a5","9c59c14718ee4e7f2f894615803120d446c0f799","root","9c59c14718ee4e7f2f894615803120d446c0f799-96fe41b599d416b96be990c273edc85c04d65c06"
"Other Adjustments","0.000","0.000","-54.466","-54.466","0.000","9c73004b87a0067934e9e0ce7e57cc7b9f85d99b-0-63900b1e0a5ac547faafa7afdaa375d98ee29243","9c73004b87a0067934e9e0ce7e57cc7b9f85d99b","root","9c73004b87a0067934e9e0ce7e57cc7b9f85d99b-9be84fba6e1df669e6f1957f8f4a5f8903510702"
"TotalOtherAdjustments","","","-8.199","-8.199","0.000","9caa4dd2a9b74af7e1856166a3e625663d8d4ffd-0-704862d49f5ec74ba7ff555ab629f3c93ef83968","9caa4dd2a9b74af7e1856166a3e625663d8d4ffd","root","9caa4dd2a9b74af7e1856166a3e625663d8d4ffd-aca262b8be14ab3fa7f7d0f2fbeb24e8fe3b5b65"
"Program Adjustments","0.000","0.000","-0.072","-0.072","0.000","9d380e5751384af885aa063d9b32eaa5a346101c-0-a0d09f283b6429911edcad1d207f1f31abfb9d8f","9d380e5751384af885aa063d9b32eaa5a346101c","root","9d380e5751384af885aa063d9b32eaa5a346101c-5c8fd7775a78556fcb39e9e43b48a91fbc421a1e"
"Rate/Misc Adjustments","0.000","0.000","0.505","0.505","0.000","9d380e5751384af885aa063d9b32eaa5a346101c-1-4351fd2c83f37c904094eb3837e468184d14f963","9d380e5751384af885aa063d9b32eaa5a346101c","root","9d380e5751384af885aa063d9b32eaa5a346101c-5c8fd7775a78556fcb39e9e43b48a91fbc421a1e"
"Congressional General Reductions Adjustments","-0.251","","","","","9d380e5751384af885aa063d9b32eaa5a346101c-2-627890fbcadfba19d15677f1ee1ff28faeb2fb88","9d380e5751384af885aa063d9b32eaa5a346101c","root","9d380e5751384af885aa063d9b32eaa5a346101c-5c8fd7775a78556fcb39e9e43b48a91fbc421a1e"
"Other Adjustment","-27.593","","-25.697","-25.697","0.000","9d4d85564bce550bd31d499387309ebbab1610e6-0-81a5545afbce6623645af59e6ee9880c70c542b5","9d4d85564bce550bd31d499387309ebbab1610e6","root","9d4d85564bce550bd31d499387309ebbab1610e6-bd1814c68d7696c0e15a282947760d73f85f6b6e"
"Other Adjustments","3.980","0.000","-7.440","-7.440","0.000","9d6a6a089732e2e42a3dbf9d5edf7ca522aad9eb-0-405be75c93c1d0c2c8f23f410afc0b5f5bab100d","9d6a6a089732e2e42a3dbf9d5edf7ca522aad9eb","root","9d6a6a089732e2e42a3dbf9d5edf7ca522aad9eb-8169a052a278b621c5e17ad93b1ec17be6054e80"
"Rate/Misc Adjustments","-0.001","0.000","0.000","0.000","0.000","9da98a08e724442a33abaf2ddc78f39454316171-0-5df742f066c6f62fb2ed8634789552bb65856780","9da98a08e724442a33abaf2ddc78f39454316171","root","9da98a08e724442a33abaf2ddc78f39454316171-334a51a05866565c6721120102da69e886c6966e"
"Adjustments to Budget Years","","-0.005","0.037","0.037","0","9ea75b05e32cc160650d13c5c51bcd71d2077c71-0-ba1a7cbd1c6a0f852b93389a6660293554541ebf","9ea75b05e32cc160650d13c5c51bcd71d2077c71","root","9ea75b05e32cc160650d13c5c51bcd71d2077c71-a20b0045511f16188b7636cc276b9414defed3ce"
"Program Adjustments","0.000","0.000","1.094","1.094","0.000","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-0-139d356273293e82c2924f2bc8bf7262933cebe3","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f","root","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-b9943fb49cc57f399819e92e95166c37da52988a"
"Rate/Misc Adjustments","0.000","0.000","-0.008","-0.008","0.000","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-1-0b74978781cd31998917d204f24be1f0516b52c5","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f","root","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-b9943fb49cc57f399819e92e95166c37da52988a"
"Congressional General Reductions Adjustments","-0.301","","","","","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-2-a3aea41e69d6fa9472775c78664cb233cd1ba899","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f","root","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-b9943fb49cc57f399819e92e95166c37da52988a"
"Congressional Directed Reductions Adjustments","-19.000","","","","","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-3-511f9fd44b763b529e96bdf8755848008d85cfc1","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f","root","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-b9943fb49cc57f399819e92e95166c37da52988a"
"Program Adjustments","0.000","0.000","-24.418","-24.418","0.000","9f0ca3c422bdffdd985ca84f8849906972503e20-0-899a5cc35d42b9563a75165983249cc02523102d","9f0ca3c422bdffdd985ca84f8849906972503e20","root","9f0ca3c422bdffdd985ca84f8849906972503e20-3a2a158d2b7fe43a372cf5408bc35207898420a0"
"Rate/Misc Adjustments","0.000","0.000","0.126","0.126","0.000","9f0ca3c422bdffdd985ca84f8849906972503e20-1-1bb039a5c06dc53fbda1d260bd2f469ec63c4a32","9f0ca3c422bdffdd985ca84f8849906972503e20","root","9f0ca3c422bdffdd985ca84f8849906972503e20-3a2a158d2b7fe43a372cf5408bc35207898420a0"
"Congressional General Reductions Adjustments","-2.812","","","","","9f0ca3c422bdffdd985ca84f8849906972503e20-2-2fab684a58a1625c252ebc6988cce82fe3ddf900","9f0ca3c422bdffdd985ca84f8849906972503e20","root","9f0ca3c422bdffdd985ca84f8849906972503e20-3a2a158d2b7fe43a372cf5408bc35207898420a0"
"Adjustments to Budget Years","","","0.648","0.648","0","9f39986de96cff437b27bb6fd64cc75c00e2c64b-0-3d4ebb967fc50fa0e54dc5b792bcb729540fd6f2","9f39986de96cff437b27bb6fd64cc75c00e2c64b","root","9f39986de96cff437b27bb6fd64cc75c00e2c64b-93e31e61e31ddfbbfe9f5675587545d32a096ed6"
"Other Adjustments 1","-0.272","-0.041","","","","9f39986de96cff437b27bb6fd64cc75c00e2c64b-1-260bbf8c0bda94d1408bf595043a2947e6804a43","9f39986de96cff437b27bb6fd64cc75c00e2c64b","root","9f39986de96cff437b27bb6fd64cc75c00e2c64b-93e31e61e31ddfbbfe9f5675587545d32a096ed6"
"Program Adjustments","0.000","0.000","-0.930","-0.930","0.000","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-0-57df4c150829cac0c52b1c34965a2bf722f9b7f7","9f4d1b3a30c7e07000d7c303397c84f5a8730be4","root","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-ef2240d4adf6c9eb4277b002e1922864791d4fda"
"Rate/Misc Adjustments","0.000","0.000","0.000","0.000","0.000","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-1-dfd21f9ef5d147813c27c5b10870dda776570c61","9f4d1b3a30c7e07000d7c303397c84f5a8730be4","root","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-ef2240d4adf6c9eb4277b002e1922864791d4fda"
"Congressional General Reductions Adjustments","-0.043","","","","","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-2-20c9302312b64f322292b299a15695328348461b","9f4d1b3a30c7e07000d7c303397c84f5a8730be4","root","9f4d1b3a30c7e07000d7c303397c84f5a8730be4-ef2240d4adf6c9eb4277b002e1922864791d4fda"
"Other Adjustment","-0.083","0.000","0.205","0.205","","9f67ca10b7b6d01a02fbf832d4b81428a9d6fc49-0-ac1b54ebd47132b5b313a054777301bcf2695aa2","9f67ca10b7b6d01a02fbf832d4b81428a9d6fc49","root","9f67ca10b7b6d01a02fbf832d4b81428a9d6fc49-a0ebe3faff38862cf223ea7618bf77b4fe0b6a6e"
"Other Adjustments","24.413","0.000","0.015","0.015","0.000","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9-0-9cc027bd7357c808287c5f030cfe1ffb4940eddb","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9","root","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9-d1a0c29328b4260be211a1c7ccb757b50c665d8b"
"Program Adjustments","0.000","0.000","-0.325","-0.325","0.000","a009ed462d2a296014db1f4d9a77567ed89e6275-0-1e965518f87241c21c12eaba6135c3d28c037d9d","a009ed462d2a296014db1f4d9a77567ed89e6275","root","a009ed462d2a296014db1f4d9a77567ed89e6275-3a8473b3b9ef36c3fb4dac94c247ff7fea653081"
"Program Adjustments","0.000","0.000","24.404","24.404","0.000","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-0-264ef9e42df547e8b9fee4a2651fd44658b83168","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd","root","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-e82029941dcbae883c48e20ccbc909bce4718887"
"Rate/Misc Adjustments","0.000","0.000","-0.016","-0.016","0.000","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-1-823671c32d9147ee560474c6faf328870cad47f2","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd","root","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-e82029941dcbae883c48e20ccbc909bce4718887"
"Congressional General Reductions Adjustments","-0.141","","","","","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-2-1c24e6c1c2c5a783ad3b727deddd8418399c706a","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd","root","a05bbd7a5fbef6e4dedf88500ba40f9666612bcd-e82029941dcbae883c48e20ccbc909bce4718887"
"Adjustments to Budget Years","","","-1.864","-1.864","0","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29-0-14ab59b8f9972d1f104a8df1f574c74bf3906922","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29","root","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29-e6007c98fc5c3700804a4050bb0f55ee885cc98e"
"Other Adjustments 1","-0.015","-4.929","","","","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29-1-c8a100dbb0984bc3b3dd6456682af25209512034","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29","root","a063d09cd33ac2b2cd1a67a20b4feb10bb2e9a29-e6007c98fc5c3700804a4050bb0f55ee885cc98e"
"Other Adjustments","-0.252","0.000","-4.007","-4.007","","a08205d51a2a677f8519d156840b99f336f408d8-0-0b600586d9ccdc24087b128f931b8136cad8cef1","a08205d51a2a677f8519d156840b99f336f408d8","root","a08205d51a2a677f8519d156840b99f336f408d8-be94e064e9d05801d92e1192f199bdecb09748ae"
"Other Adjustments","-1.976","0.000","-0.743","-0.743","0.000","a0c44b4181950c08f210c318435dbe78efa088ec-0-e83ca70ccb4a8f26084b6a1cefc69b4263baedb4","a0c44b4181950c08f210c318435dbe78efa088ec","root","a0c44b4181950c08f210c318435dbe78efa088ec-64ccf2b51c2ab27b75a58569dcb321ade41e1c19"
"Program Adjustments","0.000","0.000","-12.731","-12.731","0.000","a0f5f4c192f36f1a04159768a3d337eb0d91d574-0-634628868720adee13361abac0f21171c14240f4","a0f5f4c192f36f1a04159768a3d337eb0d91d574","root","a0f5f4c192f36f1a04159768a3d337eb0d91d574-a1dc0d440584434577f0908c8abbeddbe0161123"
"Rate/Misc Adjustments","0.000","0.000","-0.081","-0.081","0.000","a0f5f4c192f36f1a04159768a3d337eb0d91d574-1-8bbcebcc5ef4443587e287ffc5f677ab5f7edab0","a0f5f4c192f36f1a04159768a3d337eb0d91d574","root","a0f5f4c192f36f1a04159768a3d337eb0d91d574-a1dc0d440584434577f0908c8abbeddbe0161123"
"Congressional General Reductions Adjustments","-0.009","","","","","a0f5f4c192f36f1a04159768a3d337eb0d91d574-2-8adc4eb880c0c76054c09109426195471dd86d9e","a0f5f4c192f36f1a04159768a3d337eb0d91d574","root","a0f5f4c192f36f1a04159768a3d337eb0d91d574-a1dc0d440584434577f0908c8abbeddbe0161123"
"Adjustments to Budget Years","","","0.010","0.010","0","a1831004def917a57e116f54db71d2fdaac65481-0-1b4047d79d76856bddb740469ad20ec0b40555d7","a1831004def917a57e116f54db71d2fdaac65481","root","a1831004def917a57e116f54db71d2fdaac65481-3907f6cc0f9cd72f8c0a863d5e04ead41a3f4c54"
"Other Adjustments 1","-0.291","-0.025","","","","a1831004def917a57e116f54db71d2fdaac65481-1-8bbf75e01e65a17782ea393e0bb78be4b883bc9e","a1831004def917a57e116f54db71d2fdaac65481","root","a1831004def917a57e116f54db71d2fdaac65481-3907f6cc0f9cd72f8c0a863d5e04ead41a3f4c54"
"Rate/Misc Adjustments","0.000","0.000","0.000","0.000","0.000","a18d83c3140149f4f0f522470baba0dc03c44b09-0-525b3dee464b4fa4666ec1d51cca7f57c64d726a","a18d83c3140149f4f0f522470baba0dc03c44b09","root","a18d83c3140149f4f0f522470baba0dc03c44b09-51a15bb8d025a78f4f3c2956e7b483f6889e9dd7"
"Congressional General Reductions Adjustments","-0.211","","","","","a18d83c3140149f4f0f522470baba0dc03c44b09-1-befd62fe72274bc51087d0d1d85b767da6d2b9ce","a18d83c3140149f4f0f522470baba0dc03c44b09","root","a18d83c3140149f4f0f522470baba0dc03c44b09-51a15bb8d025a78f4f3c2956e7b483f6889e9dd7"
"Program Adjustments","0.000","0.000","21.853","21.853","0.000","a21e638e771d0156da33839c09e6672a733506f5-0-f889a40cdc10bb1b2a6b701e13eb8d87143f940b","a21e638e771d0156da33839c09e6672a733506f5","root","a21e638e771d0156da33839c09e6672a733506f5-13deba2b960df9264a4ccb50ddbdcf6b363eac24"
"Rate/Misc Adjustments","0.000","0.000","0.117","0.117","0.000","a21e638e771d0156da33839c09e6672a733506f5-1-c66b26d7e0808f60495eebd8cbf6e013d75d351a","a21e638e771d0156da33839c09e6672a733506f5","root","a21e638e771d0156da33839c09e6672a733506f5-13deba2b960df9264a4ccb50ddbdcf6b363eac24"
"Congressional General Reductions Adjustments","-0.054","","","","","a21e638e771d0156da33839c09e6672a733506f5-2-0a5acc2cb3626c50e7550f3e69c021eefef60565","a21e638e771d0156da33839c09e6672a733506f5","root","a21e638e771d0156da33839c09e6672a733506f5-13deba2b960df9264a4ccb50ddbdcf6b363eac24"
"Other Adjustment","-0.004","","0.005","0.005","","a2a3d879a92be535e660767e47ae74859346f985-0-a79838b93f43170e9e9ca29edf1d31182d007ff9","a2a3d879a92be535e660767e47ae74859346f985","root","a2a3d879a92be535e660767e47ae74859346f985-28db1684b38a8a8e3fca14398cc069d94c1cfbc2"
"Adjustments to Budget Years","","","0.572","0.572","0","a2b6ce4ad16036c8e9a18c77628ed627713aa332-0-8902bff1f75890395328b37d5ac947cfa66a0cfb","a2b6ce4ad16036c8e9a18c77628ed627713aa332","root","a2b6ce4ad16036c8e9a18c77628ed627713aa332-f5f1a556f7a74ff11494fa0b5825a5e02574b705"
"Other Adjustments 1","-0.095","-0.018","","","","a2b6ce4ad16036c8e9a18c77628ed627713aa332-1-8be1f336bdde7cb98de21744d7523cedd9061b7a","a2b6ce4ad16036c8e9a18c77628ed627713aa332","root","a2b6ce4ad16036c8e9a18c77628ed627713aa332-f5f1a556f7a74ff11494fa0b5825a5e02574b705"
"Other Adjustments","0.000","0.000","0.000","0.000","","a2cae2a608a60d519150bfdbde0e5a844f0f2c3c-0-b63b6b7f6c26ff4ddd873759ad1c48f8c3edd2a0","a2cae2a608a60d519150bfdbde0e5a844f0f2c3c","root","a2cae2a608a60d519150bfdbde0e5a844f0f2c3c-40c758d06025e4ac55563fa9159d89a6a35bb5d1"
"Other Adjustments","162.100","0.000","12.013","12.013","0.000","a2dceb368f7a1ab885ae89a4202346966675e846-0-a8dad5208fbc5c16ab280f8429971e9cfa836351","a2dceb368f7a1ab885ae89a4202346966675e846","root","a2dceb368f7a1ab885ae89a4202346966675e846-4a3ebea12cde75888e04c5e6cf655ab651ffbaba"
